Topic,Count,Name,Representation,Representative_Docs
9,269,9_amg_eqs_eqe_mercedes,"['amg', 'eqs', 'eqe', 'mercedes', 'eq', 'gt', 'sl', 'new', 'new eqs', 'mercedes eq']","['The Mercedes-AMG EQS is a new vision for the future of high performance and embodies the motorsports heritage of AMG while delivering a rush of all-electric excitement.', ""Yeah, the AMG EQS, it's an absolute blast. We've got 749 horsepower from the first production electric AMG ever made."", ""I'm about to spend the day with the new EQS by Mercedes EQ.""]"
10,257,10_customers_product_brand_customer,"['customers', 'product', 'brand', 'customer', 'new', 'culture', 'products', 'need', 'future', 'trust']","['Is it relevant? Does it make the product better? Because ultimately we need to deliver the most engaging end product we can to the customer.', 'Indeed, I can tell you that the entire team has really put genuine care to create a product that our customers would truly love.', ""We work a lot with freelancers, but... that is even make us a little bit more sometimes working with freelancers make a little bit more hard because you need to make they feel part of the company and understand the you know the culture of the company and your goals as a leader as well when is your team you're working.""]"
11,212,11_elantra_sonata_hyundai_accord,"['elantra', 'sonata', 'hyundai', 'accord', 'hybrid', 'camry', '2020', 'new elantra', 'sonata hybrid', 'mirai']","[""This is the all-new, completely redesigned 2021 Hyundai Elantra. Elantra is our popular compact sedan, and in its seventh generation, as you'll see, the upgrades and enhancements are everywhere."", 'So there we have it, the 2024 Hyundai Elantra and the 2024 Hyundai Elantra Hybrid with their sleek, refreshed styling, driver-oriented interior, user-friendly tech, and impressive safety features. These two sedans have something for just about everyone.', 'Now, speaking of trims, both Elantra and Elantra Hybrid come in a range of them.']"
12,210,12_steering_rear_car_aerodynamics,"['steering', 'rear', 'car', 'aerodynamics', 'rear axle', 'axle', 'axle steering', 'aerodynamic', 'stability', 'speeds']","['Yeah, so around these turns, the rear axle steering helps you get just a little bit more responsive turn in for the car.', 'Nice. Wow, I can feel the rear steer. We have 10 degree rear axle steering standard which is really great for stability at high speeds and then also awesome for parking.', ""Yeah, so at the rear axle, we've got rear axle steering. It's 9 degrees, which is a really big number for rear axle steering.""]"
13,195,13_rav4_rav4 prime_prime_hybrid,"['rav4', 'rav4 prime', 'prime', 'hybrid', 'trd', 'available', 'edition', 'toyota', 'road', 'grade']","['As a result, RAV4 Prime is among the quickest Toyota vehicles available.', 'And it quickly becomes clear that RAV4 Prime lives up to its name. Visit toyota.com slash RAV4 Prime to learn more.', ""And now, let's just do it again. The 2021 RAV4 Prime is the most powerful RAV4 ever.""]"
14,186,14_camry_highlander_toyota_grand highlander,"['camry', 'highlander', 'toyota', 'grand highlander', 'drive', 'grand', 'available', 'convenience', 'hybrid', 'performance']","[""It's easy to see why Grand Highlander is the ultimate adventure SUV."", 'Want to learn more? Discover Highlander today on toyota.com slash Highlander.', ""With all of these factors considered, it's clear that Grand Highlander is the stylish SUV for the modern family. Want to learn more? Check out toyota.com slash Grand Highlander.""]"
15,185,15_display_screen_touchscreen_12,"['display', 'screen', 'touchscreen', '12', 'cluster', 'digital', 'instrument', 'information', 'interface', 'center']","[""There's the instrument cluster, the main media display, and a 12.3-inch passenger display over there."", 'Almost all functions are integrated into the slim and frameless display with a 12.3 inch instrument cluster and a 14.9 inch central information display.', ""Plus, an available 12.3-inch digital gauge cluster and an available 10-inch head-up display help keep important information in the driver's line of sight.""]"
16,185,16_ioniq_hyundai_blue link_charging,"['ioniq', 'hyundai', 'blue link', 'charging', 'link', 'new', 'blue', 'electric', 'platform', 'assist']","['So there you have it, the first ever Hyundai IONIQ 6. With its bold new exterior design, truly innovative interior, premium tech, and advanced safety features, IONIQ 6 is a Hyundai unlike any you have ever seen.', ""Now, IONIQ 6 is the newest member of the IONIQ family of electric vehicles, and it's built on the same electric global modular platform as our immensely popular IONIQ 5."", ""We are thrilled to introduce you to Hyundai's first ever IONIQ 5.""]"
17,162,17_prius_prius prime_prime_hybrid,"['prius', 'prius prime', 'prime', 'hybrid', 'connect', 'toyota', 'efficiency', 'plug', 'plug hybrid', 'prius plug']","[""Add all of that together, and it's clear that Prius Prime goes above and beyond, cementing Toyota's electrification leadership. Learn more today at toyota.com slash Prius Prime."", ""Stay tuned to learn more about Prius Prime later in the video, but for now, let's find out more about Prius."", ""And it's easy to see how Prius Prime is ready to take the lead. Learn more today at toyota.com slash Prius Prime.""]"
18,153,18_key_digital key_digital_unlock,"['key', 'digital key', 'digital', 'unlock', 'button', 'smartphone', 'fob', 'key fob', 'door', 'hyundai digital']","['And with the available Hyundai Digital Key 2 Touch, you can unlock your door and start your motor all from your smartphone, no key fob required.', 'The Hyundai Digital Key transforms your smartphone into a key fob, or you can use this handy key card.', 'Hyundai Digital Key, allowing you to transform your smartphone into a key fob or you can use this digital key card.']"
19,153,19_hybrid_plug_plug hybrid_bmw,"['hybrid', 'plug', 'plug hybrid', 'bmw', 'powertrain', 'hybrid powertrain', 'electric', 'new', 'hybrids', 'engine']","['Different plug-in hybrid models are released later with the latest BMW high-voltage battery and plug-in hybrid drive technology.', 'So the most progressive sports car of the world was a plug-in hybrid or is a plug-in hybrid.', ""At the same time though, let's not forget it's still a plug-in hybrid.""]"
20,140,20_corolla_safety_assist_safety sense,"['corolla', 'safety', 'assist', 'safety sense', 'lane', 'toyota safety', 'toyota', 'sense', 'pre collision', 'collision']","['Every grade comes standard with Toyota Safety Sense 2.5+, which includes Pre-Collision System with Pedestrian Detection, Lane Departure Alert with Steering Assist, Automatic High Beams, Full-Speed Range Dynamic Radar Cruise Control, Lane Tracing Assist, and Road Sign Assist.', ""But Corolla's ingenuity reaches beyond the audio multimedia experience. Every Corolla grade comes standard with Toyota Safety Sense 3.0. which includes pre-collision system with pedestrian detection, lane departure alert with steering assist, automatic high beams, full speed range dynamic radar cruise control, lane tracing assist, road sign assist, and proactive driving assist."", ""Beyond comfort, Corolla's onboard technology puts a big emphasis on safety. Every Toyota Corolla comes with Toyota Safety Sense 3.0, which includes Pre-Collision System with Pedestrian Detection, Lane Departure Alert with Steering Assist, Automatic High Beams, Full-Speed Range Dynamic Radar Cruise Control, Lane Tracing Assist, Road Sign Assist, and Proactive Driving Assist.""]"
21,136,21_mustang_mach_mustang mach_mustangs,"['mustang', 'mach', 'mustang mach', 'mustangs', 'proportions', 'vehicle', 'knew', 'went', 'pony', 'electric']","[""So I'm always getting asked if the Mustang Mach-E handles like a Mustang, and I can definitely tell you yes."", ""That was Mustang. It was really a mandate of show us what you've got."", ""Mustang is a me car. It's about me, it's indulgence. This is a we car.""]"
22,127,22_design_designers_designer_art,"['design', 'designers', 'designer', 'art', 'story', 'signature', 'philosophy', 'pillars', 'design philosophy', 'new']","[""Now let's hear from our Design Director, Rob Melville, on the first of those pillars, technical design."", ""Now let's hear from our design director, Rob Melville, on the first of those pillars, technical design."", ""I'm great, thanks for coming. Thank you, thank you. How do you feel about the design here?""]"
23,126,23_carplay_apple_apple carplay_android,"['carplay', 'apple', 'apple carplay', 'android', 'android auto', 'auto', 'smartphone', 'music', 'apps', 'phone']","['Its feature-laden console centers around an audio multimedia system with standard compatibility for Apple CarPlay, which connects drivers to Apple Music, Maps, Messages, and other favorite apps from your iPhone.', ""It'll charge and you have the full Android Auto or Apple CarPlay environment."", 'including standard compatibility for Apple CarPlay, which connects drivers to Apple Music, Maps, Messages, and other favorite apps from the iPhone.']"
24,125,24_pedal_braking_brakes_regenerative braking,"['pedal', 'braking', 'brakes', 'regenerative braking', 'regenerative', 'drive', 'brake', 'accelerator', 'paddle', 'pedal drive']","['It drives like a normal car It has an accelerator pedal brake pedal steering wheel shifter.', 'i-Pedal 3.0 allows you to speed up, slow down, or even come to a complete stop, all just using the accelerator pedal.', 'So in any one of these drive experiences, you can drive in one pedal or in two pedal drive.']"
25,116,25_sound_sounds_quiet_exhaust,"['sound', 'sounds', 'quiet', 'exhaust', 'noise', 'surround sound', 'absolutely', 'silent', 'inside', 'surround']","['Thanks to the Wumesta premium sound system speakers all around the best technology in the sound business.', ""Because there's no, especially with this on, there's no sound, you know, to go off."", 'The Burmeister sound system with virtual surround sound has become even more powerful.']"
26,112,26_crown_toyota crown_toyota_japan,"['crown', 'toyota crown', 'toyota', 'japan', 'new crown', 'platinum', 'generation', 'performance', 'sedan', 'story']","['When it comes to performance, Toyota Crown delivers thanks to its all-hybrid electric powertrain lineup.', ""I sincerely want the world to know what Japan's crown is all about."", 'Two years later, the crown team has manifested a crown for the coming era.']"
27,110,27_audi_tron_q8_q5,"['audi', 'tron', 'q8', 'q5', 'q8 tron', 'quattro', 'a6', 'audi tron', 'suv', '2019']","[""All of this wrapped in Audi's signature drive and build quality. Our most important vehicle in 40 years refined. The Audi Q8 e-tron SUV and Sportback."", 'An Audi interior is always a premium one and the Q8 e-tron is one of our most unique.', 'Just as Quattro went on to become the name for every all-wheel drive Audi, the same now goes for e-tron on every Audi electric vehicle.']"
28,107,28_america_auto evolution_pre_evolution,"['america', 'auto evolution', 'pre', 'evolution', 'orders', 'electric', 'order', 'affordable', 'vehicles', 'ev']","[""By pre-ordering yours today, you'll lock in that special promotional pricing and be one of America's first to drive a candy."", 'Today, after much anticipation and with growing market demand, we are proud to announce that Candy is enabling the auto evolution for all with its line of affordable electric vehicles.', ""How much does it cost? I'm glad you asked. Candy America is offering special promotional pricing for the first 1,000 pre-orders of the K23 as well.""]"
29,107,29_porsche_taycan_turbo_car,"['porsche', 'taycan', 'turbo', 'car', 'sports car', 'sports', 'electric', 'car porsche', 'porsche electric', 'electric car']","['The Porsche electric sport sound gives the Taycan a distinctive and emotional sound signature, making it a true Porsche.', ""We are here with Porsche's first all-electric car, the Taycan. The question is about hydrogen though."", 'Thank you for your attention. At the end of the day, the most important thing about the Taycan is it is still a true Porsche sports car. It has the soul of a Porsche electrified.']"
30,105,30_19_20_18_21,"['19', '20', '18', '21', 'black', 'spoke', 'le', '17', 'exhaust', 'available']","['First, LE and XLE grades feature a unique front fascia shape and grille design, as well as alloy wheel designs on the gas and all-wheel drive grades, while SE and XSE grades boast their own distinct lower fascia shape, honeycomb grille, and either 18-inch or 19-inch wheels.', 'Hybrid SE and XSE, on the other hand, feature 18-inch multi-spoke black sport alloy wheels.', 'So these are our 20-inch multi-spoke wheels. The coupe over there, we have our 19 multi-spoke black wheels, so these are available in black as well.']"
