representation_model,topic,words,weighted_words
llm_anthropic_claude_opus_4_7,39,Kandy K23/K27 EV Pre-orders,"[[""Kandy K23/K27 EV Pre-orders"", 1.0]]"
llm_anthropic_claude_opus_4_7,40,Toyota Corolla Trims and Hybrid,"[[""Toyota Corolla Trims and Hybrid"", 1.0]]"
llm_anthropic_claude_opus_4_7,41,Infiniti brand EV strategy,"[[""Infiniti brand EV strategy"", 1.0]]"
llm_anthropic_claude_opus_4_7,42,Buick Regal Brand Launch,"[[""Buick Regal Brand Launch"", 1.0]]"
llm_anthropic_claude_opus_4_7,43,Vancouver Climate Policy,"[[""Vancouver Climate Policy"", 1.0]]"
llm_anthropic_claude_opus_4_7,44,Removing Interior Cargo Covers,"[[""Removing Interior Cargo Covers"", 1.0]]"
llm_anthropic_claude_opus_4_7,45,EV Pricing and Tax Credits,"[[""EV Pricing and Tax Credits"", 1.0]]"
llm_anthropic_claude_opus_4_7,46,Digital Smartphone Key Entry,"[[""Digital Smartphone Key Entry"", 1.0]]"
llm_anthropic_claude_opus_4_7,47,EV Drive Modes (Eco/Comfort/Sport),"[[""EV Drive Modes (Eco/Comfort/Sport)"", 1.0]]"
llm_anthropic_claude_opus_4_7,48,BMW i-Series Charging,"[[""BMW i-Series Charging"", 1.0]]"
llm_anthropic_claude_opus_4_7,49,Infiniti Q-Series Luxury Vehicles,"[[""Infiniti Q-Series Luxury Vehicles"", 1.0]]"
llm_anthropic_claude_opus_4_7,50,BMW Digital Cockpit Features,"[[""BMW Digital Cockpit Features"", 1.0]]"
