representation_model,topic,words,weighted_words
llm_openai_gpt_5_5,16,"LLM label unavailable: elantra, hyundai, we, our, the, to, and, new, for, of","[[""LLM label unavailable: elantra, hyundai, we, our, the, to, and, new, for, of"", 1.0]]"
llm_openai_gpt_5_5,17,Vehicle Front-End Design,"[[""Vehicle Front-End Design"", 1.0]]"
llm_openai_gpt_5_5,18,"LLM label unavailable: mercedes, benz, class, new, the, of, is, to, and, this","[[""LLM label unavailable: mercedes, benz, class, new, the, of, is, to, and, this"", 1.0]]"
llm_openai_gpt_5_5,19,"LLM label unavailable: you, navigation, display, your, can, information, the, view, and, up","[[""LLM label unavailable: you, navigation, display, your, can, information, the, view, and, up"", 1.0]]"
llm_openai_gpt_5_5,20,"LLM fallback: prius, hybrid, prime, with","[[""LLM fallback: prius, hybrid, prime, with"", 1.0]]"
llm_openai_gpt_5_5,21,"LLM label unavailable: polestar, will, we, of, the, and, car, be, in, this","[[""LLM label unavailable: polestar, will, we, of, the, and, car, be, in, this"", 1.0]]"
llm_openai_gpt_5_5,22,"LLM label unavailable: porsche, taycan, panamera, the, turbo, of, sports, in, is, car","[[""LLM label unavailable: porsche, taycan, panamera, the, turbo, of, sports, in, is, car"", 1.0]]"
llm_openai_gpt_5_5,23,"LLM label unavailable: top, it, you, the, going, so, door, side, do, trunk","[[""LLM label unavailable: top, it, you, the, going, so, door, side, do, trunk"", 1.0]]"
llm_openai_gpt_5_5,24,"LLM label unavailable: ferrari, was, race, it, the, is, mclaren, we, this, of","[[""LLM label unavailable: ferrari, was, race, it, the, is, mclaren, we, this, of"", 1.0]]"
llm_openai_gpt_5_5,25,"LLM label unavailable: steering, suspension, the, control, car, and, you, is, this, that","[[""LLM label unavailable: steering, suspension, the, control, car, and, you, is, this, that"", 1.0]]"
llm_openai_gpt_5_5,26,"LLM fallback: camry, inch, trd, wheels","[[""LLM fallback: camry, inch, trd, wheels"", 1.0]]"
llm_openai_gpt_5_5,27,"LLM label unavailable: connect, system, audio, corolla, safety, available, assist, speakers, toyota, with","[[""LLM label unavailable: connect, system, audio, corolla, safety, available, assist, speakers, toyota, with"", 1.0]]"
llm_openai_gpt_5_5,28,"LLM label unavailable: rav4, hybrid, prime, wheel, standard, available, grades, drive, with, all","[[""LLM label unavailable: rav4, hybrid, prime, wheel, standard, available, grades, drive, with, all"", 1.0]]"
llm_openai_gpt_5_5,29,"LLM label unavailable: mustang, mach, we, know, really, was, to, it, that, and","[[""LLM label unavailable: mustang, mach, we, know, really, was, to, it, that, and"", 1.0]]"
llm_openai_gpt_5_5,30,"LLM label unavailable: eqs, eqe, eq, mercedes, the, electric, of, and, is, to","[[""LLM label unavailable: eqs, eqe, eq, mercedes, the, electric, of, and, is, to"", 1.0]]"
llm_openai_gpt_5_5,31,"LLM label unavailable: engine, horsepower, liter, cylinder, turbo, four, transmission, speed, fuel, it","[[""LLM label unavailable: engine, horsepower, liter, cylinder, turbo, four, transmission, speed, fuel, it"", 1.0]]"
llm_openai_gpt_5_5,32,"LLM label unavailable: highlander, grades, available, standard, its, hybrid, xse, with, grade, on","[[""LLM label unavailable: highlander, grades, available, standard, its, hybrid, xse, with, grade, on"", 1.0]]"
llm_openai_gpt_5_5,33,"LLM fallback: light, lights, led, rear","[[""LLM fallback: light, lights, led, rear"", 1.0]]"
llm_openai_gpt_5_5,34,"LLM label unavailable: amg, gt, the, on, racing, wheel, gt3, steering, door, so","[[""LLM label unavailable: amg, gt, the, on, racing, wheel, gt3, steering, door, so"", 1.0]]"
llm_openai_gpt_5_5,35,"LLM label unavailable: crown, toyota, japan, sedan, platinum, the, generation, and, performance, its","[[""LLM label unavailable: crown, toyota, japan, sedan, platinum, the, generation, and, performance, its"", 1.0]]"
llm_openai_gpt_5_5,36,"LLM label unavailable: pacifica, rogue, minivan, chrysler, midnight, crossover, that, edition, and, we","[[""LLM label unavailable: pacifica, rogue, minivan, chrysler, midnight, crossover, that, edition, and, we"", 1.0]]"
llm_openai_gpt_5_5,37,"LLM label unavailable: battery, lithium, ion, batteries, pack, the, iron, is, that, cells","[[""LLM label unavailable: battery, lithium, ion, batteries, pack, the, iron, is, that, cells"", 1.0]]"
llm_openai_gpt_5_5,38,"LLM label unavailable: nsx, acura, supercar, of, that, we, the, to, new, performance","[[""LLM label unavailable: nsx, acura, supercar, of, that, we, the, to, new, performance"", 1.0]]"
llm_openai_gpt_5_5,39,"LLM label unavailable: candy, k23, k27, kandy, to, america, we, ev, electric, northpoint","[[""LLM label unavailable: candy, k23, k27, kandy, to, america, we, ev, electric, northpoint"", 1.0]]"
llm_openai_gpt_5_5,40,Toyota Corolla Hybrid Trims,"[[""Toyota Corolla Hybrid Trims"", 1.0]]"
llm_openai_gpt_5_5,41,"LLM label unavailable: infiniti, infinity, we, to, brand, market, that, johan, future, and","[[""LLM label unavailable: infiniti, infinity, we, to, brand, market, that, johan, future, and"", 1.0]]"
llm_openai_gpt_5_5,42,"LLM label unavailable: buick, regal, brand, we, china, sportback, in, ve, and, our","[[""LLM label unavailable: buick, regal, brand, we, china, sportback, in, ve, and, our"", 1.0]]"
llm_openai_gpt_5_5,43,"LLM label unavailable: vancouver, city, co2, we, bc, climate, our, canada, to, of","[[""LLM label unavailable: vancouver, city, co2, we, bc, climate, our, canada, to, of"", 1.0]]"
llm_openai_gpt_5_5,44,"LLM label unavailable: see, clips, cover, can, it, here, you, console, the, center","[[""LLM label unavailable: see, clips, cover, can, it, here, you, console, the, center"", 1.0]]"
llm_openai_gpt_5_5,45,"LLM label unavailable: toyota, kix, 000, tax, federal, car, msrp, price, that, in","[[""LLM label unavailable: toyota, kix, 000, tax, federal, car, msrp, price, that, in"", 1.0]]"
llm_openai_gpt_5_5,46,"LLM label unavailable: key, digital, unlock, your, can, smartphone, fob, you, compatible, start","[[""LLM label unavailable: key, digital, unlock, your, can, smartphone, fob, you, compatible, start"", 1.0]]"
llm_openai_gpt_5_5,47,"LLM label unavailable: mode, comfort, sport, modes, same, drive, you, eco, the, as","[[""LLM label unavailable: mode, comfort, sport, modes, same, drive, you, eco, the, as"", 1.0]]"
llm_openai_gpt_5_5,48,"LLM fallback: charging, i3, bmw, cable","[[""LLM fallback: charging, i3, bmw, cable"", 1.0]]"
llm_openai_gpt_5_5,49,"LLM label unavailable: q50, infiniti, new, infinity, the, our, and, driver, with, of","[[""LLM label unavailable: q50, infiniti, new, infinity, the, our, and, driver, with, of"", 1.0]]"
llm_openai_gpt_5_5,50,"LLM label unavailable: bmw, series, your, new, display, the, digital, assistant, and, you","[[""LLM label unavailable: bmw, series, your, new, display, the, digital, assistant, and, you"", 1.0]]"
