topic,rank,representative_text
0,5,"In these three motors, one aft and two up front, together they comprise the sport hybrid system. The combination of a twin turbocharged engine, together with our electric motors, delivers instantaneous and yet broad torque."
0,6,"Pricing hasn't been set yet but I can tell you our expectation is that the NSX will start in the mid $150,000 range. There will be more than one spec because we know this customer wants to be able to configure, customize and build their own vehicle. But again, we will announce these details in the days ahead."
1,1,"Answer, well for the four cylinder engines we will use the S tronic transmission with seven speeds and for a six-cylinder engines we will use the already known tip tronic with eight speed transmission just for the guests S tronic and tip tronic that's a different technology isn't it yes the tip tronic is an automatic transmission while the S tronic is a dual clutch transmission now what we haven't mentioned either is the luggage compartment so question to you Christian any changes here and what what's the the volume we can offer the volume says Christian has remained unchanged and depending on whether you've got the rear seat folded down or not we can offer anything between 550 liters all the way up to 1,500 liters in trunk capacity with the rear seats folded down I'd just like to mention we've got the rear seat bench plus that can be adjusted quite to your needs and you can shift the seats in the length so extend your clearance for the knees and also of course the inclination of the seats can be adjusted that means you can adjust the comfort for those sitting in the rear for longer trips or if you need extra space in your trunk compartment you can also extend your trunk and luggage compartment with this movable rear seat bench."
1,2,"Everyone can enjoy generous legroom and headroom, even in the rear seat. The interior design adds to a sporty, in-command driving experience. With the seats in shotgun nappa leather and nubuck textile, and the cutting-edge aluminum decor, it creates one of the four interior themes."
1,3,"With this loading position, trunk space is maximized while still allowing for rear seat passengers. The 3 Series Gran Turismo's rear seats can also be folded flat, either separately or together, thanks to their 40-20-40 design. This can be accomplished either using the adjustment handles on the rear seats or via these handles in the cargo compartment."
1,4,"Now when we began development, the notion of a hybrid supercar was still a very new idea. So let me explain a bit more holistically what our sport hybrid technology helps us accomplish. The layout actually lowers down the center of gravity and thus it improves the fundamental vehicle dynamics."
1,5,"My team had the incredible challenge of delivering on the stunning show car concept we debuted here three years ago, while at the same time translating it to a production car that houses the larger, more powerful, and now longitudinally mounted power unit. Every design element has a purpose, and that is to enhance performance. The more muscular exterior appearance evolved from the functional pursuit of total airflow management."
1,6,"Air which flows through the front of the vehicle to cool the power unit, as well as the brakes, exits out the hood vent, as well as the fender vent, providing necessary front downforce. Now the air is managed so that it stays attached to the side of the vehicle, the same air being reintroduced to feed the mid-mounted twin-turbocharged V6."
2,1,"Ladies and gentlemen, please welcome Jeff Conrad, senior vice president, automobile division of American Honda. Good morning, everyone. whether live here in Detroit or for a good many more of you joining us via live stream."
2,2,"Ladies and gentlemen, please welcome Senior Vice President of the Automobile Division at American Honda, Jeff Conrad. Good morning, everyone. It's great to be with you for the last major auto show of the season."
2,3,"Ladies and gentlemen, the Senior Vice President and General Manager of the Acura Division, Mr. Mike Accovetti. Good morning. Hi, everyone."
2,4,"Ladies and gentlemen, Executive Vice President of the Acura Business Planning Office, Mr. Eric Berkman. Well, good morning, folks, and thanks for joining us today. This is a big day for the Acura brand."
2,5,"So thank you again for your attention. Now I'd like to give it back to Mike for some closing comments. Thank you, Ted."
2,6,"Given the currently difficult conditions for traveling and events, we've decided to opt for a static vehicle presentation and do so on a purely digital platform. But this is not going to be a one-way communication. No, we want to engage in a dialogue with you."
3,1,"And if I decelerate now, you can see the recuperation. Well, as I told you, the new Mercedes-Benz S-Class Hybrid is more electric than ever before. Alright, Dierks, so what else is there you'd like to tell me about the all-new Mercedes-Benz S-Class?"
3,2,"I can't wait for our customers to realize just how much of a coming-home feeling this new Mercedes-Benz S-Class is. When designing a Mercedes-Benz, we always focus on the desires of our customers. And this applies especially to the Mercedes-Benz S-Class."
3,3,"Absolutely. First of all, the Mercedes-Benz S-Class. We have the all-new Mercedes-Benz S-Class here and the Mercedes-Benz S-Class is the first model that comes to mind as a consumer when we speak of the brand of Mercedes-Benz."
3,4,"So with that I'll give you back over to Mike and he can tell you more about the tail lights. Thanks a lot Ashley for your explanations. Well I must say I do like this fresh look very much and I'm quite convinced that, well, design will remain the key purchase argument for the Q5 from the customers buying the Q5."
3,5,The basic fitting with the Q5 are now at the front LED headlights and as an option you can also have matrix LED headlights. And once you've arrived at your destination and you close the Q5 you have a so-called coming home light function being processed. And here again each of the signatures has its very own and distinct light signature.
3,6,"What we can see here is the light signature 134. Now, the latest infotainment generation, the MIB3, is now also deployed in the Q5. A joint demonstration of some of the features have in the cabin been done due to corona and therefore been pre-recorded in this following clip."
4,1,"I'll let that sink in. the most popular car in the world right here and Corolla was introduced more than 50 years ago and we have sold more than 46 million Corollas around the globe that's pretty outstanding and to all of you on live stream I hope you're sitting down because we're ready to knock your socks off so you ready have some fun because today is truly unique right now right now our friends across the world at Toyota China are hosting the world premiere of the 12th generation Corolla 12 generations and now we thought about taking all of you to China to see it but decided well we might make it a little easier for everyone to get you as close as we could without leaving the continental US so here we are on the edge of the Pacific Ocean and we're here to bring you the North American reveal of this exciting new Corolla And to all of you in the room and out there in the interwebs, you are the first people right now in North America to get your eyes on the all-new 2020 Toyota Corolla."
4,2,"Well you do! but it's fun to have that back out there and you know there's just not that many offering them anymore but you can get one in a Corolla and just like we made Corolla hatchback greater than ever we're doing the same with the all-new Corolla sedan but before we unveil this car I want to share some important features that you're not going to see when we pull back the silks and they're all focused on safety the new Corolla comes standard with second generation Toyota Safety Sense or TSS Okay, I know."
4,3,We have the U.S. first-ever Corolla Hybrid. We have the amazing 2019 Toyota Prius. And then we have the exciting TRD Camry and TRD Avalon.
4,4,"We will also be conducting media drives. I'm telling you what, when you get behind the wheel of this car, as Ted said, it's an experience that you're going to remember. The first customer deliveries, First off, we're going to start production at the PMC this fall and first customer deliveries will take place later this year and some customers have been more anxious than others."
4,5,It's an amazing feeling if you see the car first time driving outside and see all the reflections and the little things are going on and it makes the thing alive and that's what we're all dreaming about. We're creating a living sculpture and that's the best thing in the world. How can a car model this young already be a classic?
4,6,"No, mom sell. Number three, mom's work. Number four, not me."
5,1,"You are the persona. Karma is merely the shadow. If you've paid attention to anything that karma has done over the past few months, what you hear in our communications is that we don't spend a whole lot of time talking about how great karma is."
5,2,"But when we think about what does aspiration look like in an automobile, our eyes almost wholly go to Europe. We at Karma believe that we have the ability to change that. Our goal is to move in a direction of showing products that celebrate the extremely powerful presence of American culture."
5,3,"At Karma Automotive, we're intending to design a brand that reflects the strength, the ingenuity, the entrepreneurial spirit of the American culture. It's an interesting thing that in this country, where you have so much inspiration, so much innovation where we have created market segments, we've created sports, we've created enterprises, we've created technologies, where you have icons like Michael Jordan and Bill Gates and Warren Buffett, where we sit as the model for aspiration for all of the world."
5,4,"You work as a team, but of course there's also a designer who, so to say, is in charge for that product upgrade. How can we imagine how this works? How has the team work done."
5,5,Is everybody responsible for one particular segment or have you got a democratic vote at the end?
5,6,"There are those who are content within the boundaries they've created in their lives. Then there are those always asking themselves, what else is out there, waiting to be discovered? We built our entire legacy on offering vehicles that could answer that question."
6,1,"That's why every grade comes standard with Toyota Safety Sense 3.0, which includes Pre-Collision System with Pedestrian Detection, Lane Departure Alert with Steering Assist, Automatic High Beams, Full Speed Range Dynamic Radar Cruise Control, Lane Tracing Assist, Road Sign Assist, and Proactive Driving Assist."
6,2,"This updated bundle includes Pre-Collision System with Pedestrian Detection, now with Intersection Support Enhancement and a Driver Initiated Emergency Steering Assist Enhancement, Lane Departure Alert with Steering Assist, automatic high beams, full-speed range dynamic radar cruise control, now with curved speed management, lane tracing assist, and road sign assist."
6,3,"The real star of the show, however, is Toyota Safety Sense 2.5 Plus. This active safety system includes a pre-collision system with pedestrian detection, lane departure alert with steering assist, automatic high beams, full speed range dynamic radar cruise control, lane tracing assist, and road sign assist. For added visibility from the driver's seat, blind spot monitor with rear cross traffic alert is standard on the LE grade and above."
6,4,"Parking information will now also indicate the probability of finding a parking space along the road. Another service of the swarm intelligence is the traffic light information in select cities. It will show the driver the remaining time until the next green phase if he's waiting, for example, at a red traffic light."
6,5,"Drive it like a normal car, no adjustments needed. Audi uses intelligence through map data and front-facing cameras to maximize the amount of coasting possible before engaging recuperation when the brake pedal is pressed or slowing traffic is detected. This is more efficient than always engaging maximum recuperation."
6,6,"Adaptive Cruise Assist eases the stress of the road at normal highway speeds with active lane sensing, stop and go, and steering guidance. The Audi PreSense 360 system can help detect collision hazards around the car and can initiate specific preventive measures ranging from a full brake application to seat adjustments and pre-tensioning of the safety belts."
7,1,"Inside, there's an evolution of the famous operating system MBUX. It now allows you to control the vehicle functions even easier and more intuitively. All in all, you can control MBUX not only by this touchscreen, but by the touch control buttons and via voice control."
7,2,"We've removed 40% of the buttons from the center console and transferred these functions to a menu on the large screen above the center console, where these functions can now be accessed. Of course, supplemented with options for controlling the new functions. The instrument cluster features two 7-inch displays coupled with the traditional mechanical rev speed indicator in the center."
7,3,"The Mercedes-Benz User Experience, or MBUX for short, is amazing in that it comes with four different control options. The touchpad in the center console, the touch screen in the middle display, touch control buttons on the steering wheel, or simply by voice. Hey Mercedes."
7,4,"Back to the touch operation, you will find that the previous rotary switch in the center control can be omitted. The content of the screen can be split up now. That means you can have the screen split up as requested to three preview windows, for example the navigation, the radio and the phone menu."
7,5,"As an alternative, of course, you can also go back to the classic view with all the menu cantons in freely configurable tile configuration. The voice dialog system will evaluate your voice input also online, which means it becomes so co-varied and can understand you a lot better. I'll just show you here by entering a navigation command."
7,6,"The traffic flow in real time is now displayed exactly the lane that you're driving in unpredictably. In this particular case, if you're somebody, you've got a closed lane in a construction site. You can see from that symbol to the top left there."
8,1,"Yeah, so the EQS lineup is able to charge, it's actually the largest charging network in America with Electrify America. The EQS comes with two years of charging sessions, 30 minute charging sessions, that are complimentary so you can pull up to an Electrify America station And using the Mercedes me and the me charge app, you're able to activate the chargers and get 30 minutes of high speed charging per session. That's using DC fast charging capabilities."
8,2,"The Mercedes me Charge functions accessible via MBUX and smartphone support you when charging on the go by finding charging points and making the payment process easier. Thanks Mercedes! Besides DC charging at public stations, you can also charge your B-Class conveniently at your own private Mercedes-Benz Warbox."
8,3,Green charging is also included in Mercedes me Charge and this charge really is green. Mercedes-Benz ensures that electricity from renewable sources will subsequently be fed back into the grid for all quantities charged via Mercedes me Charge. You can find plug-and-charge capable charging stations via the filtering function I mentioned earlier.
8,4,"The ability to get a full tank or charge right at home is a feature where we'll one day think, wait, we used to regularly drive somewhere else for this? Weird. and there are many home charging options to fit your needs."
8,5,"With the standard 120-volt household outlet, the battery can be fully charged in 3.5 hours, but with BMW's 220-volt charging station, time is significantly reduced to just 1.5 hours. When operating in the car's default comfort mode, the battery is allowed to drop to 20 percent capacity before the engine kicks in to help maintain charge. This reserve keeps enough juice flowing to maintain EV mode when stopping and initial acceleration."
8,6,"And not to mention vehicle settings where you can customize departure time settings and charging. Scrolling down to Auto E-Drive, it'll show you the state of charge and how much rain do you have left. You can hold that state of charge so the vehicle will continuously hold, for example, 11 miles until you turn it off and will begin using the electric power once more."
9,1,"The IONIQ 5 is a vehicle unlike anything in the market, a crossover that sets a new standard for Hyundai and the EV industry as a whole, redefining the electric mobility lifestyle for a new generation of eco-savvy customers. One look and you'll understand why we are thrilled to introduce you to Hyundai's first ever IONIQ And thank you for joining us. We in the design team can't describe how excited we are about the new IONIQ 5."
9,2,Let's just say it. Let's put it out there. What makes Hyundai IONIQ stand out?
9,3,"Rather, it's a challenge in search of a novel solution. Ladies and gentlemen, this is why it's my great pleasure to introduce the 2017 Hyundai IONIQ model lineup. Introducing the 2017 Hyundai IONIQ Plug-in Hybrid, the Hyundai IONIQ Hybrid, and the IONIQ Electric."
9,4,"Who had the Tar Heels winning their bracket, by the way? Anyone? That spot highlights the fast-paced product cadence driving our growth, showing the four new products we launched just last year."
9,5,Hey everyone I'm Jesse and I'm Gian. Jesse and I are both Hyundai product specialists and this is a special head-to-head edition of Hyundai showroom walk around. Now today it's mid-sized sedans and we've got three of them in here with us.
9,6,"And that's what Hyundai Click to Buy is. Because you can go through that whole car purchasing process all from the comfort of your own home. From the shopping to loan approval, everything is completely online."
10,1,"including the Google Assistant, Google Maps, and Google Play. Google Maps helps you reach your next destination faster with real-time traffic info, automatic rerouting, and voice control. Naturally, Google Maps also offers a lot of useful information for an electric car, including range, estimated battery level when you reach your destination, and finding charging stations along your route."
10,2,"including the Google Assistant, Google Maps, and Google Play. Google Maps helps you reach your next destination faster with real-time traffic info, automatic rerouting, and voice control. Naturally, Google Maps also offers a lot of useful information for an electric car, including range, estimated battery level when you reach your destination, and finding charging stations along your route."
10,3,If you have an iPhone it's called CarPlay if you're an Android user like Samsung HTC LG Sony and so on it's called Android Auto as you can see in the video here you simply connect your favorite smartphone to your vehicle it charts up your phone of course put it away so you're not tempted to touch your phone when you're behind the wheel and now the dashboard in this case a 7-inch touchscreen dashboard with the the spark it'll it'll somewhat resemble your home screen that familiar smartphone home screen that you know and love already with the apps that you know and love as well important point because it doesn't just mirror your smartphone but instead this is a custom view so it's a safer experience that means you have all of those things that you could need while you're driving for example as an Android user I love Google Maps so I easily have access to Google Maps at my fingertips but also hands-free again for a safer experience.
10,4,"When you come, the car will instantly ask you what is the desired driver profile. Over the personalization function, you can have up to six individual user profiles stored in the Audi Cloud and retrieving all cars that are connected via the MyAudi account, which means the cumbersome adjusting of seats, exterior mirrors, air conditioning and infotainment is a thing of the past. Q5 now receives the latest infotainment generation, the MIB3, with a 10.1-inch large touch display."
10,5,"And it will tell him what speed to drive so that he can pass the next traffic light through a green light. With function on demand, you can now also release services subsequently that you may not have considered when you ordered a car. If this Q5, for example, would not have navigation plus or audio smartphone interface, well, the owner could order these functions subsequently by going through myAudi app and order them."
10,6,"Any personal Amazon Alexa account can also be operated quite conveniently by voice control in the Q5. If you want to take the Q5 off the road to enjoy it, well, you will have inclination and or display available and also a downhill assist to help you."
11,1,"Now, one more thing that you are going to love about the Sonata, we have a hands-free smart trunk. Not available on the Camry. Nope, the Accord doesn't have it either."
11,2,"We'd like to think that this Accord will ace the ballet test like no other Accord that's come before it. Of course, our story is much more than just styling. This will be the most fun-to-drive Accord ever."
11,3,"Just a back. Well, speaking of back ends, Zhiyun, how did the Camry and Accord line up? Here's the Accord."
11,4,But what we might not realize is that Camry and Accord never recovered. They saw further sales and share losses more than a year before the 2011 earthquake in tsunami. Camry sales in 2010 dipped 31% in their 2007 fee.
11,5,"Accord sales dropped 28% during the same period. And this slide has continued. Even with triple digits, then it increases in incentive spending."
11,6,"The Accord's a mainstream car, but compared to the other mainstream cars in the segment, it always drove just a little bit better than the competition. The Accord had enormous historic significance. It revolutionized the auto industry is what it did."
12,1,"And thank you guys for joining and for watching. Get ready to receive more walk arounds. The Concept Mercedes-Maybach EQS, the AMG EQS and the Concept EQG are still waiting for you."
12,2,My name is Amanda Stretton and today we've got something very special for you. So join me as I get to spend the day with the new EQE by Mercedes EQ. The EQE is the latest all electric business saloon by Mercedes EQ with its cutting edge exterior design and truly pioneering levels of engineering.
12,3,"So EQE, newest member of Mercedes EQ. Walking up to it, it's a familiar design language. Yeah, the EQS and the EQE share a lot of the same design signatures that make it true to the Mercedes EQ family."
12,4,I think you're absolutely right. And there's actually a question here that's asking from RJ. Can you tell us more about the Emergy concept?
12,5,The Mercedes-AMG EQS is a new vision for the future of high performance and embodies the motorsports heritage of AMG while delivering a rush of all-electric excitement. My name is Nick and I'm here to meet Brian to see the all-new Mercedes-Benz AMG EQS. Hey Nick.
12,6,"That looked like fun. Yeah, it's an absolute blast. So what do you think of the EQS 580?"
13,1,When will the new S60 come to Turkey? I guess we can use this one to open up about the rollout around the world. We currently have a very pleasant problem at Volvo.
13,2,"Hello and welcome wherever you are in the world to this very special occasion, the global livestream reveal of the Volvo S60, the new Volvo S60. I'm Jason Barlow, and we're coming to you live from the Volvo Ocean Race Village in sunny Gothenburg. Not so sunny at the moment, but we're all good."
13,3,"This is really important, delivered to us via... Facebook so please please fire away this is your golden opportunity to get to the heart of the new machine okay speaking of which let's get down to business as I speak something big is happening close to Charleston in South Carolina where the new s60 has literally just been revealed to a VIP audience and worldwide media here's what Volvo CEO Hawkins Samuelson had to say This is a milestone for Volvo and with this factory Volvo is now truly global with the three home markets and where the factories have their role in the global production system."
13,4,"Maybe not the iPhone 6, but I got an iPhone 5 to fit. Single cup holder up front, two in the rear, flip open the center console and you have a little bit of storage space, a 12-volt power outlet, and a phone clip-in adapter. As far as the steering wheel, on the left-hand side you have your cruise control, and the right-hand side houses your hands-free telephone, voice commands, and radio controls."
13,5,"Yes, let's do it. My name is Matthias Klippfer. At Mercedes-Benz I am responsible for the development of hybrid transmission software."
13,6,Here we go! My name is Matthias Struck. I'm a senior safety engineer in vehicle safety at Mercedes-Benz.
14,1,This morning we are about to launch Infiniti on a bold new journey. A new Infiniti brand direction built on a foundation of our past and guided by a very clear vision for the future. Infiniti began in 1989 primarily as a US brand.
14,2,"This year, Infiniti's team unveiled the new Infiniti Emerge E concept for the first time in North America. It's the brand's hybrid sports car that gives a glimpse into Infiniti's future. It's impressive lines."
14,3,"Look, obviously, Infiniti is at this stage still a US-centric brand. This is by far our strongest market. But as we are now beginning to set up a global footprint, probably starting also with us locating our global headquarters in Hong Kong, The Chinese market today is the world's largest car market and certainly no car company could imagine to be a strong player in the world markets if you aren't also there with a strong presence in China."
14,4,"It's great to be back in Detroit. In each of the past two years, I took the stage here and introduced important products to the Acura brand, new vehicles that would deliver on core Acura values and that have created powerful momentum. Of course, I'm talking about the MDX, the best-selling luxury three-row SUV over the past 10 years here in America, and the TLX, which has quickly become one of our best-selling vehicles."
14,5,"And the parts also come from Mexico partly? Yes indeed, some of the parts for China come from Mexico. Following that one, a question to Christian."
14,6,12.3% growth outpacing the industry three times over. year-over-year growth in every market we operate in. 2016 also marked our seventh consecutive year of international market share growth and the fourth consecutive year we've established an all-time sales record.
15,1,"Turn it up, and it'll be all-new. And the XC90 XC90 has a new design. It's a new design."
15,2,"The all-new XC90. A new safety, a new beginning. Think the all-new XC90."
15,3,"The all-new XC90. A new design, a new beginning. The all-new XC90."
15,4,"That's afforded by the motors that are embodied in the XF-30 transmission here. So you've basically got virtually the same hardware, but you're able to drive it a little bit harder through different programming. I would say that's a good way to state it."
15,5,"Including a quiet pure electric mode, which means you don't use fuel for up to 43 kilometers. Plus, charge it conveniently through your home socket. The acclaimed 7-seat Volvo XC90 T8 twin engine."
15,6,"The new Volvo XC90 T8 twin engine provides a great comfort for all. With a powerful power and a great power steering, it's a great car for all. And it's also a great car for all."
16,1,"Hello everyone. We're thrilled to bring you this first look at our innovative new Clarity Series. The Clarity Fuel Cell, Clarity Electric, and Clarity Plug-in Hybrid."
16,2,Today we're proud and excited to showcase our entire Clarity series of electrified vehicles with the focus on the world debut of the Clarity Electric and Clarity Plug-in Hybrid. We kicked off the launch last December with the first deliveries of the Clarity fuel cell to customers in Southern and Northern California.
16,3,Today we're proud and excited to showcase our entire Clarity series of electrified vehicles with the focus on the world debut of the Clarity Electric and Clarity Plug-in Hybrid. We kicked off the launch last December with the first deliveries of the Clarity fuel cell to customers in Southern and Northern California.
16,4,This is the new 2021 Pinnacle trim level shown on our plug-in hybrid and it's fitting that we're showing you this interior that goes further than anything we've ever done before in a vehicle that can take you further and it makes sense that a vehicle that gets 80 mpg equivalent showcases an interior that you won't want to get out of.
16,5,"Well, when you look at the Earth's climate, you realize that a shift towards zero emission is necessary. But when you look at the consumer climate, you understand that the adoption is a bit cooler. Our cars are home here because they are vehicles of change."
16,6,"Today we already have more than 100 Clarity fuel cells on the road used by customers as a daily driver while emitting nothing but water vapor in the process. The Clarity Series is the first of its kind. The very first car in the industry to offer fuel cell, battery electric, and plug-in powertrains on a single vehicle platform."
17,1,"And after 40 years at this company, I gotta tell you, I'm thrilled. The vehicle is going to be called the Mustang Mach-E. Mustang means American freedom and independence of spirit, and Mach means fast. It's an E good for everybody."
17,2,I got my first Mustang before I could even drive. My Mustang is everything to me. I grew up in Vietnam and my first image of a Mustang was everything that I thought was great about America.
17,3,"So now it's time to take a closer look at what it's like actually living with the Mustang Mach-E. And over to my first guest, he is the Mustang Mach-E product manager for Europe, a fellow EV enthusiast, and someone who's been very fortunate to actually live with the Mustang Mach-E prototype for a while now. Stefan Tiniman, welcome, so good to see you. Hello, Nikki."
17,4,"And welcome to From Behind the Wheel. My name is Nikki Shields, and we are absolutely thrilled that you're joining us virtually from all around Europe. And no doubt, just like me, you're probably extremely eager to have a detailed look at the exciting, the all new, all electric Ford Mustang Mach-E. Well, I've got some good news, and I think we all need a bit of that right now, don't we?"
17,5,"Because that's exactly why we're all here, to get into the detail of Ford's first ground up. electric vehicle and dramatic new member of the iconic and global Mustang family. Now, as we're going to find out over the next 30 minutes, the Mach-E accomplishes the rare feat of combining head-turning design, dynamic, thrilling performance and forward-looking, intelligent and connected technology in an all-electric SUV."
17,6,"Now, like you, I'm very excited to know more, which is why we've put Darren Palmer and Ron behind the wheel. Two men who are very passionate to ensure that the first all-electric Ford Mustang really does bring on tomorrow. So let's see what this thing can do."
18,1,It's not a typo. The K27 really is that affordable. Introducing the all-electric Kandy K27.
18,2,"Now you know what we mean when we say candy is the auto evolution for all. As you can see, Candy America is committed to offering the most affordable vehicles on the U.S. market, so anyone who wants to drive one can do so. Now, let's take a look at the model K23."
18,3,"Today, after much anticipation and with growing market demand, we are proud to announce that Candy is enabling the auto evolution for all with its line of affordable electric vehicles. We are excited to present the first two models of our electric vehicles, K23 and K27, for the U.S. market, which are currently the most affordable models on the market. Today we mark this event as a milestone for the new era."
18,4,"You think management will give us... I need energy, sugar, now. Perfect excuse to top up both."
18,5,One of my favorite guesses is someone thought that Gwyneth Paltrow was going to be in the box. I know it's so random. Sorry to disappoint but Gwyneth Paltrow will not be in the box and many other guesses as well.
18,6,"There is a movement taking place that until now has been limited to only a fraction of American drivers. Today, that changes. Meet Candy America, America's hottest new brand of electric vehicles set to take the market by storm."
19,1,"And this stiff body gives the suspension the ability to be very crisp, very precise, also braking very precise, good pedal feel. You steer the car through the corners, not only with the steering wheel, but also with the throttle. Very defined."
19,2,"Wow, I can feel the rear steer. We have 10 degree rear axle steering standard which is really great for stability at high speeds and then also awesome for parking. With the 10 degree rear axle steering you basically have the turning radius of a car in the compact class and for a car that's over 17 feet long that's pretty impressive."
19,3,The available dynamic all-wheel steering system connects the driver to the road like never before. Steering wheel feedback automatically balances for comfort while cruising and provides more responsive control while driving dynamically. The rear wheel steering turns the rear wheels up to 5 degrees.
19,4,"The air suspension cannot only change the clearance over a wide range, but also offers you the most comfortable suspension comfort and more efficiency when you drive a little faster on the motorway thanks to an improved aerodynamic setup. Now, I guess we have not yet said a word about engines. Here in Europe, we're starting with a 2.0-litre TDI engine with 150 kilowatts and Q540 TDI Quattro."
19,5,"The available adaptive damping suspension brings yet another level of driver-focused innovation to the A7. Sensors on all four wheels measure the movement and the vehicle's lateral and longitudinal acceleration, which then controls damper characteristics as needed for better comfort. The A7 driver's assist systems enhance some of the previous generation's features bring new ones as well."
19,6,"To enhance steering feel, we've designed a special inner lining for better grip. The upper and lower sections feature race-inspired contours and edges that are covered in high-quality leather. You will love shifting using the shift paddles also in carbon fibre."
20,1,"Well, in addition to all known practical and easy products and services, BMW charging offers some very cool new features. So the plug-in hybrid BMW 5 Series and the BMW i5 come with established standard equipment, including the flexible fast charger with an updated adapter system for convenient adaptive charging at different home locations. Also included is the BMW charging card for access to a huge network of public AC, DC, and high-power charging stations."
20,2,"But in selected markets, the fourth generation BMW Wallbox is also available from the launch of the BMW i5 and soon everywhere. Depending on the country, it is available as part of a connected home charging package, including installation by a service partner and digital smart charging services via the My BMW app. At home and in public, BMW Connected Charging offers digital charging services for advanced remote monitoring and control features via the My BMW app."
20,3,"As we've already hinted at, all the new digital features in the new BMW 5 Series and i5, as well as all their familiar ones, meet the user in a new interface with a new user experience in the standard BMW Live Cockpit Plus or optional BMW Live Cockpit Professional. BMW Operating System 8.5 shows a new control display layout focused on first level interaction and individualization of the most important features."
20,4,"This is the first ever BMW i5. The new 5 and the new i5 models move boldly into the future with a cutting-edge powertrain portfolio catering for all driver wishes and individual lifestyles including new mild hybrid petrol and diesel models, models with the newest generation of BMW plug-in hybrid drive and models with the newest generation of BMW fully electric drive."
20,5,And it lights up either for signals or for ambient lighting in connection to the My Modes. The BMW curved display is the interface to the new BMW operating system 8.5 and elevates the digital user experience to a whole new level. Now the physical focus of this driver center cockpit is of course on the steering wheel or the optional M leather steering wheel with new multifunctional controls.
20,6,"So the new variety of 5 Series models leaves nothing to desire in terms of a confident driving experience, perfect for longer journeys and comfortable commuting. New petrol and diesel models all come with a 48-volt mild hybrid system and with septronic automatic transmission for state-of-the-art efficiency and start-stop comfort. Different plug-in hybrid models are released later with the latest BMW high-voltage battery and plug-in hybrid drive technology."
21,1,The brand is very close to my heart. I started my career at Buick and I spent a number of years up in Flint when it truly was Buick City. I've always been a huge fan and obviously I've been very excited to participate in the barrage of Buick product introductions in recent years.
21,2,It's what Buick is and where Buick is going. It's a great example of why Buick attracts more Conquest customers than any GM brand. And it's emblematic of the kind of excitement Buick will offer as it continues its new vehicle rollout with a dozen more to come globally by 2020.
21,3,"We really appreciate it. Now before I tell you about this brand new Regal Sportback, I'd like to offer some quick thoughts on the Buick brand. As some of you may know, I'm a Buick guy from way back."
21,4,"Also next week, we'll talk more about the Avenir sub-brand, a line of luxury models equally inspired by these concepts. That's why we chose this landmark venue for our program today. This is the center of global Buick design."
21,5,"This is where the magic happens. Today it will also be where the new Regal is shown for the very first time globally. But before we get to the Regal, I want to talk about Buick's momentum internationally and right here in the US."
