Topic,Count,Name,Representation,Representative_Docs
9,123,9_ioniq_hyundai_mobility_future,"['ioniq', 'hyundai', 'mobility', 'future', 'charging', 'xrt', 'new', 'new ioniq', 'vehicle', 'ev']","[""The IONIQ 5 is a vehicle unlike anything in the market, a crossover that sets a new standard for Hyundai and the EV industry as a whole, redefining the electric mobility lifestyle for a new generation of eco-savvy customers. One look and you'll understand why we are thrilled to introduce you to Hyundai's first ever IONIQ And thank you for joining us. We in the design team can't describe how excited we are about the new IONIQ 5."", ""Let's just say it. Let's put it out there. What makes Hyundai IONIQ stand out?"", ""Rather, it's a challenge in search of a novel solution. Ladies and gentlemen, this is why it's my great pleasure to introduce the 2017 Hyundai IONIQ model lineup. Introducing the 2017 Hyundai IONIQ Plug-in Hybrid, the Hyundai IONIQ Hybrid, and the IONIQ Electric.""]"
10,112,10_google_car_android_phone,"['google', 'car', 'android', 'phone', 'smartphone', 'connected', 'apple', 'maps', 'apps', 'carplay']","['including the Google Assistant, Google Maps, and Google Play. Google Maps helps you reach your next destination faster with real-time traffic info, automatic rerouting, and voice control. Naturally, Google Maps also offers a lot of useful information for an electric car, including range, estimated battery level when you reach your destination, and finding charging stations along your route.', 'including the Google Assistant, Google Maps, and Google Play. Google Maps helps you reach your next destination faster with real-time traffic info, automatic rerouting, and voice control. Naturally, Google Maps also offers a lot of useful information for an electric car, including range, estimated battery level when you reach your destination, and finding charging stations along your route.', ""If you have an iPhone it's called CarPlay if you're an Android user like Samsung HTC LG Sony and so on it's called Android Auto as you can see in the video here you simply connect your favorite smartphone to your vehicle it charts up your phone of course put it away so you're not tempted to touch your phone when you're behind the wheel and now the dashboard in this case a 7-inch touchscreen dashboard with the the spark it'll it'll somewhat resemble your home screen that familiar smartphone home screen that you know and love already with the apps that you know and love as well important point because it doesn't just mirror your smartphone but instead this is a custom view so it's a safer experience that means you have all of those things that you could need while you're driving for example as an Android user I love Google Maps so I easily have access to Google Maps at my fingertips but also hands-free again for a safer experience.""]"
11,109,11_accord_sonata_camry_gian,"['accord', 'sonata', 'camry', 'gian', 'honda', 'camry accord', 'design', 'new', 'new accord', 'civic']","[""Now, one more thing that you are going to love about the Sonata, we have a hands-free smart trunk. Not available on the Camry. Nope, the Accord doesn't have it either."", ""We'd like to think that this Accord will ace the ballet test like no other Accord that's come before it. Of course, our story is much more than just styling. This will be the most fun-to-drive Accord ever."", ""Just a back. Well, speaking of back ends, Zhiyun, how did the Camry and Accord line up? Here's the Accord.""]"
12,106,12_eqs_eqe_eq_mercedes,"['eqs', 'eqe', 'eq', 'mercedes', 'amg', 'new eqs', 'mercedes eq', 'electric', 'new', 'car']","['And thank you guys for joining and for watching. Get ready to receive more walk arounds. The Concept Mercedes-Maybach EQS, the AMG EQS and the Concept EQG are still waiting for you.', ""My name is Amanda Stretton and today we've got something very special for you. So join me as I get to spend the day with the new EQE by Mercedes EQ. The EQE is the latest all electric business saloon by Mercedes EQ with its cutting edge exterior design and truly pioneering levels of engineering."", ""So EQE, newest member of Mercedes EQ. Walking up to it, it's a familiar design language. Yeah, the EQS and the EQE share a lot of the same design signatures that make it true to the Mercedes EQ family.""]"
13,98,13_volvo_s60_new s60_car,"['volvo', 's60', 'new s60', 'car', 'world', 'safety', 'new', 'cars', 'volvo car', 'care']","['When will the new S60 come to Turkey? I guess we can use this one to open up about the rollout around the world. We currently have a very pleasant problem at Volvo.', ""Hello and welcome wherever you are in the world to this very special occasion, the global livestream reveal of the Volvo S60, the new Volvo S60. I'm Jason Barlow, and we're coming to you live from the Volvo Ocean Race Village in sunny Gothenburg. Not so sunny at the moment, but we're all good."", ""This is really important, delivered to us via... Facebook so please please fire away this is your golden opportunity to get to the heart of the new machine okay speaking of which let's get down to business as I speak something big is happening close to Charleston in South Carolina where the new s60 has literally just been revealed to a VIP audience and worldwide media here's what Volvo CEO Hawkins Samuelson had to say This is a milestone for Volvo and with this factory Volvo is now truly global with the three home markets and where the factories have their role in the global production system.""]"
14,96,14_infiniti_market_infinity_sales,"['infiniti', 'market', 'infinity', 'sales', 'brand', 'china', 'growth', 'cars', 'johan', 'asking']","['This morning we are about to launch Infiniti on a bold new journey. A new Infiniti brand direction built on a foundation of our past and guided by a very clear vision for the future. Infiniti began in 1989 primarily as a US brand.', ""This year, Infiniti's team unveiled the new Infiniti Emerge E concept for the first time in North America. It's the brand's hybrid sports car that gives a glimpse into Infiniti's future. It's impressive lines."", ""Look, obviously, Infiniti is at this stage still a US-centric brand. This is by far our strongest market. But as we are now beginning to set up a global footprint, probably starting also with us locating our global headquarters in Hong Kong, The Chinese market today is the world's largest car market and certainly no car company could imagine to be a strong player in the world markets if you aren't also there with a strong presence in China.""]"
15,92,15_xc90_new xc90_ex90_volvo,"['xc90', 'new xc90', 'ex90', 'volvo', 'new', 'xc90 new', 'safety', 'new beginning', 'road', 'volvo xc90']","[""Turn it up, and it'll be all-new. And the XC90 XC90 has a new design. It's a new design."", 'The all-new XC90. A new safety, a new beginning. Think the all-new XC90.', 'The all-new XC90. A new design, a new beginning. The all-new XC90.']"
16,91,16_clarity_fuel_fuel cell_cell,"['clarity', 'fuel', 'fuel cell', 'cell', 'clarity series', 'electrified', 'plug', 'vehicles', 'electric', 'electrified vehicles']","[""Hello everyone. We're thrilled to bring you this first look at our innovative new Clarity Series. The Clarity Fuel Cell, Clarity Electric, and Clarity Plug-in Hybrid."", ""Today we're proud and excited to showcase our entire Clarity series of electrified vehicles with the focus on the world debut of the Clarity Electric and Clarity Plug-in Hybrid. We kicked off the launch last December with the first deliveries of the Clarity fuel cell to customers in Southern and Northern California."", ""Today we're proud and excited to showcase our entire Clarity series of electrified vehicles with the focus on the world debut of the Clarity Electric and Clarity Plug-in Hybrid. We kicked off the launch last December with the first deliveries of the Clarity fuel cell to customers in Southern and Northern California.""]"
17,78,17_mustang_mach_mustang mach_ford,"['mustang', 'mach', 'mustang mach', 'ford', 'vehicle', 'drive', 'customers', 'european', 'car', 'different']","[""And after 40 years at this company, I gotta tell you, I'm thrilled. The vehicle is going to be called the Mustang Mach-E. Mustang means American freedom and independence of spirit, and Mach means fast. It's an E good for everybody."", 'I got my first Mustang before I could even drive. My Mustang is everything to me. I grew up in Vietnam and my first image of a Mustang was everything that I thought was great about America.', ""So now it's time to take a closer look at what it's like actually living with the Mustang Mach-E. And over to my first guest, he is the Mustang Mach-E product manager for Europe, a fellow EV enthusiast, and someone who's been very fortunate to actually live with the Mustang Mach-E prototype for a while now. Stefan Tiniman, welcome, so good to see you. Hello, Nikki.""]"
18,72,18_k27_america_electric_ev,"['k27', 'america', 'electric', 'ev', 'auto evolution', 'affordable', 'vehicles', 'evolution', 'pre', 'electric vehicles']","[""It's not a typo. The K27 really is that affordable. Introducing the all-electric Kandy K27."", ""Now you know what we mean when we say candy is the auto evolution for all. As you can see, Candy America is committed to offering the most affordable vehicles on the U.S. market, so anyone who wants to drive one can do so. Now, let's take a look at the model K23."", 'Today, after much anticipation and with growing market demand, we are proud to announce that Candy is enabling the auto evolution for all with its line of affordable electric vehicles. We are excited to present the first two models of our electric vehicles, K23 and K27, for the U.S. market, which are currently the most affordable models on the market. Today we mark this event as a milestone for the new era.']"
19,70,19_steering_suspension_corners_rear,"['steering', 'suspension', 'corners', 'rear', 'car', 'feel', 'control', 'little', 'driving', 'rear axle']","['And this stiff body gives the suspension the ability to be very crisp, very precise, also braking very precise, good pedal feel. You steer the car through the corners, not only with the steering wheel, but also with the throttle. Very defined.', ""Wow, I can feel the rear steer. We have 10 degree rear axle steering standard which is really great for stability at high speeds and then also awesome for parking. With the 10 degree rear axle steering you basically have the turning radius of a car in the compact class and for a car that's over 17 feet long that's pretty impressive."", 'The available dynamic all-wheel steering system connects the driver to the road like never before. Steering wheel feedback automatically balances for comfort while cruising and provides more responsive control while driving dynamically. The rear wheel steering turns the rear wheels up to 5 degrees.']"
20,57,20_bmw_i5_series_digital,"['bmw', 'i5', 'series', 'digital', 'bmw series', 'new bmw', 'new', 'charging', 'display', 'plug']","['Well, in addition to all known practical and easy products and services, BMW charging offers some very cool new features. So the plug-in hybrid BMW 5 Series and the BMW i5 come with established standard equipment, including the flexible fast charger with an updated adapter system for convenient adaptive charging at different home locations. Also included is the BMW charging card for access to a huge network of public AC, DC, and high-power charging stations.', 'But in selected markets, the fourth generation BMW Wallbox is also available from the launch of the BMW i5 and soon everywhere. Depending on the country, it is available as part of a connected home charging package, including installation by a service partner and digital smart charging services via the My BMW app. At home and in public, BMW Connected Charging offers digital charging services for advanced remote monitoring and control features via the My BMW app.', ""As we've already hinted at, all the new digital features in the new BMW 5 Series and i5, as well as all their familiar ones, meet the user in a new interface with a new user experience in the standard BMW Live Cockpit Plus or optional BMW Live Cockpit Professional. BMW Operating System 8.5 shows a new control display layout focused on first level interaction and individualization of the most important features.""]"
21,50,21_buick_brand_sportback_lacrosse,"['buick', 'brand', 'sportback', 'lacrosse', 'new', 'lineup', 'duncan', 'industry', 'market', 'encore']","[""The brand is very close to my heart. I started my career at Buick and I spent a number of years up in Flint when it truly was Buick City. I've always been a huge fan and obviously I've been very excited to participate in the barrage of Buick product introductions in recent years."", ""It's what Buick is and where Buick is going. It's a great example of why Buick attracts more Conquest customers than any GM brand. And it's emblematic of the kind of excitement Buick will offer as it continues its new vehicle rollout with a dozen more to come globally by 2020."", ""We really appreciate it. Now before I tell you about this brand new Regal Sportback, I'd like to offer some quick thoughts on the Buick brand. As some of you may know, I'm a Buick guy from way back.""]"
22,50,22_highlander_grand highlander_grand_available,"['highlander', 'grand highlander', 'grand', 'available', 'hybrid', 'standard', 'platinum', 'grade', 'limited', 'bronze']","['Choose the available Hybrid Max system. With 362 net combined horsepower and 400 pound-feet of torque, this electrified powerhouse gives Grand Highlander effortless acceleration. On top of that, Grand Highlander can tow up to 5,000 pounds, allowing drivers to bring more gear on that next road trip.', ""On top of that, Grand Highlander's Hybrid and Hybrid Max models include a hybrid system warranty for 8 years or 100,000 miles, whichever comes first, and a 10-year or 150,000-mile hybrid battery warranty, whichever comes first, making them great choices for long-term ownership. With all of these factors considered, it's clear that Grand Highlander is the stylish SUV for the modern family. Want to learn more?"", 'Toyota Grand Highlander redefines the family SUV with its clean, sophisticated design and impressive versatility. Featuring seating for up to eight and intuitive technologies that are designed to help keep everyone connected and safe on the road, Grand Highlander is all about making the journey fun and easy. Together with its three responsive powertrain choices, as well as the added traction of available all-wheel drive, Grand Highlander is the ultimate SUV.']"
