title,source_row,paragraph_id,sentence_start_id,sentence_end_id,sentence_count,sentence,word_count,char_count,dataset_row,document,topic
Acura Acura NSX Reveal at 2015 NAIAS (720p_30fps_H264-128kbit_AAC),1,35,99,101,3,"This is the world debut of the interior we call the human support cockpit because it's designed from the driver out, seamlessly integrating beautiful design and supercar performance. Stated simply, the interior of a supercar should improve your driving performance or get out of the way. Now, we realize it's difficult in the static setting of an auto show to fully appreciate how we've executed on our mission to deliver a next generation NSX.",74,444,34,"This is the world debut of the interior we call the human support cockpit because it's designed from the driver out, seamlessly integrating beautiful design and supercar performance. Stated simply, the interior of a supercar should improve your driving performance or get out of the way. Now, we realize it's difficult in the static setting of an auto show to fully appreciate how we've executed on our mission to deliver a next generation NSX.",1
Acura Acura NSX Reveal at 2015 NAIAS (720p_30fps_H264-128kbit_AAC),1,36,102,103,2,"And how all the elements, the advanced sports package, the sport hybrid power unit, as well as the human support cockpit, how we carefully make them all work together to deliver a vehicle that, while incredibly fast, provides the type of performance that is accessible to each and every one of us. We know the real proof is in the driving, and I can't wait to share that experience with all of you in the days ahead.",77,416,35,"And how all the elements, the advanced sports package, the sport hybrid power unit, as well as the human support cockpit, how we carefully make them all work together to deliver a vehicle that, while incredibly fast, provides the type of performance that is accessible to each and every one of us. We know the real proof is in the driving, and I can't wait to share that experience with all of you in the days ahead.",-1
Acura Acura NSX Reveal at 2015 NAIAS (720p_30fps_H264-128kbit_AAC),1,37,104,106,3,"So thank you again for your attention. Now I'd like to give it back to Mike for some closing comments. Thank you, Ted.",23,118,36,"So thank you again for your attention. Now I'd like to give it back to Mike for some closing comments. Thank you, Ted.",2
Acura Acura NSX Reveal at 2015 NAIAS (720p_30fps_H264-128kbit_AAC),1,38,107,109,3,"You and your team have done a terrific job of delivering a super car that will deliver thrilling performance. Before we close, I'd like to draw some attention to one more critical piece of the NSX creation, and that's our folks at the new Performance Manufacturing Center in Ohio. It will be the exclusive production source for global sales for the NSX.",62,353,37,"You and your team have done a terrific job of delivering a super car that will deliver thrilling performance. Before we close, I'd like to draw some attention to one more critical piece of the NSX creation, and that's our folks at the new Performance Manufacturing Center in Ohio. It will be the exclusive production source for global sales for the NSX.",-1
Acura Acura NSX Reveal at 2015 NAIAS (720p_30fps_H264-128kbit_AAC),1,39,110,112,3,Why make a midship supercar in America? Because we can. 30 years of automobile building in the United States Honda and Acura have created an incredible team of experienced and expert craftsmen.,32,193,38,Why make a midship supercar in America? Because we can. 30 years of automobile building in the United States Honda and Acura have created an incredible team of experienced and expert craftsmen.,-1
Acura Acura NSX Reveal at 2015 NAIAS (720p_30fps_H264-128kbit_AAC),1,40,113,115,3,"This new plant will be as innovative as the new NSX with a unique blend of advanced technology and hands-on craftsmanship. Like the car itself, this will be a clean sheet approach to small volume, high quality production, a true next generation plant for a next generation supercar. I want to acknowledge the individual who has been leading the creation of this plant, Mr. Clement D'Souza.",66,389,39,"This new plant will be as innovative as the new NSX with a unique blend of advanced technology and hands-on craftsmanship. Like the car itself, this will be a clean sheet approach to small volume, high quality production, a true next generation plant for a next generation supercar. I want to acknowledge the individual who has been leading the creation of this plant, Mr. Clement D'Souza.",-1
Acura Acura NSX Reveal at 2015 NAIAS (720p_30fps_H264-128kbit_AAC),1,41,116,118,3,"Thank you, Clement. Thank you very much to you and your team for all the hard work in preparing for the launch of the new NSX. We'll have a lot more to say about the new performance manufacturing center in the days to come.",44,223,40,"Thank you, Clement. Thank you very much to you and your team for all the hard work in preparing for the launch of the new NSX. We'll have a lot more to say about the new performance manufacturing center in the days to come.",-1
Acura Acura NSX Reveal at 2015 NAIAS (720p_30fps_H264-128kbit_AAC),1,42,119,121,3,"This is an exciting time for the Acura brand. In the coming days, we'll have more news about how we're going to market the car here in U.S. as well as globally, but let me give you a sense of our plans for North America. This summer, customers will be able to go online and build their dream NSX and submit an order to a dealer.",67,328,41,"This is an exciting time for the Acura brand. In the coming days, we'll have more news about how we're going to market the car here in U.S. as well as globally, but let me give you a sense of our plans for North America. This summer, customers will be able to go online and build their dream NSX and submit an order to a dealer.",-1
Acura Acura NSX Reveal at 2015 NAIAS (720p_30fps_H264-128kbit_AAC),1,43,122,124,3,"We will also be conducting media drives. I'm telling you what, when you get behind the wheel of this car, as Ted said, it's an experience that you're going to remember. The first customer deliveries, First off, we're going to start production at the PMC this fall and first customer deliveries will take place later this year and some customers have been more anxious than others.",66,380,42,"We will also be conducting media drives. I'm telling you what, when you get behind the wheel of this car, as Ted said, it's an experience that you're going to remember. The first customer deliveries, First off, we're going to start production at the PMC this fall and first customer deliveries will take place later this year and some customers have been more anxious than others.",4
Acura Acura NSX Reveal at 2015 NAIAS (720p_30fps_H264-128kbit_AAC),1,44,125,127,3,"Pricing hasn't been set yet but I can tell you our expectation is that the NSX will start in the mid $150,000 range. There will be more than one spec because we know this customer wants to be able to configure, customize and build their own vehicle. But again, we will announce these details in the days ahead.",59,310,43,"Pricing hasn't been set yet but I can tell you our expectation is that the NSX will start in the mid $150,000 range. There will be more than one spec because we know this customer wants to be able to configure, customize and build their own vehicle. But again, we will announce these details in the days ahead.",0
Acura Acura NSX Reveal at 2015 NAIAS (720p_30fps_H264-128kbit_AAC),1,45,128,130,3,"We're incredibly proud to deliver this all-new NSX this year. This Pinnacle product is a major commitment for the Acura brand. More than that, it's a symbol of where we're going.",31,178,44,"We're incredibly proud to deliver this all-new NSX this year. This Pinnacle product is a major commitment for the Acura brand. More than that, it's a symbol of where we're going.",-1
Acura Acura NSX Reveal at 2015 NAIAS (720p_30fps_H264-128kbit_AAC),1,46,131,133,3,"It's an exclamation mark on Acura's focus on precision-crafted performance and making driving pleasure a staple across all future Acura models. You've heard us talk today about how the NSX represents a new sports experience, but in my humble opinion, that doesn't go far enough. I think that the NSX will embody the next sports experience, and with this extraordinary on-rails cornering and zero-delay acceleration, that is exactly what this all-new NSX will deliver.",74,467,45,"It's an exclamation mark on Acura's focus on precision-crafted performance and making driving pleasure a staple across all future Acura models. You've heard us talk today about how the NSX represents a new sports experience, but in my humble opinion, that doesn't go far enough. I think that the NSX will embody the next sports experience, and with this extraordinary on-rails cornering and zero-delay acceleration, that is exactly what this all-new NSX will deliver.",-1
Acura Acura NSX Reveal at 2015 NAIAS (720p_30fps_H264-128kbit_AAC),1,47,134,136,3,"It's just badass, in a luxury kind of way. And it all starts now. Thanks for your attention.",18,92,46,"It's just badass, in a luxury kind of way. And it all starts now. Thanks for your attention.",-1
Acura Acura NSX Reveal at 2015 NAIAS (720p_30fps_H264-128kbit_AAC),1,48,137,138,2,"Now while we pose for a few quick photos, please enjoy a glass of champagne as we all celebrate the launch of the all-new NSX. Thank you.",27,137,47,"Now while we pose for a few quick photos, please enjoy a glass of champagne as we all celebrate the launch of the all-new NSX. Thank you.",-1
Audi 2021 Audi Q5 Reveal (1080p_25fps_H264-128kbit_AAC),2,1,1,3,3,"Given the currently difficult conditions for traveling and events, we've decided to opt for a static vehicle presentation and do so on a purely digital platform. But this is not going to be a one-way communication. No, we want to engage in a dialogue with you.",46,260,48,"Given the currently difficult conditions for traveling and events, we've decided to opt for a static vehicle presentation and do so on a purely digital platform. But this is not going to be a one-way communication. No, we want to engage in a dialogue with you.",2
Audi 2021 Audi Q5 Reveal (1080p_25fps_H264-128kbit_AAC),2,2,4,6,3,"So, the event is split up into three parts. Following the reveal of the Q5, Ashley Cleave, as the exterior designer, will talk us through all the details of the reworked car. This is followed by Kristian Koenig, who will be in dialogue with me to talk you through the engineering side of the Q5.",55,295,49,"So, the event is split up into three parts. Following the reveal of the Q5, Ashley Cleave, as the exterior designer, will talk us through all the details of the reworked car. This is followed by Kristian Koenig, who will be in dialogue with me to talk you through the engineering side of the Q5.",-1
Audi 2021 Audi Q5 Reveal (1080p_25fps_H264-128kbit_AAC),2,3,7,9,3,"He's project manager in the technical development. And as the third here, I'm introducing to Michaela Benz. She is product speaker responsible for the Q5 and thus the expert for all issues to do with marketing and sales.",38,220,50,"He's project manager in the technical development. And as the third here, I'm introducing to Michaela Benz. She is product speaker responsible for the Q5 and thus the expert for all issues to do with marketing and sales.",-1
Audi 2021 Audi Q5 Reveal (1080p_25fps_H264-128kbit_AAC),2,4,10,12,3,"Together, we're all All available after the presentation for your Q&As. But of course, already during the presentation, you're free to send in your questions by writing into the chat window, and we will answer them afterwards. Then we'll start the second part of the sneak preview, and that is the individual photo and VJ session if you have registered your need up front.",65,372,51,"Together, we're all All available after the presentation for your Q&As. But of course, already during the presentation, you're free to send in your questions by writing into the chat window, and we will answer them afterwards. Then we'll start the second part of the sneak preview, and that is the individual photo and VJ session if you have registered your need up front.",2
Audi 2021 Audi Q5 Reveal (1080p_25fps_H264-128kbit_AAC),2,5,13,15,3,"So dear guests, the Q5 is the most successful SUV model from Audi. It started in the summer of 2008. It became the first model generation of Q5 that was built up until the fall of 2016 with 1.6 million units shipped.",43,216,52,"So dear guests, the Q5 is the most successful SUV model from Audi. It started in the summer of 2008. It became the first model generation of Q5 that was built up until the fall of 2016 with 1.6 million units shipped.",-1
Audi 2021 Audi Q5 Reveal (1080p_25fps_H264-128kbit_AAC),2,6,16,17,2,"The second generation since then has continued on the success, and after four years receives a product upgrade. Now what are the features that make the Q5 worldwide such a success?",31,180,53,"The second generation since then has continued on the success, and after four years receives a product upgrade. Now what are the features that make the Q5 worldwide such a success?",-1
