Topic,Count,Name,Representation,Representative_Docs
9,265,9_display_screen_information_navigation,"['display', 'screen', 'information', 'navigation', 'displays', 'functions', 'control', 'new', 'driver']","[""There are three distinct driver display modes: Calm, Navi, and Car Centric. Of course, essential driver information is shown in all modes, just like information about battery capacity and range. And the center display touchscreen is equally updated, with customizable tiles giving you even more intuitive and smoother control of the car's functions while driving."", 'When equipped with the available head-up display, touch sensors in the steering wheel display the controls in the head-up display so that I can easily operate features without looking at the steering wheel. It makes for intuitive operation that helps you concentrate on driving. Just as the cockpit area is built around the driver, the front passenger area is open and spacious.', 'You can pick different display modes using the left side of the steering wheel. And if you swipe up, so available with Pinnacle Trim is the Head-Up Display functions. Now our second screen, this is our 11.9-inch portrait-oriented center display.']"
10,229,10_steering_suspension_car_rear,"['steering', 'suspension', 'car', 'rear', 'control', 'model', 'ride']","['On curvy roads like these, boy, it just needs a bit of steering input to push the car through these bends. The rear axle steering perfectly complements the overall sportier tuning of the steering and the suspension. Combined, these give us perhaps the best stability and driving dynamics ever on a C-Class.', 'Adaptive, damper-controlled suspension is standard, and the available air suspension makes the Brand Model ready for any road. The available all-wheel steering system helps connect the driver to the road. Rear wheel steering can turn the rear wheels up to five degrees, decreasing turn radius, easing parking, and increasing agility at higher speeds.', 'So tell me about the rear wheel steering. How is this benefiting me around these curves? Yeah, so around these turns, the rear axle steering helps you get just a little bit more responsive turn in for the car.']"
11,182,11_driving_car_driver_road,"['driving', 'car', 'driver', 'road', 'little', 'best']","['And we use it with a 2.8-inch drive. And we use it with a 2.8-inch drive. And we use it with a 2.8-inch drive.', 'We use it with a 2.5-inch drive. And we also use it with a 2.3-inch drive. We use it with a 2.8-inch drive.', 'What is it? When do I get to drive it? How about right now?']"
12,166,12_black_model_hybrid_available,"['black', 'model', 'hybrid', 'available', 'standard']","[""Based on the SE grade, Model FX delivers a healthy dose of style to its spirited drive, featuring 18-inch satin black finished alloy wheels with machined accents, a black painted rear spoiler, exterior badging, black painted mirror caps, a midnight black metallic shark fin antenna, smoked LED taillights with black accents, black lug nuts, and available two-tone exterior colors with a midnight black metallic roof. This dynamic compact just can't be ignored."", 'SE Nightshade delivers a sleek, custom look with its black trim, including accented door handles, mirror caps, antenna, rear spoiler, window trim, and black rear badging. And for 2023, new 19-inch TRD matte bronze-finished wheels help add even more style across all Nightshade models. Meanwhile, Model TRD declares its performance capabilities with 19-inch TRD matte black wheels and a gloss black aero kit, including a gloss black front splitter and raised black rear spoiler.', 'The all-new Hybrid Woodland Edition arrives for 2023 adorned with raised black roof rails and crossbars, mudguards, black accent batching, and distinct 18-inch bronze-colored TRD alloy wheels. Meanwhile, gas-powered Model XLE Premium and Limited models come standard with 19-inch Superchrome alloy wheels, while Adventure sports 19-inch matte grey alloy wheels, and TRT Offroad offers its own aggressive flair through matte black alloy wheels. Hybrid SE and XSE, on the other hand, feature 18-inch multi-spoke black sport alloy wheels.']"
13,163,13_president_brand_ladies_vice,"['president', 'brand', 'ladies', 'vice', 'chief']","['Please welcome Group Vice President and General Manager, Brand Division, Brand Motor North America, Jack Hollis. Sporting events in one day. They saw the Kings.', 'Ladies and gentlemen, the Senior Vice President and General Manager of the Brand Division, Mr. Mike Accovetti. Good morning. Hi, everyone.', 'Ladies and gentlemen, please welcome group vice president and general manager Brand division Jack Hollis. Well, good afternoon, everybody. How you doing?']"
14,154,14_interior_carbon_materials_fiber,"['interior', 'carbon', 'materials', 'fiber', 'material', 'leather', 'inside', 'design', 'new']","['So everything is aerodynamically efficient, of course weight savings in mind everywhere, ultra stiff while saving weight. So you have carbon fiber in the door panel, carbon fiber beams with aluminum panels. So the structure in the door is actually carbon.', ""It doesn't have that traditional weave everyone is familiar with when they think about carbon fiber. Because of a new manufacturing process, Brand has managed to actually reduce the cost of mass producing carbon fiber. And as an added interesting note, the carbon fiber material used in the Model is made in the USA at a facility which only uses hydropower."", ""And I said to myself, well, that would be a nice number. So, let's see. In the interior, no, not in the interior.""]"
15,143,15_model_brand_new_product,"['model', 'brand', 'new', 'product', 'ladies', 'look']","['So ladies and gentlemen, please welcome the new Brand Model. Here it is, the new Brand Model. The new Model carries all of the brand-defining design language of Brand.', 'My focus is my family. My focus is to help people. So here it is, the all-new Brand Model.', 'The Brand Model.']"
16,141,16_supercar_model_performance_racing,"['supercar', 'model', 'performance', 'racing', 'brand', 'new', 'car', 'driving', 'door']","[""We are up more than 50% with AMG sales year over year. So for anyone who thinks 50 is over the hill, the unprecedented demand for Brand -AMG cars and SUVs should prove them otherwise. But now, I'll let Mr. AMG himself tell you more about our performance brand."", 'The AMG of AMGs.', ""The Brand -AMG Model is a new vision for the future of high performance and embodies the motorsports heritage of AMG while delivering a rush of all-electric excitement. My name is Nick and I'm here to meet Brian to see the all-new Brand AMG Model. Hey Nick.""]"
17,133,17_pedal_mode_braking_brake,"['pedal', 'mode', 'braking', 'brake', 'sport', 'driving', 'accelerator', 'energy', 'drive', 'comfort']","['i-Pedal 3.0 allows you to speed up, slow down, or even come to a complete stop, all just using the accelerator pedal. It also captures energy that would normally be lost when braking, helping to maximize efficiency. And now, i-Pedal 3.0 works in reverse.', 'Press the accelerator pedal and you surge forward, experiencing the instantaneous torque that only the advanced electric drive powertrain of eDrive can deliver. E-Drive technology also has the advantage of one-pedal driving. Release the accelerator pedal and feel the instant braking effect of brake energy recuperation.', ""So can you use the regen on demand paddle while you're in one pedal driving mode? Yes, that's a great question. So a lot of times when I'm in traffic and I'm in one pedal driving mode and maybe a car in front of me starts to slow down a little bit more than I anticipated, I can reach up and grab the regen on demand paddle and get the maximum amount of regenerative braking available.""]"
18,96,18_sound_noise_quiet_acoustic,"['sound', 'noise', 'quiet', 'acoustic', 'car', 'wind', 'engine', 'silent', 'sounds', 'quietness']","[""Well, I'm just excited. That sound is amazing. What is it?"", ""There is both an audible noise outside the car as well as inside. And it's interesting. It's a noise that's meant to sound like an AMG while not trying to sound like an internal combustion engine."", ""Let's go. Don't say that. Sound, sound, sound.""]"
19,91,19_door_tailgate_open_release,"['door', 'tailgate', 'open', 'release', 'hood', 'place', 'trunk', 'cover']","['Next, remove the cover attached to the tailgate. Place your hands around the lower edge of the cover and pull to unclip. Then push it upwards to disengage and place the cover under the floor compartment.', 'For convenient and easy access to both front and rear, the Model doors are designed to open outward with no obstructions to the passenger compartment. To open the rear door, pull the handle here. Always close the rear door first.', ""Once at the hood, reach in and press the tab to release the locking mechanism and open the hood. The tailgate on the Model can be opened from both inside and outside the vehicle. To open the tailgate from inside, press the button in the driver's footwell.""]"
20,88,20_car_brand_proud_cars,"['car', 'brand', 'proud', 'cars', 'excited', 'super', 'new']","[""Look, I should be proud of the fact that Cinque Cento is an extraordinary product, I should be proud of the awards, but you know what I'm most proud of? Well, it's the fact that Brand is the only car brand that was picked by my friend Bono for red. Now I know, this room is familiar with causes, more than with cars, so I won't try to sell you the car, but rather the cause."", ""All of Brand Cars is very proud about this car. And before I can ask you to come forward, I'd just like to mention there's three more cars outside to take a look around in, along with many of my colleagues who'll be very happy to show you around."", ""All of Brand Cars is very proud about this car. And before I can ask you to come forward, I'd just like to mention there's three more cars outside to take a look around in, along with many of my colleagues who'll be very happy to show you around.""]"
21,88,21_auto_brand_season_new,"['auto', 'brand', 'season', 'new', 'excited', 'press', 'reveal']","[""But we're going to show you what the Auto Show looks like the day before the show. Let's take a look at that video. Hi, I'm Kristin Burt for Brand Motor America, and we're at the 2015 Los Angeles Auto Show in downtown LA."", 'This might be one of the biggest press conferences we have seen all year long. Remember we joined you guys in Los Angeles as well as Detroit and of course here for the final show of the season here in New York. This will wrap up the 2015-16 Auto Show season.', ""Good morning and welcome to the New York International Auto Show and Brand Live Connect. I'm Kristen Burke coming to you live from the Jacob Javits Center for the final big show of the 2015-16 Auto Show season. We are so excited to have you join us today because we have got a very big reveal with the Model.""]"
22,80,22_electric_price_vehicles_evolution,"['electric', 'price', 'vehicles', 'evolution', 'affordable', 'inventory', 'pricing']","['We have plants that create electric vehicles, electric vehicle parts, all-terrain vehicles, go-karts, electric balancing scooters, battery packs, and battery exchange systems. Candy Technologies Group has long been known for bringing exciting and affordable recreational and off-road vehicles to the US marketplace. After acquiring SC Autosports in 2018, we have been preparing to launch Candy brand electric vehicles in the US marketplace.', ""Now you know what we mean when we say Candy is the auto evolution for all. As you can see, Candy America is committed to offering the most affordable vehicles on the U.S. market, so anyone who wants to drive one can do so. Now, let's take a look at the model K23."", 'And once a $7,500 federal tax credit is applied, it is only $19,999 for eligible buyers. Talk about an auto evolution for all. Both the Candy Model and K23 models are under $20,000 for the first 2,000 pre-orders.']"
23,76,23_class_new_brand_luxury,"['class', 'new', 'brand', 'luxury', 'car', 'customers', 'best', 'modern', 'driving']","[""Although I can still show you what this new S-Class is capable of. This is the new S-Class. It's more than just a car."", 'Why is that so? Why is the Brand S-Class so special to you? For us at Brand, the Brand S-Class is hugely important.', 'Absolutely. First of all, the Brand S-Class. We have the all-new Brand S-Class here, and the Brand S-Class is the first model that comes to mind as a consumer when we speak of the brand of Brand.']"
24,71,24_brand_global_market_plant,"['brand', 'global', 'market', 'plant', 'world', 'new', 'largest']","[""Look, obviously, Brand is at this stage still a US-centric brand. This is by far our strongest market. But as we are now beginning to set up a global footprint, probably starting also with us locating our global headquarters in Hong Kong, the Chinese market today is the world's largest car market and certainly no car company could imagine to be a strong player in the world markets if you aren't also there with a strong presence in China."", 'Those who got in early, like us, have benefited more than others. Brand, Brand, Brand, Brand and Brand are other brands with greater sales in China than here in the US. As we do in the US, we sell regional products for China that cater to the local market dynamics.', ""Since Model was first launched in China, we've sold 2.6 million Model across the Asia-Pacific region, most of them here in China. It competes in the largest segment in China. Remember, China is the world's largest automotive market, so it's such an important vehicle for us.""]"
25,71,25_warranty_roadside_hybrid_maintenance,"['warranty', 'roadside', 'hybrid', 'maintenance', 'assistance']","['And Model Plug-in Hybrid includes ToyotaCare, which provides 2 years or 25,000 miles of scheduled maintenance, whichever comes first, and 2-year unlimited mileage of 24-hour roadside assistance. This strong value is further enhanced by an 8-year or 100,000-mile hybrid system warranty, whichever comes first, and a 10-year or 150,000-mile hybrid battery warranty, whichever comes first, making this electrified SUV a strong choice for long-term ownership.', 'Best of all, it also comes with incredible value, since all grades come with ToyotaCare, which provides two years or 25,000 miles of scheduled maintenance, whichever comes first, and three years unlimited mileage of 24-hour roadside assistance, an 8-year or 100,000-mile hybrid system warranty, whichever comes first, and a 10-year or 150,000-mile hybrid battery warranty, whichever comes first.', ""And every Model includes ToyotaCare, which provides two years or 25,000 miles of scheduled maintenance, whichever comes first, and two-year unlimited mileage of 24-hour roadside assistance. The strength of Model 's value is further enhanced in its hybrid grades, which come with an 8-year or 100,000-mile hybrid system warranty, whichever comes first, and a 10-year or 150,000-mile hybrid battery warranty, whichever comes first, making them strong choices for long-term ownership.""]"
26,68,26_model_brand_new_530e,"['model', 'brand', 'new', '530e', 'design', 'sedan', 'drive', 'plug', 'hybrid']","['This is the first ever Brand Model. The new 5 and the new Model models move boldly into the future with a cutting-edge powertrain portfolio catering for all driver wishes and individual lifestyles, including new mild hybrid petrol and diesel models, models with the newest generation of Brand plug-in hybrid drive, and models with the newest generation of Brand fully electric drive.', 'The 2025 Brand Model Plug-in Hybrid embodies energetic performance. Backed by cutting-edge tech, this modern sedan impresses from every angle. With smart features that keep you connected behind the wheel, attention-grabbing looks, thrilling everyday power, and a dedicated EV mode for zero tailpipe emissions driving, this stylish sedan levels up electrified driving.', ""The 2025 Brand Model Plug-in Hybrid gives you the power to outdo the ordinary. It combines a sophisticated plug-in hybrid system with a sculpted, eye-catching design for an inspiring combination of comfort and sporty performance. Together with its versatile interior, intuitive technologies, and two sport-oriented grades that emphasize its cutting-edge power, this innovative SUV is poised to amp up the fun when it's time to hit the road on that next epic adventure.""]"
27,64,27_climate_emissions_environment_future,"['climate', 'emissions', 'environment', 'future', 'sustainable', 'change', 'sustainability', 'energy', 'world', 'carbon']","['As you all are aware, the world is going through many changes. The heat outside is a fact that climate change is one of the biggest challenges of our times. We must therefore act together and in time to create a sustainable future for the next generation.', 'And we start now, even if it means taking small steps. Brand Corporation has set a goal to become a global sustainability leading company by 2030, committing ourselves to a sustainable future for the people and the environment. Furthermore, we plan to achieve carbon neutrality by 2045 with three key pillars: sustainable mobility, sustainable planet, and sustainable energy.', 'Our collective future and the future of the planet depend on aggressively fighting global climate change. To meet Paris Climate Model emissions targets and slow-rising global temperatures, the US has pledged to slash its CO2 production in the next decade by at least 57%. Electrifying vehicles is the only way to achieve this.']"
28,55,28_temperature_console_control_air,"['temperature', 'console', 'control', 'air', 'button', 'center', 'degrees', 'seat', 'buttons', 'press']","[""You can't just turn it to, say, warm or cold to have something happen, or just turn on the fan, because the fan will blow, but it won't actually blow warm or cold air. You actually have to engage either the heat from the right button or the AC from the left button. And just like before, if I push it, it turns on."", ""And then underneath, the center console right here. Alright, also down here in the storage area for the center console, you've got your 12 volt so if you want to plug something in and also there's the iPod adapter so you can plug your iPod in and it'll connect with this area on the car. Next I'll talk about the center console."", ""To select an interior temperature, first press Auto, then turn the dial until you've reached an interior temperature that you find most comfortable. The temperature will be reached as quickly as possible, then kept constant. To switch off the program, press the button again or manually adjust the air distribution.""]"
