Topic,Count,Name,Representation,Representative_Docs
9,116,9_steering_tire_rear_chassis,"['steering', 'tire', 'rear', 'chassis', 'suspension', 'stability', 'driving', 'driver']","['Yeah, so around these turns, the rear axle steering helps you get just a little bit more responsive turn in for the car.', 'Steering wheel feedback automatically balances for comfort while cruising and provides more responsive control while driving dynamically. The rear wheel steering turns the rear wheels up to five degrees. The available adaptive damping suspension brings yet another level of driver focused innovation to the A7.', 'The The new dynamic all-wheel steering system connects the driver to the road like never before. Steering wheel feedback automatically balances for comfort while cruising and provides more responsive control while driving dynamically. Rear wheel steering turns the rear wheels up to 5 degrees, giving the long wheelbase A8 a turning radius similar to a much smaller A4.']"
10,110,10_q50_infiniti_sedan_hybrid,"['q50', 'infiniti', 'sedan', 'hybrid', 'engine', 'cars', 'car', 'luxury', 'brand', 'driver']","[""Technology. Ever wonder who's in command? In an Infiniti Q50 there's no question."", ""Hello, I'm Jane, a product specialist for Infiniti, and this is the all-new Infiniti Q50. If the Q50 name is new to you, you can be assured it's not going to be unfamiliar for long. The Q50 is the latest premium performance sedan from Infiniti."", 'So today, the Q50 has yet again moved forward to the next level, becoming even better and more advanced. So ladies and gentlemen, please welcome the new Infiniti Q50. Here it is, the new Infiniti Q50.']"
11,106,11_eqs_eqe_eq_mercedes,"['eqs', 'eqe', 'eq', 'mercedes', 'electric', 'car', 'benz', 'vehicles', 'design', 'luxury']","['The all electric EQE.', ""My name is Amanda Stretton and today we've got something very special for you. So join me as I get to spend the day with the new EQE by Mercedes EQ. The EQE is the latest all electric business saloon by Mercedes EQ with its cutting edge exterior design and truly pioneering levels of engineering."", ""So EQE, newest member of Mercedes EQ. Walking up to it, it's a familiar design language. Yeah, the EQS and the EQE share a lot of the same design signatures that make it true to the Mercedes EQ family.""]"
12,101,12_hyundai_vice_acura_mclaren,"['hyundai', 'vice', 'acura', 'mclaren', 'dealers', 'volvo', 'gm', 'auto', 'mayor', 'tesla']","[""And we are all very proud of it. And now, to share some of the engineering advances, please welcome the Vice President of Corporate Product Planning at Hyundai Motor America, Mike O'Brien. Thank you, Peter."", ""We've assembled the right group of people here to help make today newsworthy and productive for you, including key members of our executive team. Joining us are Michael Simcoe, Vice President of GM Global Design, Helen Emsley, Executive Director of Global Buick and GMC Design, Mark Royce, Executive Vice President of GM Global Product Development, And Alan Beattie, President of GM North America, will also be joining us shortly."", 'Ladies and gentlemen, the Senior Vice President and General Manager of the Acura Division, Mr. Mike Accovetti. Good morning. Hi, everyone.']"
13,90,13_corolla_toyota_hatchback_hybrid,"['corolla', 'toyota', 'hatchback', 'hybrid', 'rear', 'steering', 'lane', 'drivers']","[""When these advanced features are considered, it's clear that Corolla is a seriously high-tech compact. Beyond comfort, Corolla's onboard technology puts a big emphasis on safety. Every Toyota Corolla comes with Toyota Safety Sense 3.0, which includes Pre-Collision System with Pedestrian Detection, Lane Departure Alert with Steering Assist, Automatic High Beams, Full-Speed Range Dynamic Radar Cruise Control, Lane Tracing Assist, Road Sign Assist, and Proactive Driving Assist."", ""This is the all-new 12th generation Toyota Corolla. Building on over 50 years of sales in the US, the 2020 Corolla sedan joins Corolla hatchback as one of the latest vehicles to be enhanced by the Toyota New Global Architecture, or TNGA. This new platform helps enhance Corolla's fun-to-drive charisma, while still maintaining the model's legendary value and dependability."", ""Well you do! but it's fun to have that back out there and you know there's just not that many offering them anymore but you can get one in a Corolla and just like we made Corolla hatchback greater than ever we're doing the same with the all-new Corolla sedan but before we unveil this car I want to share some important features that you're not going to see when we pull back the silks and they're all focused on safety the new Corolla comes standard with second generation Toyota Safety Sense or TSS Okay, I know.""]"
14,89,14_crown_toyota_flagship_car,"['crown', 'toyota', 'flagship', 'car', 'hybrid', 'vehicle', 'sedan', 'platinum', 'electrified', 'premium']","['Toyota Crown sets the bar for premium sedans. With its distinct lift-up appearance and an all-hybrid electric powertrain lineup, this icon redefines the sedan. Available in four grades with standard all-wheel drive, XLE, Limited, the new Nightshade Edition, and Platinum, the 2025 Toyota Crown wraps upscale appointments, comfort, and performance into a striking package.', ""Take all of these factors together and it's clear that Toyota Crown is a leader, an electrified flagship packed with style, performance, and technology. Discover Toyota Crown today at toyota.com."", 'Toyota Crown sets the bar for premium sedans. With its distinct lift-up appearance and an all-hybrid electric powertrain lineup, this icon redefines the sedan across all fronts. Available in three grades, XLE, Limited, and Platinum, all of which come standard with all-wheel drive, Toyota Crown emphasizes upscale appointments, comfort, and performance wrapped in an eye-catching package unlike anything else.']"
15,88,15_trunk_push_soft_pulling,"['trunk', 'push', 'soft', 'pulling', 'lift', 'top', 'pull', 'press', 'pushing', 'rear']","['To do this, first you must remove the cover behind the rear seats. Place your hands in the recessed grips on the bottom of the cover and push upwards until the cover comes free. Next, open the floor compartment by pulling upward on the handle.', 'The cargo cover can then be placed inside like this. Next, remove the cover attached to the tailgate. Place your hands around the lower edge of the cover and pull to unclip.', 'Then push it upwards to disengage and place the cover under the floor compartment. As a last step, simply close the compartment. To put the cargo cover back in place, simply slide the edge of the interior cover over these two retaining pins and then fold it downwards until it engages.']"
16,87,16_amg_gt3_steering_gtr,"['amg', 'gt3', 'steering', 'gtr', 'gtc', 'car', 'gtb', 'engine', 'mercedes', 'variants']","[""AMG Drive Unit's steering wheel buttons can also be used to toggle between different settings for other features. For instance, exhaust flaps for the AMG Performance Exhaust, if equipped, or to enable manual shifting mode. Now, let's get inside the GT 63 S and take a look at some of the interior innovations that are now standard for the entire AMG GT model line."", 'The AMG of AMGs.', ""You are a GT owner yourself. Yeah. So you're the perfect person to ask what is the essence of an AMG GT and what makes this so AMG?""]"
17,82,17_toyota_carplay_devices_android,"['toyota', 'carplay', 'devices', 'android', 'drivers', 'apple', 'touchscreen', 'wireless', 'iphone', 'multimedia']","['It also packs intuitive technologies that keep everyone connected. Every Grand Highlander comes standard with the Toyota Audio Multimedia Platform with a 12.3-inch touchscreen and includes standard wireless compatibility for Apple CarPlay, which connects drivers to the apps on their iPhone, including maps, messages, podcasts, and music subscriptions. In addition, wireless Android Auto compatibility makes it easy to stay connected to Android devices and access various apps and services from Google, including YouTube Music and Google Maps.', 'When it comes to cutting-edge connectivity, Prius delivers thanks to the intuitive Toyota Audio Multimedia platform. Featuring an 8-inch or an available 12.3-inch touchscreen, it includes standard wireless compatibility for Apple CarPlay, which connects drivers to the apps on their iPhone, including maps, messages, podcasts, and music subscriptions. In addition, wireless Android Auto compatibility makes it easy to stay connected to Android devices and access various apps and services from Google, including YouTube Music and Google Maps.', 'Toyota Crown features the newest technologies from Toyota. Every grade comes standard with the latest Toyota Audio Multimedia platform with a 12.3-inch touchscreen, and includes standard wireless compatibility for Apple CarPlay, which connects drivers to the apps on their iPhone, including maps, messages, podcasts, and music subscriptions. In addition, wireless Android Auto compatibility makes it easy to stay connected to Android devices and access various apps and services from Google, including YouTube Music and Google Maps.']"
18,75,18_highlander_suv_toyota_hybrid,"['highlander', 'suv', 'toyota', 'hybrid', 'horsepower', 'turbocharged', 'drive', 'traction', 'mpg', 'performance']","[""Highlander doesn't come up short on comfort offerings either, with standard three-zone automatic climate control, several available features like heated and ventilated front seats, heated second-row seats, and heated steering wheel, and even standard leather-trimmed seating on Limited and Platinum grades. And speaking of seating, Highlander XLE, Limited, and Platinum all now include a front passenger seat with 8-way power adjustability for 2022."", 'Toyota Grand Highlander redefines the family SUV with its clean, sophisticated design and impressive versatility. Featuring seating for up to eight and intuitive technologies that are designed to help keep everyone connected and safe on the road, Grand Highlander is all about making the journey fun and easy. Together with its three responsive powertrain choices, as well as the added traction of available all-wheel drive, Grand Highlander is the ultimate SUV.', 'Discover Highlander today on toyota.com slash Highlander.']"
19,73,19_battery_batteries_lithium_vehicle,"['battery', 'batteries', 'lithium', 'vehicle', 'car', 'laptop', 'energy', 'cells', 'electric', 'power']","[""As you go down Through the car, you'll see it has a lot of spotty shape. You get to the back of the car, you see the big haunches on the rear, how the car really sits on its wheels, very dynamic, very powerful. Through the center of the car, we have a dominant center console, which houses the lithium ion battery pack, which is very large, and therefore the chassis is specifically designed to house this battery pack."", ""The i3's lithium-ion battery pack is encased in a sealed aluminum shell that is fully integrated into the underbody of the vehicle. The battery consists of eight separate modules, each consisting of 12 lithium-ion cells. Each of the eight modules weighs approximately 55 pounds for easy shipping and storage."", ""cars you know the battery race continues here you are breaking away with lithium iron yeah it's the same family of chemistry in the lithium chemistry but we're using lithium iron instead of lithium ion or lithium ion phosphate so we give up a little bit of power density but it's a much safer battery pack we don't have runaway thermal issues if you'll remember a few years ago there were laptop computers that were catching on fire that was the lithium ion chemistry because they continue to be used today yeah and if If you have a proper cooling system, you're fine.""]"
20,72,20_ev_cars_car_vehicles,"['ev', 'cars', 'car', 'vehicles', 'promotional', 'vehicle', 'dealer', 'northpoint', 'northpointe']","[""Now you know what we mean when we say candy is the auto evolution for all. As you can see, Candy America is committed to offering the most affordable vehicles on the U.S. market, so anyone who wants to drive one can do so. Now, let's take a look at the model K23."", ""It's not a typo. The K27 really is that affordable. Introducing the all-electric Kandy K27."", 'Today, after much anticipation and with growing market demand, we are proud to announce that Candy is enabling the auto evolution for all with its line of affordable electric vehicles. We are excited to present the first two models of our electric vehicles, K23 and K27, for the U.S. market, which are currently the most affordable models on the market. Today we mark this event as a milestone for the new era.']"
21,61,21_acoustic_sound_noise_noises,"['acoustic', 'sound', 'noise', 'noises', 'noisy', 'silent', 'exhaust', 'vibrations', 'ear', 'quiet']","[""Well, I'm just excited. That sound is amazing. What is it?"", ""Don't say that. Sound, sound, sound. Feel it, feel it."", ""And it's interesting. It's a noise that's meant to sound like an AMG while not trying to sound like an internal combustion engine. Why don't we step on the gas and you'll hear what I'm talking about.""]"
22,54,22_heaters_vents_heating_heat,"['heaters', 'vents', 'heating', 'heat', 'temperature', 'vent', 'settings', 'setting', 'warm', 'control']","['With less buttons, thanks to operating system 8, you can now fully benefit from the BMW Intelligent Personal Assistant, for example, to control the temperature. Hey BMW, set the temperature to 22 degrees. I will set the temperature to 22 degrees celsius for the driver.', 'They added in also these new neck heaters that you can manually control and adjust the vent for depending on how tall you are as an individual driving or being a passenger in the vehicle. That is all connected into Lexus Climate Concierge. And another great addition is the open air control, where the system automatically detects whether the top is up or down and pays attention to the sunlight, vehicle speed, and also the outside ambient temperature.', 'They added in also these new neck heaters that you can manually control and adjust the vent for depending on how tall you are as an individual driving or being a passenger in the vehicle. That is all connected into Lexus Climate Concierge. And another great addition is the open air control, where the system automatically detects whether the top is up or down and pays attention to the sunlight, vehicle speed, and also the outside ambient temperature.']"
23,51,23_clarity_hybrid_electrification_electrified,"['clarity', 'hybrid', 'electrification', 'electrified', 'plug', 'fuel', 'honda', 'electric', 'battery', 'vehicles']","[""Hello everyone. We're thrilled to bring you this first look at our innovative new Clarity Series. The Clarity Fuel Cell, Clarity Electric, and Clarity Plug-in Hybrid."", ""Today we're proud and excited to showcase our entire Clarity series of electrified vehicles with the focus on the world debut of the Clarity Electric and Clarity Plug-in Hybrid. We kicked off the launch last December with the first deliveries of the Clarity fuel cell to customers in Southern and Northern California."", ""Today we're proud and excited to showcase our entire Clarity series of electrified vehicles with the focus on the world debut of the Clarity Electric and Clarity Plug-in Hybrid. We kicked off the launch last December with the first deliveries of the Clarity fuel cell to customers in Southern and Northern California.""]"
