representation_model,topic,words,weighted_words
llm_anthropic_claude_opus_4_7,17,Navigation and Head-Up Display,"[[""Navigation and Head-Up Display"", 1.0]]"
llm_anthropic_claude_opus_4_7,18,Toyota Prius Hybrid Efficiency,"[[""Toyota Prius Hybrid Efficiency"", 1.0]]"
llm_anthropic_claude_opus_4_7,19,"Midsize Sedan Comparison (Sonata, Camry, Acc","[[""Midsize Sedan Comparison (Sonata, Camry, Acc"", 1.0]]"
llm_anthropic_claude_opus_4_7,20,Polestar EV Brand and Batteries,"[[""Polestar EV Brand and Batteries"", 1.0]]"
llm_anthropic_claude_opus_4_7,21,Volvo XC90 and EX90 SUVs,"[[""Volvo XC90 and EX90 SUVs"", 1.0]]"
llm_anthropic_claude_opus_4_7,22,Porsche Taycan and Panamera,"[[""Porsche Taycan and Panamera"", 1.0]]"
llm_anthropic_claude_opus_4_7,23,Vehicle Body and Access Features,"[[""Vehicle Body and Access Features"", 1.0]]"
llm_anthropic_claude_opus_4_7,24,Steering and Suspension Dynamics,"[[""Steering and Suspension Dynamics"", 1.0]]"
llm_anthropic_claude_opus_4_7,25,Camry trims and wheel options,"[[""Camry trims and wheel options"", 1.0]]"
llm_anthropic_claude_opus_4_7,26,Toyota RAV4 Hybrid Trims,"[[""Toyota RAV4 Hybrid Trims"", 1.0]]"
llm_anthropic_claude_opus_4_7,27,In-Car Audio & Infotainment Systems,"[[""In-Car Audio & Infotainment Systems"", 1.0]]"
llm_anthropic_claude_opus_4_7,28,Mustang and Muscle Cars,"[[""Mustang and Muscle Cars"", 1.0]]"
llm_anthropic_claude_opus_4_7,29,Team Collaboration and Innovation Culture,"[[""Team Collaboration and Innovation Culture"", 1.0]]"
llm_anthropic_claude_opus_4_7,30,Mercedes EQ Electric Models,"[[""Mercedes EQ Electric Models"", 1.0]]"
llm_anthropic_claude_opus_4_7,31,ICE Engine Specifications,"[[""ICE Engine Specifications"", 1.0]]"
llm_anthropic_claude_opus_4_7,32,Vehicle Design Team Process,"[[""Vehicle Design Team Process"", 1.0]]"
llm_anthropic_claude_opus_4_7,33,EV Range and Charging Estimates,"[[""EV Range and Charging Estimates"", 1.0]]"
llm_anthropic_claude_opus_4_7,34,YouTube Auto Channel Production,"[[""YouTube Auto Channel Production"", 1.0]]"
llm_anthropic_claude_opus_4_7,35,Volvo S60 Vehicle Overview,"[[""Volvo S60 Vehicle Overview"", 1.0]]"
llm_anthropic_claude_opus_4_7,36,EV Interior Design,"[[""EV Interior Design"", 1.0]]"
llm_anthropic_claude_opus_4_7,37,EV Headlights and Lighting,"[[""EV Headlights and Lighting"", 1.0]]"
llm_anthropic_claude_opus_4_7,38,Vehicle Trim Levels and Features,"[[""Vehicle Trim Levels and Features"", 1.0]]"
llm_anthropic_claude_opus_4_7,39,GT3 Racing Sports Cars,"[[""GT3 Racing Sports Cars"", 1.0]]"
llm_anthropic_claude_opus_4_7,40,Global Brand Sales and Markets,"[[""Global Brand Sales and Markets"", 1.0]]"
llm_anthropic_claude_opus_4_7,41,Audi Model Lineup Reviews,"[[""Audi Model Lineup Reviews"", 1.0]]"
llm_anthropic_claude_opus_4_7,42,Exterior Styling and Front Design,"[[""Exterior Styling and Front Design"", 1.0]]"
llm_anthropic_claude_opus_4_7,43,Toyota Crown Sedan Launch,"[[""Toyota Crown Sedan Launch"", 1.0]]"
llm_anthropic_claude_opus_4_7,44,Chrysler Minivans and Crossovers,"[[""Chrysler Minivans and Crossovers"", 1.0]]"
llm_anthropic_claude_opus_4_7,45,Press Event Opening Remarks,"[[""Press Event Opening Remarks"", 1.0]]"
llm_anthropic_claude_opus_4_7,46,Lithium-Ion Battery Pack Design,"[[""Lithium-Ion Battery Pack Design"", 1.0]]"
llm_anthropic_claude_opus_4_7,47,Acura NSX and ILX,"[[""Acura NSX and ILX"", 1.0]]"
llm_anthropic_claude_opus_4_7,48,Kandy K27 Electric Muscle Car,"[[""Kandy K27 Electric Muscle Car"", 1.0]]"
llm_anthropic_claude_opus_4_7,49,Automotive Design Anecdotes,"[[""Automotive Design Anecdotes"", 1.0]]"
llm_anthropic_claude_opus_4_7,50,EV Cabin Acoustics and Noise,"[[""EV Cabin Acoustics and Noise"", 1.0]]"
llm_anthropic_claude_opus_4_7,51,Toyota Corolla Trims and Hybrid,"[[""Toyota Corolla Trims and Hybrid"", 1.0]]"
llm_anthropic_claude_opus_4_7,52,Vehicle Safety and Driver Assistance,"[[""Vehicle Safety and Driver Assistance"", 1.0]]"
llm_anthropic_claude_opus_4_7,53,Infiniti EV Brand Strategy,"[[""Infiniti EV Brand Strategy"", 1.0]]"
llm_anthropic_claude_opus_4_7,54,Speed and Range Performance,"[[""Speed and Range Performance"", 1.0]]"
llm_anthropic_claude_opus_4_7,55,Regenerative Braking and One-Pedal Driving,"[[""Regenerative Braking and One-Pedal Driving"", 1.0]]"
llm_anthropic_claude_opus_4_7,56,Audi e-tron Electric Vehicles,"[[""Audi e-tron Electric Vehicles"", 1.0]]"
llm_anthropic_claude_opus_4_7,57,EV exterior design and stance,"[[""EV exterior design and stance"", 1.0]]"
llm_anthropic_claude_opus_4_7,58,Buick Regal Brand Launch,"[[""Buick Regal Brand Launch"", 1.0]]"
llm_anthropic_claude_opus_4_7,59,Cargo Cover Removal and Storage,"[[""Cargo Cover Removal and Storage"", 1.0]]"
llm_anthropic_claude_opus_4_7,60,Vancouver EV Climate Policy,"[[""Vancouver EV Climate Policy"", 1.0]]"
llm_anthropic_claude_opus_4_7,61,EV Pricing and Tax Credits,"[[""EV Pricing and Tax Credits"", 1.0]]"
llm_anthropic_claude_opus_4_7,62,Cargo and Storage Space,"[[""Cargo and Storage Space"", 1.0]]"
llm_anthropic_claude_opus_4_7,63,Digital Key and Smartphone Unlock,"[[""Digital Key and Smartphone Unlock"", 1.0]]"
llm_anthropic_claude_opus_4_7,64,EV Drive Modes,"[[""EV Drive Modes"", 1.0]]"
llm_anthropic_claude_opus_4_7,65,BMW i-series charging,"[[""BMW i-series charging"", 1.0]]"
llm_anthropic_claude_opus_4_7,66,Infiniti Q-Series Luxury Vehicles,"[[""Infiniti Q-Series Luxury Vehicles"", 1.0]]"
llm_anthropic_claude_opus_4_7,67,BMW Digital Cockpit & Assistance,"[[""BMW Digital Cockpit & Assistance"", 1.0]]"
llm_anthropic_claude_opus_4_7,68,Ford Customer Insights and Branding,"[[""Ford Customer Insights and Branding"", 1.0]]"
llm_anthropic_claude_opus_4_7,69,Racetrack Driving Experiences,"[[""Racetrack Driving Experiences"", 1.0]]"
