Topic,Count,Name,Representation,Representative_Docs
11,182,11_L,['L'],"[""The ES is offered with the Lexus' brand new 4th generation self-charging hybrid powertrain and this powertrain boasts outstanding fuel efficiency, high response and a smooth acceleration feel. Safety is key for any Lexus model and the all-new ES comes with the latest suite of active safety features. The second generation Lexus Safety System Plus."", ""Ladies and gentlemen, please welcome Head of Lexus Europe, Pascal Rouche. Good morning, ladies and gentlemen. It's really my pleasure to welcome you to Lexus."", ""Bye bye. Bye. Here's a first for both the NX and Lexus.""]"
12,173,12_Premium,['Premium'],"[""Yeah, actually if you go to our website we'll link you into a lot of educational material both on chargers and other electric cars and everything else because at this point I believe a rising tide lifts all boats. I want all electric car companies to do well so I'm not going to slam anybody else's electric car."", ""I just think it's incredible that there really are so many electric cars in Norway and that they're really forerunners in electric mobility. Why is that? I think most politicians around the world understand that the oil age is going to end."", ""They don't know that there actually were electric cars before gas cars. And don't know that you guys dedicated your lives to coming up with something better than battery electric vehicles over a hundred years ago. So you've got to be wondering why we've come full circle.""]"
13,172,13_Hyundai,['Hyundai'],"[""This is the all-new, completely redesigned 2021 Hyundai Elantra. Elantra is our popular compact sedan, and in its seventh generation, as you'll see, the upgrades and enhancements are everywhere. Now, the Elantra won't be available on dealership lots until late fall this year."", ""But let's just say it'll be the most powerful Elantra ever. You know, it's such a huge story with the Elantra and so much excitement around the brand. Congratulations."", ""That's a lot more. The 2018 Hyundai Elantra.""]"
14,165,14_Electric,['Electric'],"['Together, the high-performance hybrid powertrain delivers 680 PS of power and 720 Nm of torque. And 95 PS of that power comes from the electric motor. The P1 demonstrated the benefits of torque infill in terms of delivering great throttle response.', 'It features a bespoke axial flux motor and a lithium-ion energy-dense battery. Together, the high-performance hybrid powertrain delivers 680 PS of power and 720 Nm of torque. and 95 PS of that power comes from the electric motor.', ""Assisting the direct response system is a 302 horsepower, 3.5 liter V6 engine which, when paired with the vehicle's 50 kilowatt electric motor, creates a combined 360 horsepower. And speaking of numbers, we have to point out that the engine's 258 pound-feet of torque combined with the electric motor's immediate 199 pound-feet of torque should help the M hybrid deliver truly impressive acceleration.""]"
15,160,15_Mercedes,['Mercedes'],"['Why is that so? Why is the Mercedes-Benz S-Class so special to you? For us at Mercedes-Benz, the Mercedes-Benz S-Class is hugely important.', ""I can't wait for our customers to realize just how much of a coming-home feeling this new Mercedes-Benz S-Class is. When designing a Mercedes-Benz, we always focus on the desires of our customers. And this applies especially to the Mercedes-Benz S-Class."", 'Absolutely. First of all, the Mercedes-Benz S-Class. We have the all-new Mercedes-Benz S-Class here and the Mercedes-Benz S-Class is the first model that comes to mind as a consumer when we speak of the brand of Mercedes-Benz.']"
16,156,16_EV,['EV'],"[""And here's the most helpful aspect of Mercedes me the charging process for the EQE has been made as simple and straightforward as possible. With Mercedes me charge I have easy access to one of the world's biggest charging networks including the high-performance charging stations of the IONITY network. Here, EQE customers benefit from discounted charging rates via Mercedes me Charge for the first full year of ownership."", 'Charging is also convenient with three simple choices. Level 1, your 120 volt home charging. Level 2 is 240 volts now capable of 11 kilowatts or their standard DC fast charging capability for public charging.', 'Green charging is also included in Mercedes me Charge and this charge really is green. Mercedes-Benz ensures that electricity from renewable sources will subsequently be fed back into the grid for all quantities charged via Mercedes me Charge. You can find plug-and-charge capable charging stations via the filtering function I mentioned earlier.']"
17,155,17_Head,['Head'],"[""Thanks, Mercedes. In addition, there are some very useful smart navigation features. The head-up display ensures that you don't have to take your eyes off the road by taking all driver-relevant information such as directions and your current speed and projecting it directly into your field of view."", 'including the Google Assistant, Google Maps, and Google Play. Google Maps helps you reach your next destination faster with real-time traffic info, automatic rerouting, and voice control. Naturally, Google Maps also offers a lot of useful information for an electric car, including range, estimated battery level when you reach your destination, and finding charging stations along your route.', 'including the Google Assistant, Google Maps, and Google Play. Google Maps helps you reach your next destination faster with real-time traffic info, automatic rerouting, and voice control. Naturally, Google Maps also offers a lot of useful information for an electric car, including range, estimated battery level when you reach your destination, and finding charging stations along your route.']"
18,149,18_Toyota,['Toyota'],"[""Stay tuned to learn more about Prius Prime later in the video, but for now, let's find out more about Prius. The latest Prius generation offers six distinct takes on the hybrid experience. First, L-Eco boasts the best fuel efficiency of the entire Prius lineup, while also having the lowest starting price."", ""And whether you prefer Prius LE AWD E's off-road utility or Prius Prime's electric capabilities, there's no shortage of reasons why the Prius family is home to the world's most iconic hybrids. Both Prius and Prius Prime are offered at an approachable starting price, with a strong track record for long-term cost estimates and overall resale value. Factor in the two-year, 25,000-mile ToyotaCare no-cost maintenance plan with enhanced three-year roadside assistance, as well as exceptional hybrid warranty coverage."", ""Add in that every new Prius Prime includes ToyotaCare, which provides 2 years or 25,000 miles of scheduled maintenance, along with enhanced 3-year unlimited mileage of 24-hour roadside assistance, as well as exceptional hybrid warranty coverage like the 10-year, 150,000-mile Hybrid Battery Warranty. And it's easy to see how Prius Prime is ready to take the lead. Learn more today at toyota.com slash Prius Prime.""]"
19,145,19_Mid,['Mid'],"['The 2018 Hyundai Sonata.', 'The 2018 Hyundai Sonata, our best Sonata ever.', 'The 2018 Hyundai Sonata, our best Sonata ever.']"
20,144,20_Pol,['Pol'],"['Polestar stands for pure, progressive performance. And this is our first product, Polestar 1.', ""So, this great awesome design became our Polestar 2, and we're going to show it to you in a minute. But there's another reason why this is a truly exciting day for us here today, because Polestar 2 is our first pure electric Polestar, a true battery electric car. Now, Polestar is dedicated to electric mobility."", 'Bye-bye, Dumbo. Next, let me show you around inside Polestar 2. Now, how do we get in?']"
21,136,21_Volvo,['Volvo'],"[""Turn it up, and it'll be all-new. And the XC90 XC90 has a new design. It's a new design."", 'The all-new XC90. A new safety, a new beginning. Think the all-new XC90.', 'The all-new XC90. A new design, a new beginning. The all-new XC90.']"
22,128,22_Porsche,['Porsche'],"[""Hello and welcome to Ask Porsche. I'm Alex and this is Andy from Porsche. Hi."", ""Hello and welcome to Ask Porsche. I'm Alex and this is Andy from Porsche. Hi."", 'The new Panamera. The new Panamera 4. From the exterior, the new Panamera models are immediately recognizable as Porsche vehicles, and therefore as sports cars.']"
23,123,23_Vehicle,['Vehicle'],"[""First, you can hold it about a foot or so up and just release it, and it locks. The other technique is kind of like the way I'll show you how to close the trunk. It's just one at a time."", ""Those always need to point towards the front of the vehicle. So the first thing we're going to do is we're going to open the door. You always want to install the soft top with the door open so that it doesn't mess with the seals because you want it to seal properly."", ""To open them, use this release towards the top of the door frame. This design provides a wide entry area since the B-pillar is integrated into the door, eliminating the need for a traditional B-pillar on the vehicle's frame. And please note that the driver and front passenger seat belts are located on the rear door and when shutting the vehicle's doors, the rear door must be closed first before the front door can be shut.""]"
24,115,24_Vehicle,['Vehicle'],"['The 21-inch Cayenne sport wheels provide accuracy when steering and stability when quartering at speed. Another special standard feature on the new Cayenne GTS is Porsche Active Suspension Management PASM combined with steel spring suspension. The benefits are lighter weight and a perfect road setup, whatever the road conditions.', ""What I'm really pleased to say it's a mission we've absolutely delivered on with Artura weighing just 1498 kilos DIN and just 1395 kilos DR. We've retained our hydraulic steering system for the best possible feedback. This is matched with an all-new stiff suspension system. It really maximises control of the contact patch and this is paired with our proactive damping control to provide absolute fantastic body control but without compromising ride comfort."", ""We've retained our hydraulic steering system for the best possible feedback This is matched with an all-new stiff suspension system. It really maximises control of the contact patch and this is paired with our proactive damping control to provide absolute fantastic body control but without compromising ride comfort. And a first for McLaren is the use of an E-differential.""]"
25,109,25_Toyota,['Toyota'],"[""And thanks to its compact design, the Camry all-wheel drive grades are comparable with the front-wheel drive models when it comes to passenger space, cargo capacity, ride comfort, and agility. Plus, Camry's available all-wheel drive doesn't come at the cost of performance. For instance, Camry XSE All-Wheel Drive's 205 horsepower easily outpowers midsize alternatives like the Nissan Altima."", ""Camry's cabin not only offers a striking design, but also a good deal of comfort and convenience offerings, like highly adjustable front seats on all grades, SofTex-trimmed sport seating on SE grades, and leather-trimmed seating on XLE and XSE grades. And like its exterior, Camry TRD's interior is far from subtle, featuring red contrast stitching and accents. a unique MID startup animation, and TRD accessories and logos throughout."", ""Meanwhile, Camry TRD's purposeful features also dish out head-turning looks, with 19-inch TRD matte black wheels that reduce unsprung weight, and a gloss black aero kit with a raised black rear spoiler that improves high-speed stability. Inside Camry, the spacious, driver-oriented interior is designed for functionality and style, but also offers a great deal of comfort and convenience, starting with the soft-text-trimmed sports seating on SE grades and leather-trimmed seating on XLE and XSE grades.""]"
26,108,26_Toyota,['Toyota'],"[""For better on-road handling, RAV4 also has that covered thanks to a standard sport-tuned suspension on the Hybrid SE and Hybrid XSE grades. What's more, RAV4 has three available all-wheel drive systems, including Dynamic Torque Vectoring All-Wheel Drive on the TRD Off-Road, Limited and Adventure grades, as well as Electronic On-Demand All-Wheel Drive on Hybrid EV and Prime Plug-in Hybrid EV grades."", ""Next, there are two gas-exclusive options, Adventure and TRD Off-Road, both showcasing RAV4's rugged side. Similarly, the hybrid line of RAV4 sees the return of Hybrid SE and Hybrid XSE, and for 2023, the all-new Hybrid Woodland Edition, the first hybrid grade with an off-road focus. All told, this fifth-generation RAV4 family consists of 17 different options, or 90, counting the two plug-in hybrid grades of the related RAV4 Prime model."", ""And with improved power and fuel economy, the RAV4 Hybrid is defying expectations. And now, let's just do it again. The 2021 RAV4 Prime is the most powerful RAV4 ever.""]"
27,108,27_Premium,['Premium'],"[""Select grades also come with trials to Toyota's line of connected services, including Safety Connect, Service Connect, Remote Connect, Wi-Fi Connect, and Drive Connect. This audio multimedia experience is elevated by the available 11-speaker JBL Premium Audio System, which plays everything from road trip playlists to favorite podcasts in high fidelity. Highlander's tech is complemented by top-class driver assistance, bringing added convenience to every drive."", ""All grades also come with trials to Toyota's line of connected services, including Safety Connect, Service Connect, Remote Connect, Wi-Fi Connect, and Drive Connect. Limited Nightshade and Platinum grades elevate the multimedia experience even higher with an 11-speaker JBL premium audio system. while five USB ports, and a standard Qi-compatible wireless charger keeps mobile devices charged on long trips."", ""Prius Prime also includes trials to Toyota's line of connected services, including Safety Connect, Service Connect, Remote Connect, Wi-Fi Connect, and Drive Connect. which includes cloud navigation, destination assist, and intelligent assistant. On the other hand, an available 8-speaker JBL Premium audio system plays tunes with vivid clarity, while six USB-C ports and available slotted Qi-compatible wireless charging keep mobile devices charged on long road trips.""]"
28,105,28_Must,['Must'],"[""So now it's time to take a closer look at what it's like actually living with the Mustang Mach-E. And over to my first guest, he is the Mustang Mach-E product manager for Europe, a fellow EV enthusiast, and someone who's been very fortunate to actually live with the Mustang Mach-E prototype for a while now. Stefan Tiniman, welcome, so good to see you. Hello, Nikki."", ""And, you know, the other thing is, is that once we knew we were really able to deliver Mustang performance, then the let's say the excitement, the enthusiasm around delivering our first all electric vehicle as a Mustang just got turned to 11. what we first called Mustang-inspired proposals, but these actually became very quickly the Mustang Mach-E proposals."", 'I got my first Mustang before I could even drive. My Mustang is everything to me. I grew up in Vietnam and my first image of a Mustang was everything that I thought was great about America.']"
29,102,"29_LLM label unavailable: we, they, think, company, people, it, have, because, them, to","['LLM label unavailable: we, they, think, company, people, it, have, because, them, to']","[""Good afternoon everyone, and I agree with Jim, with FOCUS we have really turned our design process on its head. In fact, rather than starting with an engineering challenge, we've started indeed with customers. And for FOCUS, starting with customers has meant adopting this human centered design approach."", 'There is no doubt that you are a student. There is no doubt that you are a student. There is no doubt that you are a student.', 'There is no doubt that you are a student. There is no doubt that you are a student. There is no doubt that you are a student.']"
30,101,30_Mercedes,['Mercedes'],"[""The EQS is the first all-electric luxury saloon from Mercedes EQ and for me it's got it all. Technology, design, power and connectivity. But more importantly the EQS is going to be a game changer for electric vehicles in the luxury segment."", ""My name is Amanda Stretton and today we've got something very special for you. So join me as I get to spend the day with the new EQE by Mercedes EQ. The EQE is the latest all electric business saloon by Mercedes EQ with its cutting edge exterior design and truly pioneering levels of engineering."", ""So EQE, newest member of Mercedes EQ. Walking up to it, it's a familiar design language. Yeah, the EQS and the EQE share a lot of the same design signatures that make it true to the Mercedes EQ family.""]"
31,94,"31_LLM label unavailable: engine, horsepower, liter, cylinder, turbo, four, transmission, cases, economy, speed","['LLM label unavailable: engine, horsepower, liter, cylinder, turbo, four, transmission, cases, economy, speed']","[""If you're looking for better fuel economy that doesn't come at the expense of power, there's an available EcoTrim with a 1.4-liter turbo GDI engine with 7-speed dual-clutch transmission. that delivers 128 horsepower and up to an EPA-estimated 40 miles per gallon highway."", ""Now, Elantra N Line steps up the performance with a 1.6-liter turbocharged four-cylinder engine that produces 201 horsepower and 195 pound-feet of torque with a seven-speed dual-clutch transmission. And finally, Elantra Hybrid. It's an advanced hybrid powertrain with a 1.6-liter four-cylinder engine and 32-kilowatt electric motor, combining for a 139-horsepower output."", ""If you're looking for better fuel economy that doesn't come at the expense of power, there's an available EcoTrim with a 1.4-liter turbo GDI engine with 7-speed dual-clutch transmission that delivers 128 horsepower and up to an EPA-estimated 40 miles per gallon highway. For more driving excitement, the Elantra Sport is powered by our 1.6-liter turbo GDI inline 4-cylinder engine. which produces 201 horsepower and is paired with a traditional 6-speed manual gearbox standard.""]"
32,94,32_Vehicle,['Vehicle'],"['there was this strong idea in my head before I even put the first sketch on paper. I had this vision of the car. I started my first sketches, did the proposals, a couple of views, presented, got selected for model.', ""Now, Robin mentioned that we looked at modern product design when doing the creative phase of this car. For me, modern product design was best exemplified by a number of science fiction movies I was watching during the sketching phase of this car. And in these science fiction movies, there's a lot of really beautiful kind of modern robotic design."", ""Now, Robin mentioned that we looked at modern product design when doing the creative phase of this car. For me, modern product design was best exemplified by a number of science fiction movies I was watching during the sketching phase of this car. And in these science fiction movies, there's a lot of really beautiful kind of modern robotic design.""]"
33,93,33_EV,['EV'],"[""The range, this is gonna have a 200 kilowatt hour battery pack. These numbers sound nutty, but they're real. 620 mile."", ""Range that's a thousand kilometer range This would be the first time an electric vehicle breaks a thousand kilometers a production electric vehicle will travel more than a thousand kilometers a single charge at highway speed But you'll be able to travel from LA to San Francisco and back at highway speed without recharging The point of doing this is to just give the hardcore smackdown to gasoline cars Drive driving a gasoline sports car is gonna feel like a steam engine with a side of quiche This thing will have three motors."", ""these are these are all these are all world records okay this is what we're achieving in the prototype i wouldn't say what the actual top speed is but it's above 250 miles an hour the the range this is going to have a 200 kilowatt hour battery pack 606 this is these numbers sound nutty but they're real um 600 620 mile Range that's a thousand kilometer range This would be the first time an electric vehicle breaks a thousand kilometers a production electric vehicle will travel more than a thousand kilometers a single charge at highway speed But you'll be able to travel from LA to San Francisco and back at highway speed without recharging The point of doing this is to just give a hardcore smackdown to gasoline cars drive Driving a gasoline sports car is gonna feel like a steam engine with a side of quiche This thing will have three motors.""]"
34,93,34_Auto,['Auto'],"[""Good morning and welcome to the New York International Auto Show and Hyundai Live Connect. I'm Kristen Burke coming to you live from the Jacob Javits Center for the final big show of the 2015-16 Auto Show season. We are so excited to have you join us today because we have got a very big reveal with the IONIQ."", ""But we're going to show you what the Auto Show looks like the day before the show. Let's take a look at that video. Hi, I'm Kristin Burt for Hyundai Motor America and we're at the 2015 Los Angeles Auto Show in downtown LA."", ""Hello, everyone, and thank you for joining us this afternoon. I know it's been a long day. It's great to be kicking off yet another auto show season right here in Los Angeles.""]"
35,88,35_Volvo,['Volvo'],"['The S60 will of course also come with the powerful Volvo T8 twin engine, a plug-in hybrid with a combined power output. Later on, there will also be a T6 twin-engine hybrid available. The new S60 is a modern and dynamic car for those who want an engaging driving experience with uncompromised comfort.', 'The S60 will of course also come with the powerful Volvo T8 twin engine, a plug-in hybrid with a combined power output. Later on, there will also be a T6 twin-engine hybrid available. The new S60 is a modern and dynamic car for those who want an engaging driving experience with uncompromised comfort.', ""Hello and welcome wherever you are in the world to this very special occasion, the global livestream reveal of the Volvo S60, the new Volvo S60. I'm Jason Barlow, and we're coming to you live from the Volvo Ocean Race Village in sunny Gothenburg. Not so sunny at the moment, but we're all good.""]"
36,84,36_EV,['EV'],"['The interior is warm, open and airy, providing a sense of togetherness. Here we also continue this concept of slimming down and sleeking up. Our design teams worked closely with engineers to create a new interior envelope that dramatically widens the interior space.', 'Now, if we talk just a little bit about the interior. Our interior team had the same kind of theme that we did where they wanted to create a new car, not just a scaled version of our 1960 cars.', 'Now, if we talk just a little bit about the interior. Our interior team had the same kind of theme that we did where they wanted to create a new car, not just a scaled version of our 1960 cars.']"
37,80,37_Vehicle,['Vehicle'],"[""The rear has this beautiful feature with this horizontal aluminium bar in the rear lights, which have the biggest volume on the corner, so it's really stretching the car. We have many design departments for headlights, or for the rear lights, or for the rims. And everyone, I want to have this angle, I want to have this angle, and in the end it needs to have a nice sculpture which is fitting together."", ""Some fans also in the community, you know, they don't know when do you really get those blue icon lights and what is actually about it. It's very easy you get it if you have laser light it's always written on the side BMW laser that means you have laser light with a length of nearly five to six hundred meters. Is it dangerous because laser?"", ""The LED headlights are standard and can be upgraded with these adaptive LED headlights, taking over the blue accents of BMW laser light which is emitted. In addition, separated fog lights are no longer necessary. The new light signature with two upside down L's makes for a dynamic look.""]"
38,80,38_Vehicle,['Vehicle'],"[""Highlander doesn't come up short on comfort offerings either, with standard three-zone automatic climate control, several available features like heated and ventilated front seats, heated second-row seats, and heated steering wheel, and even standard leather-trimmed seating on Limited and Platinum grades. Plus, XSE offers two unique interior choices, including a red and black two-tone leather-trimmed interior with red stitching."", ""Highlander doesn't come up short on comfort offerings either, with standard three-zone automatic climate control, several available features like heated and ventilated front seats, heated second-row seats, and heated steering wheel, and even standard leather-trimmed seating on Limited and Platinum grades. And speaking of seating, Highlander XLE, Limited, and Platinum all now include a front passenger seat with 8-way power adjustability for 2022."", 'Toyota Grand Highlander redefines the family SUV with its clean, sophisticated design and impressive versatility. Featuring seating for up to eight and intuitive technologies that are designed to help keep everyone connected and safe on the road, Grand Highlander is all about making the journey fun and easy. Together with its three responsive powertrain choices, as well as the added traction of available all-wheel drive, Grand Highlander is the ultimate SUV.']"
39,79,39_AMG,['AMG'],"[""AMG Drive Unit's steering wheel buttons can also be used to toggle between different settings for other features. For instance, exhaust flaps for the AMG Performance Exhaust, if equipped, or to enable manual shifting mode. Now, let's get inside the GT 63 S and take a look at some of the interior innovations that are now standard for the entire AMG GT model line."", ""You are a GT owner yourself. Yeah. So you're the perfect person to ask what is the essence of an AMG GT and what makes this so AMG?"", 'The AMG of AMGs.']"
40,78,40_Global,['Global'],"[""We are committed to appropriate and affordable technology, quality without compromise, and of course truly great design. This is how we're positioning General Motors for As a result, General Motors is introducing new vehicle after new vehicle, all aimed at capturing the hearts of our customers. In fact, 40% of our sales volume is tied to new products this year, and Saturn is certainly getting its fair share."", ""At Saturn, we've never taken our eye off the ball when it comes to safety. Now the Astro will arrive in Saturn showrooms in the fourth quarter of the year. And when it does, Saturn will have the freshest portfolio in the industry, with the oldest offering, the Saturn Sky."", ""I'm very excited to be here today standing in the midst of one of the newest and I'd argue one of the best looking showrooms in the industry. Completely revitalized the Saturn showroom. The Saturn brand exemplifies the change going on within General Motors.""]"
