representation_model,topic,words,weighted_words
llm_openai_gpt_5_5,13,"LLM label unavailable: elantra, hyundai, we, our, new, to, the, for, and, of","[[""LLM label unavailable: elantra, hyundai, we, our, new, to, the, for, and, of"", 1.0]]"
llm_openai_gpt_5_5,14,Electric Motor Torque Systems,"[[""Electric Motor Torque Systems"", 1.0]]"
llm_openai_gpt_5_5,15,"LLM label unavailable: mercedes, benz, class, new, the, is, of, this, to, amg","[[""LLM label unavailable: mercedes, benz, class, new, the, is, of, this, to, amg"", 1.0]]"
llm_openai_gpt_5_5,16,EV Charging Options,"[[""EV Charging Options"", 1.0]]"
llm_openai_gpt_5_5,17,Navigation Display Interface,"[[""Navigation Display Interface"", 1.0]]"
llm_openai_gpt_5_5,18,"LLM label unavailable: prius, hybrid, prime, toyota, with, its, miles, gallon, per, efficiency","[[""LLM label unavailable: prius, hybrid, prime, toyota, with, its, miles, gallon, per, efficiency"", 1.0]]"
llm_openai_gpt_5_5,19,"LLM label unavailable: sonata, hyundai, camry, accord, now, gian, and, 2020, 2018, features","[[""LLM label unavailable: sonata, hyundai, camry, accord, now, gian, and, 2020, 2018, features"", 1.0]]"
llm_openai_gpt_5_5,20,"LLM label unavailable: polestar, will, we, of, car, be, and, brand, the, electric","[[""LLM label unavailable: polestar, will, we, of, car, be, and, brand, the, electric"", 1.0]]"
llm_openai_gpt_5_5,21,"LLM label unavailable: xc90, volvo, ex90, safety, new, world, our, the, and, s90","[[""LLM label unavailable: xc90, volvo, ex90, safety, new, world, our, the, and, s90"", 1.0]]"
llm_openai_gpt_5_5,22,"LLM label unavailable: porsche, taycan, panamera, turbo, the, sports, of, in, car, is","[[""LLM label unavailable: porsche, taycan, panamera, turbo, the, sports, of, in, car, is"", 1.0]]"
llm_openai_gpt_5_5,23,"LLM label unavailable: top, it, you, going, door, side, so, the, do, trunk","[[""LLM label unavailable: top, it, you, going, door, side, so, the, do, trunk"", 1.0]]"
llm_openai_gpt_5_5,24,EV Steering and Suspension Control,"[[""EV Steering and Suspension Control"", 1.0]]"
llm_openai_gpt_5_5,25,"LLM label unavailable: camry, trd, inch, wheels, grades, xse, se, available, wheel, and","[[""LLM label unavailable: camry, trd, inch, wheels, grades, xse, se, available, wheel, and"", 1.0]]"
llm_openai_gpt_5_5,26,"LLM label unavailable: rav4, hybrid, prime, wheel, standard, grades, available, trd, xse, drive","[[""LLM label unavailable: rav4, hybrid, prime, wheel, standard, grades, available, trd, xse, drive"", 1.0]]"
llm_openai_gpt_5_5,27,"LLM label unavailable: connect, system, audio, corolla, safety, available, assist, speakers, toyota, sound","[[""LLM label unavailable: connect, system, audio, corolla, safety, available, assist, speakers, toyota, sound"", 1.0]]"
llm_openai_gpt_5_5,28,"LLM label unavailable: mustang, mach, know, really, we, was, team, it, to, that","[[""LLM label unavailable: mustang, mach, know, really, we, was, team, it, to, that"", 1.0]]"
llm_openai_gpt_5_5,29,"LLM label unavailable: we, they, think, company, people, it, have, because, them, to","[[""LLM label unavailable: we, they, think, company, people, it, have, because, them, to"", 1.0]]"
llm_openai_gpt_5_5,30,"LLM label unavailable: eqs, eqe, eq, mercedes, electric, the, of, is, and, new","[[""LLM label unavailable: eqs, eqe, eq, mercedes, electric, the, of, is, and, new"", 1.0]]"
llm_openai_gpt_5_5,31,"LLM fallback: engine, horsepower, liter, cylinder","[[""LLM fallback: engine, horsepower, liter, cylinder"", 1.0]]"
llm_openai_gpt_5_5,32,"LLM label unavailable: design, was, we, sketch, clay, that, really, it, were, team","[[""LLM label unavailable: design, was, we, sketch, clay, that, really, it, were, team"", 1.0]]"
llm_openai_gpt_5_5,33,"LLM label unavailable: range, miles, battery, hour, charge, kilometers, kilowatt, hours, electric, can","[[""LLM label unavailable: range, miles, battery, hour, charge, kilometers, kilowatt, hours, electric, can"", 1.0]]"
llm_openai_gpt_5_5,34,"LLM label unavailable: show, auto, we, channel, to, invite, you, season, us, los","[[""LLM label unavailable: show, auto, we, channel, to, invite, you, season, us, los"", 1.0]]"
llm_openai_gpt_5_5,35,"LLM label unavailable: volvo, s60, car, the, we, will, new, has, to, in","[[""LLM label unavailable: volvo, s60, car, the, we, will, new, has, to, in"", 1.0]]"
llm_openai_gpt_5_5,36,"LLM label unavailable: interior, the, of, very, inside, we, it, design, that, is","[[""LLM label unavailable: interior, the, of, very, inside, we, it, design, that, is"", 1.0]]"
llm_openai_gpt_5_5,37,"LLM label unavailable: light, lights, led, rear, laser, tail, headlights, the, see, headlight","[[""LLM label unavailable: light, lights, led, rear, laser, tail, headlights, the, see, headlight"", 1.0]]"
llm_openai_gpt_5_5,38,"LLM label unavailable: highlander, grades, available, standard, its, hybrid, xse, grade, xle, with","[[""LLM label unavailable: highlander, grades, available, standard, its, hybrid, xse, grade, xle, with"", 1.0]]"
llm_openai_gpt_5_5,39,GT3 Racing Performance Cars,"[[""GT3 Racing Performance Cars"", 1.0]]"
llm_openai_gpt_5_5,40,"LLM label unavailable: saturn, market, year, sales, astra, our, brand, we, industry, in","[[""LLM label unavailable: saturn, market, year, sales, astra, our, brand, we, industry, in"", 1.0]]"
llm_openai_gpt_5_5,41,Audi A-Series Models,"[[""Audi A-Series Models"", 1.0]]"
llm_openai_gpt_5_5,42,"LLM fallback: grille, hood, grill, design","[[""LLM fallback: grille, hood, grill, design"", 1.0]]"
llm_openai_gpt_5_5,43,"LLM label unavailable: crown, toyota, japan, sedan, platinum, generation, chief, performance, its, available","[[""LLM label unavailable: crown, toyota, japan, sedan, platinum, generation, chief, performance, its, available"", 1.0]]"
llm_openai_gpt_5_5,44,"LLM label unavailable: pacifica, rogue, minivan, chrysler, midnight, crossover, that, edition, about, really","[[""LLM label unavailable: pacifica, rogue, minivan, chrysler, midnight, crossover, that, edition, about, really"", 1.0]]"
llm_openai_gpt_5_5,45,Automotive Press Event Speeches,"[[""Automotive Press Event Speeches"", 1.0]]"
llm_openai_gpt_5_5,46,"LLM fallback: battery, lithium, ion, batteries","[[""LLM fallback: battery, lithium, ion, batteries"", 1.0]]"
llm_openai_gpt_5_5,47,Acura Performance Vehicles,"[[""Acura Performance Vehicles"", 1.0]]"
llm_openai_gpt_5_5,48,"LLM label unavailable: candy, k23, k27, kandy, america, to, ev, northpoint, electric, we","[[""LLM label unavailable: candy, k23, k27, kandy, america, to, ev, northpoint, electric, we"", 1.0]]"
llm_openai_gpt_5_5,49,"LLM label unavailable: fiat, mclaren, p1, was, portland, had, italy, it, he, so","[[""LLM label unavailable: fiat, mclaren, p1, was, portland, had, italy, it, he, so"", 1.0]]"
llm_openai_gpt_5_5,50,"LLM fallback: sound, noise, quiet, hear","[[""LLM fallback: sound, noise, quiet, hear"", 1.0]]"
llm_openai_gpt_5_5,51,Toyota Corolla Trim Grades,"[[""Toyota Corolla Trim Grades"", 1.0]]"
llm_openai_gpt_5_5,52,"LLM label unavailable: safety, elantra, assist, sonata, airbags, collision, blind, lane, spot, avoidance","[[""LLM label unavailable: safety, elantra, assist, sonata, airbags, collision, blind, lane, spot, avoidance"", 1.0]]"
llm_openai_gpt_5_5,53,"LLM label unavailable: infiniti, infinity, we, brand, market, johan, to, future, that, think","[[""LLM label unavailable: infiniti, infinity, we, brand, market, johan, to, future, that, think"", 1.0]]"
llm_openai_gpt_5_5,54,"LLM label unavailable: seconds, kilometers, hour, fast, it, 60, 100, broken, miles, mile","[[""LLM label unavailable: seconds, kilometers, hour, fast, it, 60, 100, broken, miles, mile"", 1.0]]"
llm_openai_gpt_5_5,55,"LLM label unavailable: pedal, braking, brake, accelerator, regenerative, down, energy, battery, you, brakes","[[""LLM label unavailable: pedal, braking, brake, accelerator, regenerative, down, energy, battery, you, brakes"", 1.0]]"
llm_openai_gpt_5_5,56,"LLM label unavailable: tron, audi, quattro, electric, q8, the, of, we, an, in","[[""LLM label unavailable: tron, audi, quattro, electric, q8, the, of, we, an, in"", 1.0]]"
llm_openai_gpt_5_5,57,"LLM fallback: car, stance, rear, really","[[""LLM fallback: car, stance, rear, really"", 1.0]]"
llm_openai_gpt_5_5,58,"LLM label unavailable: buick, regal, brand, sportback, china, we, in, ve, buicks, market","[[""LLM label unavailable: buick, regal, brand, sportback, china, we, in, ve, buicks, market"", 1.0]]"
llm_openai_gpt_5_5,59,"LLM label unavailable: see, clips, cover, can, console, here, it, center, don, storage","[[""LLM label unavailable: see, clips, cover, can, console, here, it, center, don, storage"", 1.0]]"
llm_openai_gpt_5_5,60,"LLM label unavailable: vancouver, city, co2, bc, climate, we, canada, our, hydro, mitsubishi","[[""LLM label unavailable: vancouver, city, co2, bc, climate, we, canada, our, hydro, mitsubishi"", 1.0]]"
llm_openai_gpt_5_5,61,"LLM label unavailable: kix, toyota, 000, tax, federal, msrp, price, car, 999, american","[[""LLM label unavailable: kix, toyota, 000, tax, federal, msrp, price, car, 999, american"", 1.0]]"
llm_openai_gpt_5_5,62,"LLM label unavailable: cargo, trunk, space, cubic, seats, storage, luggage, feet, rear, split","[[""LLM label unavailable: cargo, trunk, space, cubic, seats, storage, luggage, feet, rear, split"", 1.0]]"
llm_openai_gpt_5_5,63,Smartphone Digital Key Access,"[[""Smartphone Digital Key Access"", 1.0]]"
llm_openai_gpt_5_5,64,EV Drive Modes,"[[""EV Drive Modes"", 1.0]]"
llm_openai_gpt_5_5,65,"LLM label unavailable: charging, i3, bmw, cable, port, charge, open, using, hood, light","[[""LLM label unavailable: charging, i3, bmw, cable, port, charge, open, using, hood, light"", 1.0]]"
llm_openai_gpt_5_5,66,"LLM label unavailable: q50, infiniti, new, infinity, our, the, driver, v6, with, and","[[""LLM label unavailable: q50, infiniti, new, infinity, our, the, driver, v6, with, and"", 1.0]]"
llm_openai_gpt_5_5,67,"LLM label unavailable: bmw, series, your, display, new, digital, assistant, the, and, functions","[[""LLM label unavailable: bmw, series, your, display, new, digital, assistant, the, and, functions"", 1.0]]"
llm_openai_gpt_5_5,68,"LLM label unavailable: focus, ford, customers, we, at, in, and, they, them, our","[[""LLM label unavailable: focus, ford, customers, we, at, in, and, they, them, our"", 1.0]]"
llm_openai_gpt_5_5,69,"LLM label unavailable: ferrari, race, racetrack, racing, season, this, track, is, the, sf","[[""LLM label unavailable: ferrari, race, racetrack, racing, season, this, track, is, the, sf"", 1.0]]"
