title,source_row,paragraph_id,sentence_start_id,sentence_end_id,sentence_count,sentence,word_count,char_count,dataset_row,document,topic
Acura 2020 Acura RLX; Exterior & Interior Design Walkaround (1080p_30fps_H264-128kbit_AAC),2,5,13,15,3,"These seats, 12-way adjustable, heated and ventilated, soft Milano leather. Ooh, it's very comfy. I've got fantastic leg room up here and leg room in the back for my friends and my passengers.",33,192,10,"These seats, 12-way adjustable, heated and ventilated, soft Milano leather. Ooh, it's very comfy. I've got fantastic leg room up here and leg room in the back for my friends and my passengers.",0
Acura 2020 Acura RLX; Exterior & Interior Design Walkaround (1080p_30fps_H264-128kbit_AAC),2,6,16,18,3,"I mean, it's like we're all riding first class, baby. How about this for convenience? The dual action armrest opens for the driver, Opens for the passenger, one push button, slides all the way back, revealing a place to plug in your phone, that's super smart for your super smart phone.",51,286,11,"I mean, it's like we're all riding first class, baby. How about this for convenience? The dual action armrest opens for the driver, Opens for the passenger, one push button, slides all the way back, revealing a place to plug in your phone, that's super smart for your super smart phone.",0
Acura 2020 Acura RLX; Exterior & Interior Design Walkaround (1080p_30fps_H264-128kbit_AAC),2,7,19,21,3,"Speaking of super smart, how about a GPS linked solar sensing system that measures the sun's position and intensity to adjust cabin temperatures. What? Mind blown!",26,163,12,"Speaking of super smart, how about a GPS linked solar sensing system that measures the sun's position and intensity to adjust cabin temperatures. What? Mind blown!",0
Acura 2020 Acura RLX; Exterior & Interior Design Walkaround (1080p_30fps_H264-128kbit_AAC),2,8,22,23,2,"And as if all that wasn't enough, Acura went ahead and made its Acura watch, advanced safety a driver assistance technology package, standard, huh, standard, that has a nice ring to it doesn't it? This package includes forward collision warning, collision mitigation braking, lane departure warning, lane keeping assist, road departure mitigation and adaptive cruise control, standard across all trims.",60,402,13,"And as if all that wasn't enough, Acura went ahead and made its Acura watch, advanced safety a driver assistance technology package, standard, huh, standard, that has a nice ring to it doesn't it? This package includes forward collision warning, collision mitigation braking, lane departure warning, lane keeping assist, road departure mitigation and adaptive cruise control, standard across all trims.",6
Acura 2020 Acura RLX; Exterior & Interior Design Walkaround (1080p_30fps_H264-128kbit_AAC),2,9,24,25,2,"And while you're checking out that list, let me highlight one of those for you, head up display, yes this is a super cool technology, you've got to pay a lot of money for this and other cars, it comes standard. Essentially, it projects information onto the windshield ahead of you, things like your speed or your turn-by-turn navigation.",60,337,14,"And while you're checking out that list, let me highlight one of those for you, head up display, yes this is a super cool technology, you've got to pay a lot of money for this and other cars, it comes standard. Essentially, it projects information onto the windshield ahead of you, things like your speed or your turn-by-turn navigation.",0
Acura 2020 Acura RLX; Exterior & Interior Design Walkaround (1080p_30fps_H264-128kbit_AAC),2,10,26,28,3,So it seems like one of the most compelling reasons to put the Acura RLX Sport Hybrid on your shopping list is the fact that it comes loaded with so many of these cool standard features. This isn't your basic boring hybrid. It utilizes the same kind of technology found in the NSX.,53,281,15,So it seems like one of the most compelling reasons to put the Acura RLX Sport Hybrid on your shopping list is the fact that it comes loaded with so many of these cool standard features. This isn't your basic boring hybrid. It utilizes the same kind of technology found in the NSX.,0
Acura 2020 Acura RLX; Exterior & Interior Design Walkaround (1080p_30fps_H264-128kbit_AAC),2,11,29,31,3,"And this RLX Sport Hybrid isn't just some cushy, sophisticated piece of machinery. Now this thing is fun to drive. It has a whopping 377 total system horsepower.",28,161,16,"And this RLX Sport Hybrid isn't just some cushy, sophisticated piece of machinery. Now this thing is fun to drive. It has a whopping 377 total system horsepower.",0
"Acura Acura - 2014 RLX - Consumer Drive Event; Napa Valley, CA (360p_30fps_H264-128kbit_AAC)",3,1,1,3,3,My weekend was absolutely fabulous. I felt like a celebrity. I don't want it to end.,16,84,17,My weekend was absolutely fabulous. I felt like a celebrity. I don't want it to end.,0
"Acura Acura - 2014 RLX - Consumer Drive Event; Napa Valley, CA (360p_30fps_H264-128kbit_AAC)",3,2,4,6,3,"It moves. The handling was spectacular, I thought. Handles really well.",11,71,18,"It moves. The handling was spectacular, I thought. Handles really well.",0
"Acura Acura - 2014 RLX - Consumer Drive Event; Napa Valley, CA (360p_30fps_H264-128kbit_AAC)",3,3,7,9,3,Like no money in my boxcar. He was having far too much fun. All the technology is easy to use.,20,94,19,Like no money in my boxcar. He was having far too much fun. All the technology is easy to use.,0
"Acura Acura - 2014 RLX - Consumer Drive Event; Napa Valley, CA (360p_30fps_H264-128kbit_AAC)",3,4,10,12,3,"It's intuitive. Well, frankly, one of the best features is all the extra leg room in the back. My wife was commenting on how nice the lighting system was in the car and how easy it was to see the road.",41,201,20,"It's intuitive. Well, frankly, one of the best features is all the extra leg room in the back. My wife was commenting on how nice the lighting system was in the car and how easy it was to see the road.",0
"Acura Acura - 2014 RLX - Consumer Drive Event; Napa Valley, CA (360p_30fps_H264-128kbit_AAC)",3,5,13,14,2,I went and put them on brights. it was like full moon.,12,54,21,I went and put them on brights. it was like full moon.,0
Acura Acura - Acura Headquarters - Tyson Hugie Drives the ILX (1080p_30fps_H264-128kbit_AAC),4,1,1,3,3,"Hey, Tyson. Hey, Lee. How you doing?",7,36,22,"Hey, Tyson. Hey, Lee. How you doing?",0
Acura Acura - Acura Headquarters - Tyson Hugie Drives the ILX (1080p_30fps_H264-128kbit_AAC),4,2,4,6,3,Doing great. How are you? Good.,6,31,23,Doing great. How are you? Good.,0
Acura Acura - Acura Headquarters - Tyson Hugie Drives the ILX (1080p_30fps_H264-128kbit_AAC),4,3,7,9,3,"Awesome. Beautiful car, isn't it? It is a beautiful design.",10,59,24,"Awesome. Beautiful car, isn't it? It is a beautiful design.",0
Acura Acura - Acura Headquarters - Tyson Hugie Drives the ILX (1080p_30fps_H264-128kbit_AAC),4,4,10,12,3,Yes. John and Kate and his design team did an excellent job. Absolutely.,13,72,25,Yes. John and Kate and his design team did an excellent job. Absolutely.,0
Acura Acura - Acura Headquarters - Tyson Hugie Drives the ILX (1080p_30fps_H264-128kbit_AAC),4,5,13,15,3,"But what do you say we get inside the car and take it for a spin? Yeah, let's go. All right.",21,92,26,"But what do you say we get inside the car and take it for a spin? Yeah, let's go. All right.",0
Acura Acura - Acura Headquarters - Tyson Hugie Drives the ILX (1080p_30fps_H264-128kbit_AAC),4,6,16,18,3,"Looks like we've got a nice-looking trio of Acura ILXs, Lee. Yes, we have three models, which we think are the perfect blend of performance and efficiency. Nice.",28,161,27,"Looks like we've got a nice-looking trio of Acura ILXs, Lee. Yes, we have three models, which we think are the perfect blend of performance and efficiency. Nice.",0
Acura Acura - Acura Headquarters - Tyson Hugie Drives the ILX (1080p_30fps_H264-128kbit_AAC),4,7,19,21,3,Let's start here with Acura's first hybrid. It's a 1.5-liter hybrid system with a CVT transmission. What's this one over here?,22,126,28,Let's start here with Acura's first hybrid. It's a 1.5-liter hybrid system with a CVT transmission. What's this one over here?,0
Acura Acura - Acura Headquarters - Tyson Hugie Drives the ILX (1080p_30fps_H264-128kbit_AAC),4,8,22,24,3,"The black car is a 2.4 liter engine, putting out 201 horsepower, made it to a six-speed manual transmission. Nice. A little bit more sporty on this one.",29,152,29,"The black car is a 2.4 liter engine, putting out 201 horsepower, made it to a six-speed manual transmission. Nice. A little bit more sporty on this one.",0
Acura Acura - Acura Headquarters - Tyson Hugie Drives the ILX (1080p_30fps_H264-128kbit_AAC),4,9,25,27,3,Absolutely. Okay. What about this one over here?,8,48,30,Absolutely. Okay. What about this one over here?,0
Acura Acura - Acura Headquarters - Tyson Hugie Drives the ILX (1080p_30fps_H264-128kbit_AAC),4,10,28,30,3,"Yep. What we think is going to be our most popular model. It's a 2.0 liter engine, putting out 150 horsepower.",22,110,31,"Yep. What we think is going to be our most popular model. It's a 2.0 liter engine, putting out 150 horsepower.",0
Acura Acura - Acura Headquarters - Tyson Hugie Drives the ILX (1080p_30fps_H264-128kbit_AAC),4,11,31,33,3,It's made it to a five-speed automatic transmission. Right. Nice blend of features for each person that's in the market for a car like this.,25,140,32,It's made it to a five-speed automatic transmission. Right. Nice blend of features for each person that's in the market for a car like this.,0
Acura Acura - Acura Headquarters - Tyson Hugie Drives the ILX (1080p_30fps_H264-128kbit_AAC),4,12,34,36,3,Hopefully something for everybody. I noticed that the car definitely stays planted when I'm cornering like this. Are there any suspension improvements that were made?,25,166,33,Hopefully something for everybody. I noticed that the car definitely stays planted when I'm cornering like this. Are there any suspension improvements that were made?,0
Acura Acura - Acura Headquarters - Tyson Hugie Drives the ILX (1080p_30fps_H264-128kbit_AAC),4,13,37,38,2,This vehicle does have amplitude reactive dampers to help to keep the body flat and keep control over the bumps. I really like the way Acura has put a lot of the features and functionality into keeping connected whether it be by music or by the phone.,47,251,34,This vehicle does have amplitude reactive dampers to help to keep the body flat and keep control over the bumps. I really like the way Acura has put a lot of the features and functionality into keeping connected whether it be by music or by the phone.,0
Acura Acura - Acura Headquarters - Tyson Hugie Drives the ILX (1080p_30fps_H264-128kbit_AAC),4,14,39,41,3,"Definitely got a lot of connectivity to the driver and I think that's what really makes Acura such a driver's brand is the ability of someone to personalize and really make the car their own. Absolutely. The key point of the driver is to drive, but we understand that connectivity and entertainment are high priorities, so we try to put the features and the controls where they need to be that's more easily usable.",74,415,35,"Definitely got a lot of connectivity to the driver and I think that's what really makes Acura such a driver's brand is the ability of someone to personalize and really make the car their own. Absolutely. The key point of the driver is to drive, but we understand that connectivity and entertainment are high priorities, so we try to put the features and the controls where they need to be that's more easily usable.",0
Acura Acura - Acura Headquarters - Tyson Hugie Drives the ILX (1080p_30fps_H264-128kbit_AAC),4,15,42,44,3,"And then with an Acura, I've come to expect things like a quiet road driving experience. So what kind of measures were taken on your end to make sure that the driver's somewhat isolated from those noises? Yeah, there's extra insulation placed throughout the vehicle, inside the cabin and in the engine bay throughout the vehicle that help keep that unwanted noise outside the car.",65,380,36,"And then with an Acura, I've come to expect things like a quiet road driving experience. So what kind of measures were taken on your end to make sure that the driver's somewhat isolated from those noises? Yeah, there's extra insulation placed throughout the vehicle, inside the cabin and in the engine bay throughout the vehicle that help keep that unwanted noise outside the car.",0
Acura Acura - Acura Headquarters - Tyson Hugie Drives the ILX (1080p_30fps_H264-128kbit_AAC),4,16,45,47,3,"Right. Hey, Lee, is there anything about fuel economy in terms of measures that were taken to make sure that the ILX performs the way it should? Absolutely.",28,156,37,"Right. Hey, Lee, is there anything about fuel economy in terms of measures that were taken to make sure that the ILX performs the way it should? Absolutely.",0
Acura Acura - Acura Headquarters - Tyson Hugie Drives the ILX (1080p_30fps_H264-128kbit_AAC),4,17,48,49,2,"Quite a few things, starting from the aerodynamics of the car, not only the overall shape, but things like the underbody covers that are designed to help air slip through the bottom of the vehicle, all the way to things like tires, having the right rubber compound for minimum rolling resistance, and then things like transmission tuning, engine tuning, all done for maximum fuel economy. This has been a really fun drive.",72,422,38,"Quite a few things, starting from the aerodynamics of the car, not only the overall shape, but things like the underbody covers that are designed to help air slip through the bottom of the vehicle, all the way to things like tires, having the right rubber compound for minimum rolling resistance, and then things like transmission tuning, engine tuning, all done for maximum fuel economy. This has been a really fun drive.",0
Acura Acura - Acura Headquarters - Tyson Hugie Drives the ILX (1080p_30fps_H264-128kbit_AAC),4,18,50,52,3,"I think I might want to take this one on my next road trip. Yeah, definitely. Let's see what we can do.",22,103,39,"I think I might want to take this one on my next road trip. Yeah, definitely. Let's see what we can do.",0
Acura Acura - Acura Headquarters - Tyson Hugie Drives the ILX (1080p_30fps_H264-128kbit_AAC),4,19,53,54,2,Maybe we can get you behind the wheel of one of these cars. All right.,15,70,40,Maybe we can get you behind the wheel of one of these cars. All right.,0
Acura Acura - NAIAS in Detroit Press Conference (2 of 3) - The NSX (720p_30fps_H264-128kbit_AAC),5,1,1,3,3,"Thank you, John. Thank you. Good afternoon, everyone.",8,53,41,"Thank you, John. Thank you. Good afternoon, everyone.",0
Acura Acura - NAIAS in Detroit Press Conference (2 of 3) - The NSX (720p_30fps_H264-128kbit_AAC),5,2,4,6,3,"It's great to begin the new year in Detroit with the Acura team. After a very challenging year in 2011, we started in 2012 with great momentum. Today, I am happy to introduce a car that demonstrates our passion for performance and for the Acura brand.",46,251,42,"It's great to begin the new year in Detroit with the Acura team. After a very challenging year in 2011, we started in 2012 with great momentum. Today, I am happy to introduce a car that demonstrates our passion for performance and for the Acura brand.",0
Acura Acura - NAIAS in Detroit Press Conference (2 of 3) - The NSX (720p_30fps_H264-128kbit_AAC),5,3,7,9,3,I first became involved with Acura about 25 years ago. So young. I led a team of young engineers developing the body of a new supercar that would become the Acura NSX.,32,167,43,I first became involved with Acura about 25 years ago. So young. I led a team of young engineers developing the body of a new supercar that would become the Acura NSX.,0
Acura Acura - NAIAS in Detroit Press Conference (2 of 3) - The NSX (720p_30fps_H264-128kbit_AAC),5,4,10,12,3,"It was the biggest engineering challenge of our lives. Through our approach to create a lightweight supercar with an all aluminum body, the Acura NSX became an icon. Its key attribute was power to weight ratio, which helped provide a fun to drive experience to anyone who got behind the wheel.",51,293,44,"It was the biggest engineering challenge of our lives. Through our approach to create a lightweight supercar with an all aluminum body, the Acura NSX became an icon. Its key attribute was power to weight ratio, which helped provide a fun to drive experience to anyone who got behind the wheel.",0
Acura Acura - NAIAS in Detroit Press Conference (2 of 3) - The NSX (720p_30fps_H264-128kbit_AAC),5,5,13,15,3,"Since production of NSX ended in 2005, we have strived to create a worthy successor. Yet, many global changes have affected the automobile industry since that time. In this new era, even as we focus on the fun-to-drive spirit of the NSX, I think a supercar must respond to environmental responsibilities.",52,304,45,"Since production of NSX ended in 2005, we have strived to create a worthy successor. Yet, many global changes have affected the automobile industry since that time. In this new era, even as we focus on the fun-to-drive spirit of the NSX, I think a supercar must respond to environmental responsibilities.",0
Acura Acura - NAIAS in Detroit Press Conference (2 of 3) - The NSX (720p_30fps_H264-128kbit_AAC),5,6,16,18,3,"To achieve this, the vehicle I share with you today will have two very important traits. First, it will have advanced technology that enhances fun-to-drive handling and performance. Second, it will express our own core values to create and sustain a world where people can enjoy life.",48,284,46,"To achieve this, the vehicle I share with you today will have two very important traits. First, it will have advanced technology that enhances fun-to-drive handling and performance. Second, it will express our own core values to create and sustain a world where people can enjoy life.",0
Acura Acura - NAIAS in Detroit Press Conference (2 of 3) - The NSX (720p_30fps_H264-128kbit_AAC),5,7,19,21,3,"So, we will again express high performance through engineering efficiency, and that's something unique to Acura DNA. This NSX concept is powered by a mid-engine V6 and a new Acura exclusive sport hybrid super handling all-wheel drive system. This system will make NSX the ultimate expression of the Acura idea to create synergy between man and machine.",57,352,47,"So, we will again express high performance through engineering efficiency, and that's something unique to Acura DNA. This NSX concept is powered by a mid-engine V6 and a new Acura exclusive sport hybrid super handling all-wheel drive system. This system will make NSX the ultimate expression of the Acura idea to create synergy between man and machine.",0
Acura Acura - NAIAS in Detroit Press Conference (2 of 3) - The NSX (720p_30fps_H264-128kbit_AAC),5,8,22,24,3,"NSX will make the driver want with the car to enhance dynamic driving without getting in the way. Our vision is to achieve performance that is up to the challenge of racing. So while we created this NSX concept for our customers, you might see NSX on the racetrack as well.",51,273,48,"NSX will make the driver want with the car to enhance dynamic driving without getting in the way. Our vision is to achieve performance that is up to the challenge of racing. So while we created this NSX concept for our customers, you might see NSX on the racetrack as well.",0
Acura Acura - NAIAS in Detroit Press Conference (2 of 3) - The NSX (720p_30fps_H264-128kbit_AAC),5,9,25,27,3,A vehicle that is closely based on this NSX concept will come to market within three years on a global basis. And today I am excited to announce that this new actual supercar will be developed by an R&D team in the United States. And we will build it in Ohio as well.,54,267,49,A vehicle that is closely based on this NSX concept will come to market within three years on a global basis. And today I am excited to announce that this new actual supercar will be developed by an R&D team in the United States. And we will build it in Ohio as well.,0
Acura Acura - NAIAS in Detroit Press Conference (2 of 3) - The NSX (720p_30fps_H264-128kbit_AAC),5,10,28,30,3,"We will continue to strengthen the Acura brand here, not only in sales, but development and manufacturing as well. In this way, the U.S. will be the strong hub of our global business for the Acura brand. Acura is already in China, and starting next year, we will expand Acura to some of the world's growth sectors such as United Arab Emirates and Saudi Arabia as well as last year and Ukraine.",73,393,50,"We will continue to strengthen the Acura brand here, not only in sales, but development and manufacturing as well. In this way, the U.S. will be the strong hub of our global business for the Acura brand. Acura is already in China, and starting next year, we will expand Acura to some of the world's growth sectors such as United Arab Emirates and Saudi Arabia as well as last year and Ukraine.",0
Acura Acura - NAIAS in Detroit Press Conference (2 of 3) - The NSX (720p_30fps_H264-128kbit_AAC),5,11,31,33,3,"Along with the Accurate team and Global Honda, I am excited about this new model and I sincerely hope our customers around the world will share our passion. Thank you. Thank you.",32,178,51,"Along with the Accurate team and Global Honda, I am excited about this new model and I sincerely hope our customers around the world will share our passion. Thank you. Thank you.",0
Acura Acura - NAIAS in Detroit Press Conference (2 of 3) - The NSX (720p_30fps_H264-128kbit_AAC),5,12,34,36,3,Thank you Mr. Ito. With the new Acura ILX sedan at the gateway to our lineup and the NSX concept is the pinnacle of the brand. I think you can see that every Acura vehicle is being designed to evoke passion and joy.,43,215,52,Thank you Mr. Ito. With the new Acura ILX sedan at the gateway to our lineup and the NSX concept is the pinnacle of the brand. I think you can see that every Acura vehicle is being designed to evoke passion and joy.,0
Acura Acura - NAIAS in Detroit Press Conference (2 of 3) - The NSX (720p_30fps_H264-128kbit_AAC),5,13,37,38,2,Thank you for being with us. Now Mr. Ito will be available for a few quick photos then please join us and the rest of the Acura team on stage for a closer look at the future of Acura.,39,183,53,Thank you for being with us. Now Mr. Ito will be available for a few quick photos then please join us and the rest of the Acura team on stage for a closer look at the future of Acura.,0
Acura Acura - NSXperiments Chapter 3; Light up the Track (1080p_24fps_H264-128kbit_AAC),6,1,1,3,3,"We're here at the streets of Willow Springs racetrack. Acura brought us out. This is a sponsored video, by the way.",21,115,54,"We're here at the streets of Willow Springs racetrack. Acura brought us out. This is a sponsored video, by the way.",0
Acura Acura - NSXperiments Chapter 3; Light up the Track (1080p_24fps_H264-128kbit_AAC),6,2,4,6,3,"I'm just super excited. They have this super, super car. Well, that's something I didn't anticipate, which is we're not even at the right track.",25,144,55,"I'm just super excited. They have this super, super car. Well, that's something I didn't anticipate, which is we're not even at the right track.",0
Acura Acura - NSXperiments Chapter 3; Light up the Track (1080p_24fps_H264-128kbit_AAC),6,3,7,9,3,We're at the right location. This is the right place. This is also the biggest Sam & Nico brand integration we've ever had.,22,123,56,We're at the right location. This is the right place. This is also the biggest Sam & Nico brand integration we've ever had.,0
Acura Acura - NSXperiments Chapter 3; Light up the Track (1080p_24fps_H264-128kbit_AAC),6,4,10,12,3,"And we went to the wrong commercial set. And we, yeah, well, there's some cameras. That's probably where we need to go.",22,119,57,"And we went to the wrong commercial set. And we, yeah, well, there's some cameras. That's probably where we need to go.",0
Acura Acura - NSXperiments Chapter 3; Light up the Track (1080p_24fps_H264-128kbit_AAC),6,5,13,14,2,"Nope, but there's multiple tracks here. And so we actually have to drive a mile within this location to get to the other racetrack Where the Acura chute is taking place.",31,169,58,"Nope, but there's multiple tracks here. And so we actually have to drive a mile within this location to get to the other racetrack Where the Acura chute is taking place.",0
Acura Acura - NSXperiments Chapter 3; Light up the Track (1080p_24fps_H264-128kbit_AAC),6,6,15,15,1,"They're gonna want to film later at night, so they can show off some LED lights 118 and we have to wait till sunset even have the show started We're out near Edwards Air Force Base Which is where Will Smith went in Independence Day and go see it and maybe even drive it An expensive car, but because of that it's really cool And I'm on board with this because it means I get to go check out all the cool features of this car It's got like several different electric motors and all that dude Dude, this is a carbon, this is an indestructible roof.",107,546,59,"They're gonna want to film later at night, so they can show off some LED lights 118 and we have to wait till sunset even have the show started We're out near Edwards Air Force Base Which is where Will Smith went in Independence Day and go see it and maybe even drive it An expensive car, but because of that it's really cool And I'm on board with this because it means I get to go check out all the cool features of this car It's got like several different electric motors and all that dude Dude, this is a carbon, this is an indestructible roof.",0
Acura Acura - NSXperiments Chapter 3; Light up the Track (1080p_24fps_H264-128kbit_AAC),6,7,16,18,3,"Dude, they got a carbon fiber engine? Wow. Oh.",9,46,60,"Dude, they got a carbon fiber engine? Wow. Oh.",0
Acura Acura - NSXperiments Chapter 3; Light up the Track (1080p_24fps_H264-128kbit_AAC),6,8,19,21,3,"Sir, come on. Oh, okay. Get a little too close.",10,47,61,"Sir, come on. Oh, okay. Get a little too close.",0
Acura Acura - NSXperiments Chapter 3; Light up the Track (1080p_24fps_H264-128kbit_AAC),6,9,22,24,3,"Okay, yeah, sounds good. They're not gonna let me drive it, but I really, really wanna drive it. Oh, look at that heat exchange here.",25,133,62,"Okay, yeah, sounds good. They're not gonna let me drive it, but I really, really wanna drive it. Oh, look at that heat exchange here.",0
Acura Acura - NSXperiments Chapter 3; Light up the Track (1080p_24fps_H264-128kbit_AAC),6,10,25,27,3,"Back is so long, man. We're here at golden hour. Buddy Jason from Engineering Explained.",15,88,63,"Back is so long, man. We're here at golden hour. Buddy Jason from Engineering Explained.",0
Acura Acura - NSXperiments Chapter 3; Light up the Track (1080p_24fps_H264-128kbit_AAC),6,11,28,30,3,"Hello. Hey, man. He has the YouTube channel Engineering Explained basically talks all about how cars work we have a very fancy car here there's a 3.5 liter twin-turbo v6 in the back powering the rear axle sandwiched between that engine and the transmission is a direct drive motor so you've got an additional electric motor and then you've got two electric motors up front one for each wheel so there's two motors working at the exact same time yep so there's a v6 engine in the back and then behind that v6 engine there's another direct drive motor and then so that electric motor is actually linked up to the crankshaft of this engine and then it's all sending all of that torque from the engine and the motor to the rear transmission and then splitting it to the two rear wheels.",144,782,64,"Hello. Hey, man. He has the YouTube channel Engineering Explained basically talks all about how cars work we have a very fancy car here there's a 3.5 liter twin-turbo v6 in the back powering the rear axle sandwiched between that engine and the transmission is a direct drive motor so you've got an additional electric motor and then you've got two electric motors up front one for each wheel so there's two motors working at the exact same time yep so there's a v6 engine in the back and then behind that v6 engine there's another direct drive motor and then so that electric motor is actually linked up to the crankshaft of this engine and then it's all sending all of that torque from the engine and the motor to the rear transmission and then splitting it to the two rear wheels.",0
Acura Acura - NSXperiments Chapter 3; Light up the Track (1080p_24fps_H264-128kbit_AAC),6,12,31,33,3,So this has a limited slip differential in the back so if one wheel is slipping it will send more torque to the other wheel. Okay I don't know that much about cars. But I do know a thing or two about electric motors.,44,216,65,So this has a limited slip differential in the back so if one wheel is slipping it will send more torque to the other wheel. Okay I don't know that much about cars. But I do know a thing or two about electric motors.,0
