topic,run,model,temperature,max_tokens,keywords,label,normalized_label,error,system_prompt,user_prompt,prompt
2,45,openai/gpt-5.5,0.0,64,"display, navigation, screen, voice, information, phone, button, control, available, select",Infotainment Display Controls,infotainment display controls,,"You label BERTopic topics for an electric vehicle research corpus. Return one concise English topic label, 2 to 6 words. Prefer EV meaning when present. Do not explain.","Topic ID: 2
Keywords: display, navigation, screen, voice, information, phone, button, control, available, select
Representative snippets:
- You've got easy access buttons and knobs and an easy place to just plug your phone right in too so you can access the available Apple CarPlay and Android Auto integration and it pulls up using these dual screen displays.
- No, you are. He gets to drive? They just switched he gets to drive after all that no You know what?
- You don't get to drive it anymore, at all. That's, but if you take the keys, they might not notice.
- This one places the touch pad right on top of the center knob right here.
- Since most of the buttons and controls have been replaced with two large displays, the feature adds simplicity and minimalism to functionality.
- The available Audi virtual cockpit with 12.3-inch high-resolution display offers two viewing modes, classic and infotainment, while the available head-up display projects relevant information onto the windscreen.

Topic label:","SYSTEM:
You label BERTopic topics for an electric vehicle research corpus. Return one concise English topic label, 2 to 6 words. Prefer EV meaning when present. Do not explain.

USER:
Topic ID: 2
Keywords: display, navigation, screen, voice, information, phone, button, control, available, select
Representative snippets:
- You've got easy access buttons and knobs and an easy place to just plug your phone right in too so you can access the available Apple CarPlay and Android Auto integration and it pulls up using these dual screen displays.
- No, you are. He gets to drive? They just switched he gets to drive after all that no You know what?
- You don't get to drive it anymore, at all. That's, but if you take the keys, they might not notice.
- This one places the touch pad right on top of the center knob right here.
- Since most of the buttons and controls have been replaced with two large displays, the feature adds simplicity and minimalism to functionality.
- The available Audi virtual cockpit with 12.3-inch high-resolution display offers two viewing modes, classic and infotainment, while the available head-up display projects relevant information onto the windscreen.

Topic label:"
2,46,openai/gpt-5.5,0.0,64,"display, navigation, screen, voice, information, phone, button, control, available, select",Infotainment and Display Controls,infotainment and display controls,,"You label BERTopic topics for an electric vehicle research corpus. Return one concise English topic label, 2 to 6 words. Prefer EV meaning when present. Do not explain.","Topic ID: 2
Keywords: display, navigation, screen, voice, information, phone, button, control, available, select
Representative snippets:
- You've got easy access buttons and knobs and an easy place to just plug your phone right in too so you can access the available Apple CarPlay and Android Auto integration and it pulls up using these dual screen displays.
- No, you are. He gets to drive? They just switched he gets to drive after all that no You know what?
- You don't get to drive it anymore, at all. That's, but if you take the keys, they might not notice.
- This one places the touch pad right on top of the center knob right here.
- Since most of the buttons and controls have been replaced with two large displays, the feature adds simplicity and minimalism to functionality.
- The available Audi virtual cockpit with 12.3-inch high-resolution display offers two viewing modes, classic and infotainment, while the available head-up display projects relevant information onto the windscreen.

Topic label:","SYSTEM:
You label BERTopic topics for an electric vehicle research corpus. Return one concise English topic label, 2 to 6 words. Prefer EV meaning when present. Do not explain.

USER:
Topic ID: 2
Keywords: display, navigation, screen, voice, information, phone, button, control, available, select
Representative snippets:
- You've got easy access buttons and knobs and an easy place to just plug your phone right in too so you can access the available Apple CarPlay and Android Auto integration and it pulls up using these dual screen displays.
- No, you are. He gets to drive? They just switched he gets to drive after all that no You know what?
- You don't get to drive it anymore, at all. That's, but if you take the keys, they might not notice.
- This one places the touch pad right on top of the center knob right here.
- Since most of the buttons and controls have been replaced with two large displays, the feature adds simplicity and minimalism to functionality.
- The available Audi virtual cockpit with 12.3-inch high-resolution display offers two viewing modes, classic and infotainment, while the available head-up display projects relevant information onto the windscreen.

Topic label:"
2,47,openai/gpt-5.5,0.0,64,"display, navigation, screen, voice, information, phone, button, control, available, select",Infotainment Display Controls,infotainment display controls,,"You label BERTopic topics for an electric vehicle research corpus. Return one concise English topic label, 2 to 6 words. Prefer EV meaning when present. Do not explain.","Topic ID: 2
Keywords: display, navigation, screen, voice, information, phone, button, control, available, select
Representative snippets:
- You've got easy access buttons and knobs and an easy place to just plug your phone right in too so you can access the available Apple CarPlay and Android Auto integration and it pulls up using these dual screen displays.
- No, you are. He gets to drive? They just switched he gets to drive after all that no You know what?
- You don't get to drive it anymore, at all. That's, but if you take the keys, they might not notice.
- This one places the touch pad right on top of the center knob right here.
- Since most of the buttons and controls have been replaced with two large displays, the feature adds simplicity and minimalism to functionality.
- The available Audi virtual cockpit with 12.3-inch high-resolution display offers two viewing modes, classic and infotainment, while the available head-up display projects relevant information onto the windscreen.

Topic label:","SYSTEM:
You label BERTopic topics for an electric vehicle research corpus. Return one concise English topic label, 2 to 6 words. Prefer EV meaning when present. Do not explain.

USER:
Topic ID: 2
Keywords: display, navigation, screen, voice, information, phone, button, control, available, select
Representative snippets:
- You've got easy access buttons and knobs and an easy place to just plug your phone right in too so you can access the available Apple CarPlay and Android Auto integration and it pulls up using these dual screen displays.
- No, you are. He gets to drive? They just switched he gets to drive after all that no You know what?
- You don't get to drive it anymore, at all. That's, but if you take the keys, they might not notice.
- This one places the touch pad right on top of the center knob right here.
- Since most of the buttons and controls have been replaced with two large displays, the feature adds simplicity and minimalism to functionality.
- The available Audi virtual cockpit with 12.3-inch high-resolution display offers two viewing modes, classic and infotainment, while the available head-up display projects relevant information onto the windscreen.

Topic label:"
2,48,openai/gpt-5.5,0.0,64,"display, navigation, screen, voice, information, phone, button, control, available, select",Infotainment Displays and Controls,infotainment displays and controls,,"You label BERTopic topics for an electric vehicle research corpus. Return one concise English topic label, 2 to 6 words. Prefer EV meaning when present. Do not explain.","Topic ID: 2
Keywords: display, navigation, screen, voice, information, phone, button, control, available, select
Representative snippets:
- You've got easy access buttons and knobs and an easy place to just plug your phone right in too so you can access the available Apple CarPlay and Android Auto integration and it pulls up using these dual screen displays.
- No, you are. He gets to drive? They just switched he gets to drive after all that no You know what?
- You don't get to drive it anymore, at all. That's, but if you take the keys, they might not notice.
- This one places the touch pad right on top of the center knob right here.
- Since most of the buttons and controls have been replaced with two large displays, the feature adds simplicity and minimalism to functionality.
- The available Audi virtual cockpit with 12.3-inch high-resolution display offers two viewing modes, classic and infotainment, while the available head-up display projects relevant information onto the windscreen.

Topic label:","SYSTEM:
You label BERTopic topics for an electric vehicle research corpus. Return one concise English topic label, 2 to 6 words. Prefer EV meaning when present. Do not explain.

USER:
Topic ID: 2
Keywords: display, navigation, screen, voice, information, phone, button, control, available, select
Representative snippets:
- You've got easy access buttons and knobs and an easy place to just plug your phone right in too so you can access the available Apple CarPlay and Android Auto integration and it pulls up using these dual screen displays.
- No, you are. He gets to drive? They just switched he gets to drive after all that no You know what?
- You don't get to drive it anymore, at all. That's, but if you take the keys, they might not notice.
- This one places the touch pad right on top of the center knob right here.
- Since most of the buttons and controls have been replaced with two large displays, the feature adds simplicity and minimalism to functionality.
- The available Audi virtual cockpit with 12.3-inch high-resolution display offers two viewing modes, classic and infotainment, while the available head-up display projects relevant information onto the windscreen.

Topic label:"
2,49,openai/gpt-5.5,0.0,64,"display, navigation, screen, voice, information, phone, button, control, available, select",Infotainment Displays and Controls,infotainment displays and controls,,"You label BERTopic topics for an electric vehicle research corpus. Return one concise English topic label, 2 to 6 words. Prefer EV meaning when present. Do not explain.","Topic ID: 2
Keywords: display, navigation, screen, voice, information, phone, button, control, available, select
Representative snippets:
- You've got easy access buttons and knobs and an easy place to just plug your phone right in too so you can access the available Apple CarPlay and Android Auto integration and it pulls up using these dual screen displays.
- No, you are. He gets to drive? They just switched he gets to drive after all that no You know what?
- You don't get to drive it anymore, at all. That's, but if you take the keys, they might not notice.
- This one places the touch pad right on top of the center knob right here.
- Since most of the buttons and controls have been replaced with two large displays, the feature adds simplicity and minimalism to functionality.
- The available Audi virtual cockpit with 12.3-inch high-resolution display offers two viewing modes, classic and infotainment, while the available head-up display projects relevant information onto the windscreen.

Topic label:","SYSTEM:
You label BERTopic topics for an electric vehicle research corpus. Return one concise English topic label, 2 to 6 words. Prefer EV meaning when present. Do not explain.

USER:
Topic ID: 2
Keywords: display, navigation, screen, voice, information, phone, button, control, available, select
Representative snippets:
- You've got easy access buttons and knobs and an easy place to just plug your phone right in too so you can access the available Apple CarPlay and Android Auto integration and it pulls up using these dual screen displays.
- No, you are. He gets to drive? They just switched he gets to drive after all that no You know what?
- You don't get to drive it anymore, at all. That's, but if you take the keys, they might not notice.
- This one places the touch pad right on top of the center knob right here.
- Since most of the buttons and controls have been replaced with two large displays, the feature adds simplicity and minimalism to functionality.
- The available Audi virtual cockpit with 12.3-inch high-resolution display offers two viewing modes, classic and infotainment, while the available head-up display projects relevant information onto the windscreen.

Topic label:"
2,50,openai/gpt-5.5,0.0,64,"display, navigation, screen, voice, information, phone, button, control, available, select",Infotainment Display Controls,infotainment display controls,,"You label BERTopic topics for an electric vehicle research corpus. Return one concise English topic label, 2 to 6 words. Prefer EV meaning when present. Do not explain.","Topic ID: 2
Keywords: display, navigation, screen, voice, information, phone, button, control, available, select
Representative snippets:
- You've got easy access buttons and knobs and an easy place to just plug your phone right in too so you can access the available Apple CarPlay and Android Auto integration and it pulls up using these dual screen displays.
- No, you are. He gets to drive? They just switched he gets to drive after all that no You know what?
- You don't get to drive it anymore, at all. That's, but if you take the keys, they might not notice.
- This one places the touch pad right on top of the center knob right here.
- Since most of the buttons and controls have been replaced with two large displays, the feature adds simplicity and minimalism to functionality.
- The available Audi virtual cockpit with 12.3-inch high-resolution display offers two viewing modes, classic and infotainment, while the available head-up display projects relevant information onto the windscreen.

Topic label:","SYSTEM:
You label BERTopic topics for an electric vehicle research corpus. Return one concise English topic label, 2 to 6 words. Prefer EV meaning when present. Do not explain.

USER:
Topic ID: 2
Keywords: display, navigation, screen, voice, information, phone, button, control, available, select
Representative snippets:
- You've got easy access buttons and knobs and an easy place to just plug your phone right in too so you can access the available Apple CarPlay and Android Auto integration and it pulls up using these dual screen displays.
- No, you are. He gets to drive? They just switched he gets to drive after all that no You know what?
- You don't get to drive it anymore, at all. That's, but if you take the keys, they might not notice.
- This one places the touch pad right on top of the center knob right here.
- Since most of the buttons and controls have been replaced with two large displays, the feature adds simplicity and minimalism to functionality.
- The available Audi virtual cockpit with 12.3-inch high-resolution display offers two viewing modes, classic and infotainment, while the available head-up display projects relevant information onto the windscreen.

Topic label:"
3,1,openai/gpt-5.5,0.0,64,"interior, carbon, fiber, leather, carbon fiber, materials, design, panel, high, beautiful",Premium Interior Materials,premium interior materials,,"You label BERTopic topics for an electric vehicle research corpus. Return one concise English topic label, 2 to 6 words. Prefer EV meaning when present. Do not explain.","Topic ID: 3
Keywords: interior, carbon, fiber, leather, carbon fiber, materials, design, panel, high, beautiful
Representative snippets:
- And if you really want to up the the Annie, opt for the NSX inspired ultra suede trimmed sport seat on the a-spec package engineered with lateral grip to keep you firmly planted in your seat.
- And then when you go to the interior it only gets better.
- Where you're greeted with this premium cabin and precision craftsmanship. I mean take for instance the steering wheel.
- Beautifully stitched, beautiful leather. These seats, 12-way adjustable, heated and ventilated, soft Milano leather.
- the cool features of this car It's got like several different electric motors and all that dude Dude, this is a carbon, this is an indestructible roof. Dude, they got a carbon fiber engine? Wow.
- That sounds like magic The floor plates under your feet are made out of carbon fiber I it I've never in my life heard of a car that's even remotely similar to this. Can I drive it? I just want to drive it.

Topic label:","SYSTEM:
You label BERTopic topics for an electric vehicle research corpus. Return one concise English topic label, 2 to 6 words. Prefer EV meaning when present. Do not explain.

USER:
Topic ID: 3
Keywords: interior, carbon, fiber, leather, carbon fiber, materials, design, panel, high, beautiful
Representative snippets:
- And if you really want to up the the Annie, opt for the NSX inspired ultra suede trimmed sport seat on the a-spec package engineered with lateral grip to keep you firmly planted in your seat.
- And then when you go to the interior it only gets better.
- Where you're greeted with this premium cabin and precision craftsmanship. I mean take for instance the steering wheel.
- Beautifully stitched, beautiful leather. These seats, 12-way adjustable, heated and ventilated, soft Milano leather.
- the cool features of this car It's got like several different electric motors and all that dude Dude, this is a carbon, this is an indestructible roof. Dude, they got a carbon fiber engine? Wow.
- That sounds like magic The floor plates under your feet are made out of carbon fiber I it I've never in my life heard of a car that's even remotely similar to this. Can I drive it? I just want to drive it.

Topic label:"
3,2,openai/gpt-5.5,0.0,64,"interior, carbon, fiber, leather, carbon fiber, materials, design, panel, high, beautiful",Interior Materials Design,interior materials design,,"You label BERTopic topics for an electric vehicle research corpus. Return one concise English topic label, 2 to 6 words. Prefer EV meaning when present. Do not explain.","Topic ID: 3
Keywords: interior, carbon, fiber, leather, carbon fiber, materials, design, panel, high, beautiful
Representative snippets:
- And if you really want to up the the Annie, opt for the NSX inspired ultra suede trimmed sport seat on the a-spec package engineered with lateral grip to keep you firmly planted in your seat.
- And then when you go to the interior it only gets better.
- Where you're greeted with this premium cabin and precision craftsmanship. I mean take for instance the steering wheel.
- Beautifully stitched, beautiful leather. These seats, 12-way adjustable, heated and ventilated, soft Milano leather.
- the cool features of this car It's got like several different electric motors and all that dude Dude, this is a carbon, this is an indestructible roof. Dude, they got a carbon fiber engine? Wow.
- That sounds like magic The floor plates under your feet are made out of carbon fiber I it I've never in my life heard of a car that's even remotely similar to this. Can I drive it? I just want to drive it.

Topic label:","SYSTEM:
You label BERTopic topics for an electric vehicle research corpus. Return one concise English topic label, 2 to 6 words. Prefer EV meaning when present. Do not explain.

USER:
Topic ID: 3
Keywords: interior, carbon, fiber, leather, carbon fiber, materials, design, panel, high, beautiful
Representative snippets:
- And if you really want to up the the Annie, opt for the NSX inspired ultra suede trimmed sport seat on the a-spec package engineered with lateral grip to keep you firmly planted in your seat.
- And then when you go to the interior it only gets better.
- Where you're greeted with this premium cabin and precision craftsmanship. I mean take for instance the steering wheel.
- Beautifully stitched, beautiful leather. These seats, 12-way adjustable, heated and ventilated, soft Milano leather.
- the cool features of this car It's got like several different electric motors and all that dude Dude, this is a carbon, this is an indestructible roof. Dude, they got a carbon fiber engine? Wow.
- That sounds like magic The floor plates under your feet are made out of carbon fiber I it I've never in my life heard of a car that's even remotely similar to this. Can I drive it? I just want to drive it.

Topic label:"
3,3,openai/gpt-5.5,0.0,64,"interior, carbon, fiber, leather, carbon fiber, materials, design, panel, high, beautiful",Interior Materials & Design,interior materials design,,"You label BERTopic topics for an electric vehicle research corpus. Return one concise English topic label, 2 to 6 words. Prefer EV meaning when present. Do not explain.","Topic ID: 3
Keywords: interior, carbon, fiber, leather, carbon fiber, materials, design, panel, high, beautiful
Representative snippets:
- And if you really want to up the the Annie, opt for the NSX inspired ultra suede trimmed sport seat on the a-spec package engineered with lateral grip to keep you firmly planted in your seat.
- And then when you go to the interior it only gets better.
- Where you're greeted with this premium cabin and precision craftsmanship. I mean take for instance the steering wheel.
- Beautifully stitched, beautiful leather. These seats, 12-way adjustable, heated and ventilated, soft Milano leather.
- the cool features of this car It's got like several different electric motors and all that dude Dude, this is a carbon, this is an indestructible roof. Dude, they got a carbon fiber engine? Wow.
- That sounds like magic The floor plates under your feet are made out of carbon fiber I it I've never in my life heard of a car that's even remotely similar to this. Can I drive it? I just want to drive it.

Topic label:","SYSTEM:
You label BERTopic topics for an electric vehicle research corpus. Return one concise English topic label, 2 to 6 words. Prefer EV meaning when present. Do not explain.

USER:
Topic ID: 3
Keywords: interior, carbon, fiber, leather, carbon fiber, materials, design, panel, high, beautiful
Representative snippets:
- And if you really want to up the the Annie, opt for the NSX inspired ultra suede trimmed sport seat on the a-spec package engineered with lateral grip to keep you firmly planted in your seat.
- And then when you go to the interior it only gets better.
- Where you're greeted with this premium cabin and precision craftsmanship. I mean take for instance the steering wheel.
- Beautifully stitched, beautiful leather. These seats, 12-way adjustable, heated and ventilated, soft Milano leather.
- the cool features of this car It's got like several different electric motors and all that dude Dude, this is a carbon, this is an indestructible roof. Dude, they got a carbon fiber engine? Wow.
- That sounds like magic The floor plates under your feet are made out of carbon fiber I it I've never in my life heard of a car that's even remotely similar to this. Can I drive it? I just want to drive it.

Topic label:"
3,4,openai/gpt-5.5,0.0,64,"interior, carbon, fiber, leather, carbon fiber, materials, design, panel, high, beautiful",Interior Materials Design,interior materials design,,"You label BERTopic topics for an electric vehicle research corpus. Return one concise English topic label, 2 to 6 words. Prefer EV meaning when present. Do not explain.","Topic ID: 3
Keywords: interior, carbon, fiber, leather, carbon fiber, materials, design, panel, high, beautiful
Representative snippets:
- And if you really want to up the the Annie, opt for the NSX inspired ultra suede trimmed sport seat on the a-spec package engineered with lateral grip to keep you firmly planted in your seat.
- And then when you go to the interior it only gets better.
- Where you're greeted with this premium cabin and precision craftsmanship. I mean take for instance the steering wheel.
- Beautifully stitched, beautiful leather. These seats, 12-way adjustable, heated and ventilated, soft Milano leather.
- the cool features of this car It's got like several different electric motors and all that dude Dude, this is a carbon, this is an indestructible roof. Dude, they got a carbon fiber engine? Wow.
- That sounds like magic The floor plates under your feet are made out of carbon fiber I it I've never in my life heard of a car that's even remotely similar to this. Can I drive it? I just want to drive it.

Topic label:","SYSTEM:
You label BERTopic topics for an electric vehicle research corpus. Return one concise English topic label, 2 to 6 words. Prefer EV meaning when present. Do not explain.

USER:
Topic ID: 3
Keywords: interior, carbon, fiber, leather, carbon fiber, materials, design, panel, high, beautiful
Representative snippets:
- And if you really want to up the the Annie, opt for the NSX inspired ultra suede trimmed sport seat on the a-spec package engineered with lateral grip to keep you firmly planted in your seat.
- And then when you go to the interior it only gets better.
- Where you're greeted with this premium cabin and precision craftsmanship. I mean take for instance the steering wheel.
- Beautifully stitched, beautiful leather. These seats, 12-way adjustable, heated and ventilated, soft Milano leather.
- the cool features of this car It's got like several different electric motors and all that dude Dude, this is a carbon, this is an indestructible roof. Dude, they got a carbon fiber engine? Wow.
- That sounds like magic The floor plates under your feet are made out of carbon fiber I it I've never in my life heard of a car that's even remotely similar to this. Can I drive it? I just want to drive it.

Topic label:"
3,5,openai/gpt-5.5,0.0,64,"interior, carbon, fiber, leather, carbon fiber, materials, design, panel, high, beautiful",Premium Interior Materials,premium interior materials,,"You label BERTopic topics for an electric vehicle research corpus. Return one concise English topic label, 2 to 6 words. Prefer EV meaning when present. Do not explain.","Topic ID: 3
Keywords: interior, carbon, fiber, leather, carbon fiber, materials, design, panel, high, beautiful
Representative snippets:
- And if you really want to up the the Annie, opt for the NSX inspired ultra suede trimmed sport seat on the a-spec package engineered with lateral grip to keep you firmly planted in your seat.
- And then when you go to the interior it only gets better.
- Where you're greeted with this premium cabin and precision craftsmanship. I mean take for instance the steering wheel.
- Beautifully stitched, beautiful leather. These seats, 12-way adjustable, heated and ventilated, soft Milano leather.
- the cool features of this car It's got like several different electric motors and all that dude Dude, this is a carbon, this is an indestructible roof. Dude, they got a carbon fiber engine? Wow.
- That sounds like magic The floor plates under your feet are made out of carbon fiber I it I've never in my life heard of a car that's even remotely similar to this. Can I drive it? I just want to drive it.

Topic label:","SYSTEM:
You label BERTopic topics for an electric vehicle research corpus. Return one concise English topic label, 2 to 6 words. Prefer EV meaning when present. Do not explain.

USER:
Topic ID: 3
Keywords: interior, carbon, fiber, leather, carbon fiber, materials, design, panel, high, beautiful
Representative snippets:
- And if you really want to up the the Annie, opt for the NSX inspired ultra suede trimmed sport seat on the a-spec package engineered with lateral grip to keep you firmly planted in your seat.
- And then when you go to the interior it only gets better.
- Where you're greeted with this premium cabin and precision craftsmanship. I mean take for instance the steering wheel.
- Beautifully stitched, beautiful leather. These seats, 12-way adjustable, heated and ventilated, soft Milano leather.
- the cool features of this car It's got like several different electric motors and all that dude Dude, this is a carbon, this is an indestructible roof. Dude, they got a carbon fiber engine? Wow.
- That sounds like magic The floor plates under your feet are made out of carbon fiber I it I've never in my life heard of a car that's even remotely similar to this. Can I drive it? I just want to drive it.

Topic label:"
3,6,openai/gpt-5.5,0.0,64,"interior, carbon, fiber, leather, carbon fiber, materials, design, panel, high, beautiful",Interior Materials Design,interior materials design,,"You label BERTopic topics for an electric vehicle research corpus. Return one concise English topic label, 2 to 6 words. Prefer EV meaning when present. Do not explain.","Topic ID: 3
Keywords: interior, carbon, fiber, leather, carbon fiber, materials, design, panel, high, beautiful
Representative snippets:
- And if you really want to up the the Annie, opt for the NSX inspired ultra suede trimmed sport seat on the a-spec package engineered with lateral grip to keep you firmly planted in your seat.
- And then when you go to the interior it only gets better.
- Where you're greeted with this premium cabin and precision craftsmanship. I mean take for instance the steering wheel.
- Beautifully stitched, beautiful leather. These seats, 12-way adjustable, heated and ventilated, soft Milano leather.
- the cool features of this car It's got like several different electric motors and all that dude Dude, this is a carbon, this is an indestructible roof. Dude, they got a carbon fiber engine? Wow.
- That sounds like magic The floor plates under your feet are made out of carbon fiber I it I've never in my life heard of a car that's even remotely similar to this. Can I drive it? I just want to drive it.

Topic label:","SYSTEM:
You label BERTopic topics for an electric vehicle research corpus. Return one concise English topic label, 2 to 6 words. Prefer EV meaning when present. Do not explain.

USER:
Topic ID: 3
Keywords: interior, carbon, fiber, leather, carbon fiber, materials, design, panel, high, beautiful
Representative snippets:
- And if you really want to up the the Annie, opt for the NSX inspired ultra suede trimmed sport seat on the a-spec package engineered with lateral grip to keep you firmly planted in your seat.
- And then when you go to the interior it only gets better.
- Where you're greeted with this premium cabin and precision craftsmanship. I mean take for instance the steering wheel.
- Beautifully stitched, beautiful leather. These seats, 12-way adjustable, heated and ventilated, soft Milano leather.
- the cool features of this car It's got like several different electric motors and all that dude Dude, this is a carbon, this is an indestructible roof. Dude, they got a carbon fiber engine? Wow.
- That sounds like magic The floor plates under your feet are made out of carbon fiber I it I've never in my life heard of a car that's even remotely similar to this. Can I drive it? I just want to drive it.

Topic label:"
3,7,openai/gpt-5.5,0.0,64,"interior, carbon, fiber, leather, carbon fiber, materials, design, panel, high, beautiful",Interior Materials Design,interior materials design,,"You label BERTopic topics for an electric vehicle research corpus. Return one concise English topic label, 2 to 6 words. Prefer EV meaning when present. Do not explain.","Topic ID: 3
Keywords: interior, carbon, fiber, leather, carbon fiber, materials, design, panel, high, beautiful
Representative snippets:
- And if you really want to up the the Annie, opt for the NSX inspired ultra suede trimmed sport seat on the a-spec package engineered with lateral grip to keep you firmly planted in your seat.
- And then when you go to the interior it only gets better.
- Where you're greeted with this premium cabin and precision craftsmanship. I mean take for instance the steering wheel.
- Beautifully stitched, beautiful leather. These seats, 12-way adjustable, heated and ventilated, soft Milano leather.
- the cool features of this car It's got like several different electric motors and all that dude Dude, this is a carbon, this is an indestructible roof. Dude, they got a carbon fiber engine? Wow.
- That sounds like magic The floor plates under your feet are made out of carbon fiber I it I've never in my life heard of a car that's even remotely similar to this. Can I drive it? I just want to drive it.

Topic label:","SYSTEM:
You label BERTopic topics for an electric vehicle research corpus. Return one concise English topic label, 2 to 6 words. Prefer EV meaning when present. Do not explain.

USER:
Topic ID: 3
Keywords: interior, carbon, fiber, leather, carbon fiber, materials, design, panel, high, beautiful
Representative snippets:
- And if you really want to up the the Annie, opt for the NSX inspired ultra suede trimmed sport seat on the a-spec package engineered with lateral grip to keep you firmly planted in your seat.
- And then when you go to the interior it only gets better.
- Where you're greeted with this premium cabin and precision craftsmanship. I mean take for instance the steering wheel.
- Beautifully stitched, beautiful leather. These seats, 12-way adjustable, heated and ventilated, soft Milano leather.
- the cool features of this car It's got like several different electric motors and all that dude Dude, this is a carbon, this is an indestructible roof. Dude, they got a carbon fiber engine? Wow.
- That sounds like magic The floor plates under your feet are made out of carbon fiber I it I've never in my life heard of a car that's even remotely similar to this. Can I drive it? I just want to drive it.

Topic label:"
3,8,openai/gpt-5.5,0.0,64,"interior, carbon, fiber, leather, carbon fiber, materials, design, panel, high, beautiful",Premium Interior Materials,premium interior materials,,"You label BERTopic topics for an electric vehicle research corpus. Return one concise English topic label, 2 to 6 words. Prefer EV meaning when present. Do not explain.","Topic ID: 3
Keywords: interior, carbon, fiber, leather, carbon fiber, materials, design, panel, high, beautiful
Representative snippets:
- And if you really want to up the the Annie, opt for the NSX inspired ultra suede trimmed sport seat on the a-spec package engineered with lateral grip to keep you firmly planted in your seat.
- And then when you go to the interior it only gets better.
- Where you're greeted with this premium cabin and precision craftsmanship. I mean take for instance the steering wheel.
- Beautifully stitched, beautiful leather. These seats, 12-way adjustable, heated and ventilated, soft Milano leather.
- the cool features of this car It's got like several different electric motors and all that dude Dude, this is a carbon, this is an indestructible roof. Dude, they got a carbon fiber engine? Wow.
- That sounds like magic The floor plates under your feet are made out of carbon fiber I it I've never in my life heard of a car that's even remotely similar to this. Can I drive it? I just want to drive it.

Topic label:","SYSTEM:
You label BERTopic topics for an electric vehicle research corpus. Return one concise English topic label, 2 to 6 words. Prefer EV meaning when present. Do not explain.

USER:
Topic ID: 3
Keywords: interior, carbon, fiber, leather, carbon fiber, materials, design, panel, high, beautiful
Representative snippets:
- And if you really want to up the the Annie, opt for the NSX inspired ultra suede trimmed sport seat on the a-spec package engineered with lateral grip to keep you firmly planted in your seat.
- And then when you go to the interior it only gets better.
- Where you're greeted with this premium cabin and precision craftsmanship. I mean take for instance the steering wheel.
- Beautifully stitched, beautiful leather. These seats, 12-way adjustable, heated and ventilated, soft Milano leather.
- the cool features of this car It's got like several different electric motors and all that dude Dude, this is a carbon, this is an indestructible roof. Dude, they got a carbon fiber engine? Wow.
- That sounds like magic The floor plates under your feet are made out of carbon fiber I it I've never in my life heard of a car that's even remotely similar to this. Can I drive it? I just want to drive it.

Topic label:"
3,9,openai/gpt-5.5,0.0,64,"interior, carbon, fiber, leather, carbon fiber, materials, design, panel, high, beautiful",Interior Materials & Design,interior materials design,,"You label BERTopic topics for an electric vehicle research corpus. Return one concise English topic label, 2 to 6 words. Prefer EV meaning when present. Do not explain.","Topic ID: 3
Keywords: interior, carbon, fiber, leather, carbon fiber, materials, design, panel, high, beautiful
Representative snippets:
- And if you really want to up the the Annie, opt for the NSX inspired ultra suede trimmed sport seat on the a-spec package engineered with lateral grip to keep you firmly planted in your seat.
- And then when you go to the interior it only gets better.
- Where you're greeted with this premium cabin and precision craftsmanship. I mean take for instance the steering wheel.
- Beautifully stitched, beautiful leather. These seats, 12-way adjustable, heated and ventilated, soft Milano leather.
- the cool features of this car It's got like several different electric motors and all that dude Dude, this is a carbon, this is an indestructible roof. Dude, they got a carbon fiber engine? Wow.
- That sounds like magic The floor plates under your feet are made out of carbon fiber I it I've never in my life heard of a car that's even remotely similar to this. Can I drive it? I just want to drive it.

Topic label:","SYSTEM:
You label BERTopic topics for an electric vehicle research corpus. Return one concise English topic label, 2 to 6 words. Prefer EV meaning when present. Do not explain.

USER:
Topic ID: 3
Keywords: interior, carbon, fiber, leather, carbon fiber, materials, design, panel, high, beautiful
Representative snippets:
- And if you really want to up the the Annie, opt for the NSX inspired ultra suede trimmed sport seat on the a-spec package engineered with lateral grip to keep you firmly planted in your seat.
- And then when you go to the interior it only gets better.
- Where you're greeted with this premium cabin and precision craftsmanship. I mean take for instance the steering wheel.
- Beautifully stitched, beautiful leather. These seats, 12-way adjustable, heated and ventilated, soft Milano leather.
- the cool features of this car It's got like several different electric motors and all that dude Dude, this is a carbon, this is an indestructible roof. Dude, they got a carbon fiber engine? Wow.
- That sounds like magic The floor plates under your feet are made out of carbon fiber I it I've never in my life heard of a car that's even remotely similar to this. Can I drive it? I just want to drive it.

Topic label:"
