Topic,Count,Name,Representation,Representative_Docs
9,290,9_new_warranty_fleet_safety,"['new', 'warranty', 'fleet', 'safety', 'best', 'limited', 'better']","[""Introducing the 2018 Hyundai Sonata. Newly redesigned, it's our best Sonata ever."", ""I had a really great time, and I can't wait to jump behind the wheel of one of these vehicles, hopefully very soon. The 2018 Hyundai Sonata, our best Sonata ever."", ""But it's not just about looks, is it? When it comes to performance, the 2020 Hyundai Sonata comes standard.""]"
10,257,10_tron_quattro_new_electric,"['tron', 'quattro', 'new', 'electric', 'design', 'car', 'luxury', 'signature']","['Doing them right when the time is right. And the time is right for electric to go Audi.', 'This car should have something which no other Audi is going to have.', ""So there's a first time for everything to be done the Audi way.""]"
11,189,11_new_generation_brand_compact,"['new', 'generation', 'brand', 'compact', 'safety', 'features', 'design', 'segment', 'sedan']","['I cannot wait for you to drive the all-new Elantra. Thank you.', ""But let's just say it'll be the most powerful Elantra ever. You know, it's such a huge story with the Elantra and so much excitement around the brand."", 'And they work just as well for our all-new Elantra at ground level.']"
12,187,12_hour_range_kilometers_seconds,"['hour', 'range', 'kilometers', 'seconds', 'electric', 'speed', 'battery', 'km']","['That is more than a 3.5 kilometers per hour speed. Correct.', 'With a 6.6, you can get 20 miles of range within one hour.', 'And even the base Model 3 will do 0 to 60 miles an hour or 0 to 100 kilometers an hour in less than six seconds.']"
13,178,13_nissan_leaf_new_intelligent,"['nissan', 'leaf', 'new', 'intelligent', 'mobility', 'technology', 'world', 'technologies']","['While the current Nissan LEAF was the EV pioneer, the new Nissan LEAF has the real potential to become the core of the company.', 'He will talk about the expectations of the new Nissan LEAF and explain what Nissan Intelligent Mobility is all about.', 'ProPILOT and ePEDAL in the new Nissan Leaf are great examples of Nissan Intelligent Driving.']"
14,154,14_electric_car_brand_performance,"['electric', 'car', 'brand', 'performance', 'customer', 'pure', 'cars', 'production', 'heart', 'space']","['Polestar stands for pure, progressive performance. And this is our first product, Polestar 1.', 'Now, looking at the lineup of Polestar 1, Polestar 2 and Polestar 3, you get a very good idea of the scope of our brand.', ""Polestar. So, this great awesome design became our Polestar 2, and we're going to show it to you in a minute.""]"
15,151,15_supercar_new_standard_brand,"['supercar', 'new', 'standard', 'brand', 'performance', 'driver', 'unique', 'features']","['I led a team of young engineers developing the body of a new supercar that would become the Acura NSX.', 'So while we created this NSX concept for our customers, you might see NSX on the racetrack as well.', ""here, the all-new Acura NSX. NSX Global Development Leader, Ted Klaus. Morning everyone, it's been my honor to lead development for this new Acura supercar, the next generation NSX.""]"
16,150,16_infinity_new_brand_performance,"['infinity', 'new', 'brand', 'performance', 'market', 'design', 'future', 'look']","[""The Q50 is the latest premium performance sedan from Infiniti. The Q50 is longer, lower, and wider than Infiniti's previous G37 sedan, and it has world's first advances for the luxury market."", ""Hello, I'm Jane, a product specialist for Infiniti, and this is the all-new Infiniti Q50."", 'So ladies and gentlemen, please welcome the new Infiniti Q50. Here it is, the new Infiniti Q50.']"
17,149,17_battery_temperature_lithium_cold,"['battery', 'temperature', 'lithium', 'cold', 'batteries', 'cooling', 'pack', 'ion', 'cells', 'iron']","['Through the center of the car, we have a dominant center console, which houses the lithium ion battery pack, which is very large, and therefore the chassis is specifically designed to house this battery pack.', ""Okay, so we're looking up on the underside of the battery pack."", ""cars you know the battery race continues here you are breaking away with lithium iron yeah it's the same family of chemistry in the lithium chemistry but we're using lithium iron instead of lithium ion or lithium ion phosphate so we give up a little bit of power density but it's a much safer battery pack we don't have runaway thermal issues if you'll remember a few years ago there were laptop computers that were catching on fire that was""]"
18,128,18_hybrid_plug_hybrids_electric,"['hybrid', 'plug', 'hybrids', 'electric', 'fuel', 'car', 'technology']","[""At the same time though, let's not forget it's still a plug-in hybrid."", ""No, I have to tell you the plug-in hybrid, whether it's the Sonata plug-in hybrid that we just launched a few months ago or the IONIQ plug-in hybrid, it gives you the best of everything."", 'So the most progressive sports car of the world was a plug-in hybrid or is a plug-in hybrid.']"
