Topic,Count,Name,Representation,Representative_Docs
9,165,9_drive_driving_car_truck,"['drive', 'driving', 'car', 'truck', 'driver', 'drive car', 'driven', 'roads', 'fun', 'thing']","['You should let me drive the car. How was his driving? The car is incredible.', 'Can I drive it? I just want to drive it. Really?', 'When do I get to drive it? How about right now?']"
10,136,10_polestar_car_brand_electric,"['polestar', 'car', 'brand', 'electric', 'volvo', 'china', 'electric car', 'customer', 'powerful', 'pouch']","['Polestar stands for pure, progressive performance. And this is our first product, Polestar 1.', 'Bye-bye, Dumbo. Next, let me show you around inside Polestar 2. Now, how do we get in?', ""So, this great awesome design became our Polestar 2, and we're going to show it to you in a minute. But there's another reason why this is a truly exciting day for us here today, because Polestar 2 is our first pure electric Polestar, a true battery electric car. Now, Polestar is dedicated to electric mobility.""]"
11,128,11_prius_prius prime_prime_hybrid,"['prius', 'prius prime', 'prime', 'hybrid', 'toyota', 'efficiency', 'plug', 'available', 'seats', 'combined']","[""And when operating as a hybrid, Prius Prime's EPA-estimated rating of up to 52 miles per gallon combined ensures that the fuel stops are few, allowing the adventures to go on even longer. Boasting a flowing silhouette and a striking front fascia accentuated by standard LED exterior lighting, Prius Prime makes a bold statement. Additionally, standard 17-inch alloy wheels and available 19-inch wheels enhance Prius Prime's sporty appearance while hinting at its athletic performance."", ""Prius 3 Touring, Prius 4, and Prius 4 Touring add soft text-trimmed front seats. Prius 4 and Prius 4 Touring also add heated front seats for added comfort and a touch of elegance, as well as an 8-way power driver's seat with power lumbar support. Always quick to demonstrate its versatility, Prius's 60-40 split fold-down rear seats incorporate a fold-down center armrest for added comfort and convenience."", ""Stay tuned to learn more about Prius Prime later in the video, but for now, let's find out more about Prius. The latest Prius generation offers six distinct takes on the hybrid experience. First, L-Eco boasts the best fuel efficiency of the entire Prius lineup, while also having the lowest starting price.""]"
12,108,12_infiniti_q50_infinity_brand,"['infiniti', 'q50', 'infinity', 'brand', 'new', 'market', 'performance', 'future', 'johan', 'technology']","[""Technology. Ever wonder who's in command? In an Infiniti Q50 there's no question."", ""Hello, I'm Jane, a product specialist for Infiniti, and this is the all-new Infiniti Q50. If the Q50 name is new to you, you can be assured it's not going to be unfamiliar for long. The Q50 is the latest premium performance sedan from Infiniti."", 'So today, the Q50 has yet again moved forward to the next level, becoming even better and more advanced. So ladies and gentlemen, please welcome the new Infiniti Q50. Here it is, the new Infiniti Q50.']"
13,108,13_mustang_mach_mustang mach_ford,"['mustang', 'mach', 'mustang mach', 'ford', 'vehicle', 'drive', 'proportions', 'customers', 'electric', 'different']","[""So now it's time to take a closer look at what it's like actually living with the Mustang Mach-E. And over to my first guest, he is the Mustang Mach-E product manager for Europe, a fellow EV enthusiast, and someone who's been very fortunate to actually live with the Mustang Mach-E prototype for a while now. Stefan Tiniman, welcome, so good to see you. Hello, Nikki."", ""And, you know, the other thing is, is that once we knew we were really able to deliver Mustang performance, then the let's say the excitement, the enthusiasm around delivering our first all electric vehicle as a Mustang just got turned to 11. what we first called Mustang-inspired proposals, but these actually became very quickly the Mustang Mach-E proposals."", 'I got my first Mustang before I could even drive. My Mustang is everything to me. I grew up in Vietnam and my first image of a Mustang was everything that I thought was great about America.']"
14,106,14_eqs_eqe_eq_mercedes,"['eqs', 'eqe', 'eq', 'mercedes', 'mercedes eq', 'new eqs', 'electric', 'new', 'new eqe', 'amg']","[""My name is Amanda Stretton and today we've got something very special for you. So join me as I get to spend the day with the new EQE by Mercedes EQ. The EQE is the latest all electric business saloon by Mercedes EQ with its cutting edge exterior design and truly pioneering levels of engineering."", ""So EQE, newest member of Mercedes EQ. Walking up to it, it's a familiar design language. Yeah, the EQS and the EQE share a lot of the same design signatures that make it true to the Mercedes EQ family."", 'The all electric EQE.']"
15,100,15_president_ladies_vice_vice president,"['president', 'ladies', 'vice', 'vice president', 'mr', 'america', 'manager', 'product', 'chief', 'tesla']","[""And we are all very proud of it. And now, to share some of the engineering advances, please welcome the Vice President of Corporate Product Planning at Hyundai Motor America, Mike O'Brien. Thank you, Peter."", 'Ladies and gentlemen, the Senior Vice President and General Manager of the Acura Division, Mr. Mike Accovetti. Good morning. Hi, everyone.', ""We've assembled the right group of people here to help make today newsworthy and productive for you, including key members of our executive team. Joining us are Michael Simcoe, Vice President of GM Global Design, Helen Emsley, Executive Director of Global Buick and GMC Design, Mark Royce, Executive Vice President of GM Global Product Development, And Alan Beattie, President of GM North America, will also be joining us shortly.""]"
16,90,16_corolla_corolla hybrid_hybrid_toyota,"['corolla', 'corolla hybrid', 'hybrid', 'toyota', 'safety', 'apex', 'available', 'new corolla', 'features', 'assist']","[""This is the all-new 12th generation Toyota Corolla. Building on over 50 years of sales in the US, the 2020 Corolla sedan joins Corolla hatchback as one of the latest vehicles to be enhanced by the Toyota New Global Architecture, or TNGA. This new platform helps enhance Corolla's fun-to-drive charisma, while still maintaining the model's legendary value and dependability."", ""When these advanced features are considered, it's clear that Corolla is a seriously high-tech compact. Beyond comfort, Corolla's onboard technology puts a big emphasis on safety. Every Toyota Corolla comes with Toyota Safety Sense 3.0, which includes Pre-Collision System with Pedestrian Detection, Lane Departure Alert with Steering Assist, Automatic High Beams, Full-Speed Range Dynamic Radar Cruise Control, Lane Tracing Assist, Road Sign Assist, and Proactive Driving Assist."", ""Well you do! but it's fun to have that back out there and you know there's just not that many offering them anymore but you can get one in a Corolla and just like we made Corolla hatchback greater than ever we're doing the same with the all-new Corolla sedan but before we unveil this car I want to share some important features that you're not going to see when we pull back the silks and they're all focused on safety the new Corolla comes standard with second generation Toyota Safety Sense or TSS Okay, I know.""]"
17,89,17_door_open_cover_tailgate,"['door', 'open', 'cover', 'tailgate', 'hood', 'release', 'place', 'close', 'trunk', 'pull']","['The cargo cover can then be placed inside like this. Next, remove the cover attached to the tailgate. Place your hands around the lower edge of the cover and pull to unclip.', 'For convenient and easy access to both front and rear, The i3 doors are designed to open outward with no obstructions to the passenger compartment. To open the rear door, pull the handle here. Always close the rear door first.', ""Once at the hood, reach in and press the tab to release the locking mechanism and open the hood. The tailgate on the i3 can be opened from both inside and outside the vehicle. To open the tailgate from inside, press the button in the driver's footwell.""]"
18,89,18_crown_toyota crown_toyota_platinum,"['crown', 'toyota crown', 'toyota', 'platinum', 'performance', 'japan', 'sedan', 'new crown', 'available', 'platinum grade']","['Toyota Crown sets the bar for premium sedans. With its distinct lift-up appearance and an all-hybrid electric powertrain lineup, this icon redefines the sedan. Available in four grades with standard all-wheel drive, XLE, Limited, the new Nightshade Edition, and Platinum, the 2025 Toyota Crown wraps upscale appointments, comfort, and performance into a striking package.', 'Toyota Crown sets the bar for premium sedans. With its distinct lift-up appearance and an all-hybrid electric powertrain lineup, this icon redefines the sedan across all fronts. Available in three grades, XLE, Limited, and Platinum, all of which come standard with all-wheel drive, Toyota Crown emphasizes upscale appointments, comfort, and performance wrapped in an eye-catching package unlike anything else.', ""Take all of these factors together and it's clear that Toyota Crown is a leader, an electrified flagship packed with style, performance, and technology. Discover Toyota Crown today at toyota.com.""]"
19,82,19_connect_audio_wireless_available,"['connect', 'audio', 'wireless', 'available', 'audio multimedia', 'multimedia', 'compatibility', 'toyota', 'standard', 'touchscreen']","['It also packs intuitive technologies that keep everyone connected. Every Grand Highlander comes standard with the Toyota Audio Multimedia Platform with a 12.3-inch touchscreen and includes standard wireless compatibility for Apple CarPlay, which connects drivers to the apps on their iPhone, including maps, messages, podcasts, and music subscriptions. In addition, wireless Android Auto compatibility makes it easy to stay connected to Android devices and access various apps and services from Google, including YouTube Music and Google Maps.', 'Toyota Crown features the newest technologies from Toyota. Every grade comes standard with the latest Toyota Audio Multimedia platform with a 12.3-inch touchscreen, and includes standard wireless compatibility for Apple CarPlay, which connects drivers to the apps on their iPhone, including maps, messages, podcasts, and music subscriptions. In addition, wireless Android Auto compatibility makes it easy to stay connected to Android devices and access various apps and services from Google, including YouTube Music and Google Maps.', 'When it comes to cutting-edge connectivity, Prius delivers thanks to the intuitive Toyota Audio Multimedia platform. Featuring an 8-inch or an available 12.3-inch touchscreen, it includes standard wireless compatibility for Apple CarPlay, which connects drivers to the apps on their iPhone, including maps, messages, podcasts, and music subscriptions. In addition, wireless Android Auto compatibility makes it easy to stay connected to Android devices and access various apps and services from Google, including YouTube Music and Google Maps.']"
20,80,20_amg_gt_amg gt_door,"['amg', 'gt', 'amg gt', 'door', 'gt door', 'gt3', 'amg line', 'door coupe', 'steering', 'coupe']","[""AMG Drive Unit's steering wheel buttons can also be used to toggle between different settings for other features. For instance, exhaust flaps for the AMG Performance Exhaust, if equipped, or to enable manual shifting mode. Now, let's get inside the GT 63 S and take a look at some of the interior innovations that are now standard for the entire AMG GT model line."", ""You are a GT owner yourself. Yeah. So you're the perfect person to ask what is the essence of an AMG GT and what makes this so AMG?"", 'The AMG of AMGs.']"
21,79,21_taycan_porsche_turbo_electric,"['taycan', 'porsche', 'turbo', 'electric', 'sports', 'sports car', 'porsche electric', 'car', 'spyder', 'alex']","['With a wide range of colour options, exterior differentiation and interiors, you can make the Taycan truly yours. The sound has always been a critical part of the Porsche driving experience, and with the Taycan we had to develop a new sound signature that was futuristic, yet authentic. The Porsche electric sport sound gives the Taycan a distinctive and emotional sound signature, making it a true Porsche.', 'At the end of the day, the most important thing about the Taycan is it is still a true Porsche sports car. It has the soul of a Porsche electrified.', ""So we've decided to do the next best thing and bring the Taycan to you. I'm here with the stars of the show, the Taycan Turbo S and the Taycan 4S. Our product manager for the Taycan, Pavel Sperin, is on hand to give you a quick tour of some of the key highlights of the two vehicles and also give you some insight into what it's like to own a new Porsche Taycan.""]"
22,77,22_battery_lithium_ion_lithium ion,"['battery', 'lithium', 'ion', 'lithium ion', 'batteries', 'battery pack', 'pack', 'iron', 'cooling', 'cells']","[""As you go down Through the car, you'll see it has a lot of spotty shape. You get to the back of the car, you see the big haunches on the rear, how the car really sits on its wheels, very dynamic, very powerful. Through the center of the car, we have a dominant center console, which houses the lithium ion battery pack, which is very large, and therefore the chassis is specifically designed to house this battery pack."", ""cars you know the battery race continues here you are breaking away with lithium iron yeah it's the same family of chemistry in the lithium chemistry but we're using lithium iron instead of lithium ion or lithium ion phosphate so we give up a little bit of power density but it's a much safer battery pack we don't have runaway thermal issues if you'll remember a few years ago there were laptop computers that were catching on fire that was the lithium ion chemistry because they continue to be used today yeah and if If you have a proper cooling system, you're fine."", ""The i3's lithium-ion battery pack is encased in a sealed aluminum shell that is fully integrated into the underbody of the vehicle. The battery consists of eight separate modules, each consisting of 12 lithium-ion cells. Each of the eight modules weighs approximately 55 pounds for easy shipping and storage.""]"
23,73,23_highlander_grand highlander_standard_hybrid,"['highlander', 'grand highlander', 'standard', 'hybrid', 'grand', 'grade', 'available', 'platinum', 'row', 'heated']","[""Highlander doesn't come up short on comfort offerings either, with standard three-zone automatic climate control, several available features like heated and ventilated front seats, heated second-row seats, and heated steering wheel, and even standard leather-trimmed seating on Limited and Platinum grades. And speaking of seating, Highlander XLE, Limited, and Platinum all now include a front passenger seat with 8-way power adjustability for 2022."", 'Toyota Grand Highlander redefines the family SUV with its clean, sophisticated design and impressive versatility. Featuring seating for up to eight and intuitive technologies that are designed to help keep everyone connected and safe on the road, Grand Highlander is all about making the journey fun and easy. Together with its three responsive powertrain choices, as well as the added traction of available all-wheel drive, Grand Highlander is the ultimate SUV.', 'Discover Highlander today on toyota.com slash Highlander.']"
24,72,24_k27_america_auto evolution_ev,"['k27', 'america', 'auto evolution', 'ev', 'electric', 'affordable', 'evolution', 'vehicles', 'inventory', 'electric vehicles']","[""Now you know what we mean when we say candy is the auto evolution for all. As you can see, Candy America is committed to offering the most affordable vehicles on the U.S. market, so anyone who wants to drive one can do so. Now, let's take a look at the model K23."", ""It's not a typo. The K27 really is that affordable. Introducing the all-electric Kandy K27."", 'Today, after much anticipation and with growing market demand, we are proud to announce that Candy is enabling the auto evolution for all with its line of affordable electric vehicles. We are excited to present the first two models of our electric vehicles, K23 and K27, for the U.S. market, which are currently the most affordable models on the market. Today we mark this event as a milestone for the new era.']"
25,68,25_black_color_red_colors,"['black', 'color', 'red', 'colors', 'tone', 'sport', 'blue', 'orange', 'beautiful', 'kicks']","[""F-Sport's interior differentiates itself with distinctive standard features such as a black Nulux interior, metal scuff plates with a black Lexus logo, and aluminum sport pedals. A perforated leather-wrapped shift knob and steering wheel and silver dash panel trim are all new for 2014. To top it all off, a fully equipped F-Sport can still cost significantly less than a comparably equipped CLA."", ""The F-Sport model's fun-to-drive personality is seen through its unique LFA-inspired high-tech interior that includes bolstered sport seats with distinctive stitching, G-meter and turbo boost gauge, perforated leather-wrapped steering wheel with paddle shifters, perforated leather-wrapped shift knob, black headliner, unique interior trim, aluminum sport pedals and scuff plates, Rioja Red as an exclusive interior color choice, and active sound control that audibly enhances engine notes for that fun-to-drive experience."", ""Ultrasonic blue and ultra-white are exterior colors exclusive to F-Sport models. The Red Line Red you see here is an all-new color that replaces Matador Red Mica. It's available on all CTs.""]"
26,65,26_nsx_acura_supercar_performance,"['nsx', 'acura', 'supercar', 'performance', 'new', 'ilx', 'brief', 'sports', 'sport hybrid', 'manufacturing']","['Now our US R&D team is leading a global group in developing the NSX, which will be produced at our new performance manufacturing center in Ohio. The original Acura NSX debuted in America 25 years ago next month. NSX stood for new sports experimental, but when it proved to be no experiment, the name stuck and NSX redefined what it meant to be a supercar.', ""here, the all-new Acura NSX. NSX Global Development Leader, Ted Klaus. Morning everyone, it's been my honor to lead development for this new Acura supercar, the next generation NSX."", 'To me the NSX is an epiphany. This car is awesome.']"
27,61,27_sound_quiet_noise_sounds,"['sound', 'quiet', 'noise', 'sounds', 'exhaust', 'silence', 'acoustic', 'car sound', 'cook', 'ear']","[""Well, I'm just excited. That sound is amazing. What is it?"", ""Don't say that. Sound, sound, sound. Feel it, feel it."", ""And it's interesting. It's a noise that's meant to sound like an AMG while not trying to sound like an internal combustion engine. Why don't we step on the gas and you'll hear what I'm talking about.""]"
28,58,28_buick_brand_lacrosse_sportback,"['buick', 'brand', 'lacrosse', 'sportback', 'buick brand', 'market', 'new', 'china', 'lineup', 'sell']","[""We really appreciate it. Now before I tell you about this brand new Regal Sportback, I'd like to offer some quick thoughts on the Buick brand. As some of you may know, I'm a Buick guy from way back."", 'The new Buick Regal is The next step in transforming the Buick brand into what many of us at General Motors over the last 10 years have hoped that we could make the Buick brand be. Are we going to unveil this car together? We are.', ""It's what Buick is and where Buick is going. It's a great example of why Buick attracts more Conquest customers than any GM brand. And it's emblematic of the kind of excitement Buick will offer as it continues its new vehicle rollout with a dozen more to come globally by 2020.""]"
29,57,29_clarity_electrified_honda_fuel cell,"['clarity', 'electrified', 'honda', 'fuel cell', 'plug', 'electrified vehicles', 'cell', 'series', 'vehicles', 'fuel']","[""Hello, everyone. We're thrilled to bring you this first look at our innovative new Clarity series. The Clarity fuel cell, Clarity electric, and Clarity plug-in hybrid."", ""Today we're proud and excited to showcase our entire Clarity series of electrified vehicles with the focus on the world debut of the Clarity Electric and Clarity Plug-in Hybrid. We kicked off the launch last December with the first deliveries of the Clarity fuel cell to customers in Southern and Northern California."", ""Today we're proud and excited to showcase our entire Clarity series of electrified vehicles with the focus on the world debut of the Clarity Electric and Clarity Plug-in Hybrid. We kicked off the launch last December with the first deliveries of the Clarity fuel cell to customers in Southern and Northern California.""]"
30,56,30_pedal_braking_brake_accelerator,"['pedal', 'braking', 'brake', 'accelerator', 'regenerative', 'regenerative braking', 'energy', 'battery', 'brakes', 'regen']","['The e-pedal allows you to start decelerate and hold the car with just one pedal. Releasing the accelerator results in cooperative control of regenerative brake and friction brake that stabilizes braking force. You can also hold the car on the hill without stepping on the brakes thanks to the friction brake.', 'i-Pedal 3.0 allows you to speed up, slow down, or even come to a complete stop, all just using the accelerator pedal. It also captures energy that would normally be lost when braking, helping to maximize efficiency. And now, i-Pedal 3.0 works in reverse.', 'Press the accelerator pedal and you surge forward, experiencing the instantaneous torque that only the advanced electric drive powertrain of eDrive can deliver. E-Drive technology also has the advantage of one-pedal driving. Release the accelerator pedal and feel the instant braking effect of brake energy recuperation.']"
31,56,31_air_turn_temperature_degrees,"['air', 'turn', 'temperature', 'degrees', 'control', 'zone', 'climate', 'button', 'blow', 'automatic climate']","[""You can't just turn it to, say, warm or cold to have something happen, or just turn on the fan. because the fan will blow, but it won't actually blow warm or cold air. You actually have to engage either the heat from the right button or the AC from the left button."", 'They added in also these new neck heaters that you can manually control and adjust the vent for depending on how tall you are as an individual driving or being a passenger in the vehicle. That is all connected into Lexus Climate Concierge. And another great addition is the open air control, where the system automatically detects whether the top is up or down and pays attention to the sunlight, vehicle speed, and also the outside ambient temperature.', 'They added in also these new neck heaters that you can manually control and adjust the vent for depending on how tall you are as an individual driving or being a passenger in the vehicle. That is all connected into Lexus Climate Concierge. And another great addition is the open air control, where the system automatically detects whether the top is up or down and pays attention to the sunlight, vehicle speed, and also the outside ambient temperature.']"
32,55,32_panamera_porsche_new panamera_wego,"['panamera', 'porsche', 'new panamera', 'wego', 'www', 'net', 'new', 'comfort', 'chassis', 'terms']","['More than ever before, the new Panamera is bringing together two opposing characteristics— the performance of a sports car and the comfort of a luxury saloon. It is this symbiosis that makes the Panamera. The second generation is a completely new development.', 'Panamera Models.', 'The new Panamera. The new Panamera 4. From the exterior, the new Panamera models are immediately recognizable as Porsche vehicles, and therefore as sports cars.']"
33,50,33_pacifica_minivan_chrysler_segment,"['pacifica', 'minivan', 'chrysler', 'segment', 'chrysler pacifica', 'safety', 'new', '2017', 'minivans', 'rating']","['The 2017 Pacifica will be in dealer showrooms this spring and the Pacifica Hybrid later this year. with an all-new architecture, new level of convenience, safety, connectivity, entertainment, cargo, and passenger space unmatched by the competition, all wrapped in a stylish design that will bring pride of ownership to the minivan segment, a no compromise offering, eight passenger seating, or 80 miles per gallon, only from Chrysler. Thank you.', ""The all-new 2017 Chrysler Pacifica delivers on everything our owners said they needed, wanted, and more. So let's take a minute to unbox the innovations you'll find in the new Pacifica. From any angle, it's easy to see that Pacifica makes a bold styling statement."", ""For more than 96 years, Chrysler has been an iconic American automotive brand and one that's earned a reputation for bringing breakthrough innovation and creating new segments for the mainstream market that delight customers. As you know, Chrysler created the minivan segment nearly 40 years ago and has created many award-winning products throughout that time. The Chrysler Pacifica Hybrid was the first and remains the only plug-in hybrid minivan.""]"
