Topic,Count,Name,Representation,Representative_Docs
9,269,9_electric_ev_bolt_vehicles,"['electric', 'ev', 'bolt', 'vehicles', 'bolt ev', 'euv', 'bolt euv', 'electric vehicles', 'cars', 'evs']","['We really appreciate it. There really are a lot of benefits to owning the Bolt EV or the Bolt EUV, both expected and unexpected.', ""So to start us off, you literally brake every time you're in any car, but here on the Bolt EUV and on the Bolt EV, there's something a little different going on."", 'And the best part about it is between the Bolt EUV or Bolt EV and the My Chevrolet app, it does all the hard work for me.']"
10,266,10_kia_ev6_ev_india,"['kia', 'ev6', 'ev', 'india', 'ev9', 'new kia', 'new', 'hyundai', 'ev4', 'customers']","[""EV6 is more than just a new electric vehicle from Kia. It's a messenger for this brand's future."", ""When you drive an EV6, you will not just be driving one of Kia's most inventive designs."", 'We truly believe that the Kia EV6 is an embodiment of the new Kia.']"
11,240,11_amg_eqs_eqe_mercedes,"['amg', 'eqs', 'eqe', 'mercedes', 'gt', 'eq', 'sl', 'new', 'new eqs', 'amg gt']","['The Mercedes-AMG EQS is a new vision for the future of high performance and embodies the motorsports heritage of AMG while delivering a rush of all-electric excitement.', ""Yeah, the AMG EQS, it's an absolute blast. We've got 749 horsepower from the first production electric AMG ever made."", ""I'm about to spend the day with the new EQS by Mercedes EQ.""]"
12,203,12_sound_audio_jbl_speaker,"['sound', 'audio', 'jbl', 'speaker', 'premium', 'premium audio', 'speakers', 'speaker jbl', 'experience', '11']","['For an immersive listening experience, the available 9-speaker JBL premium audio system pumps out tunes in high fidelity.', 'This audio multimedia experience is elevated even further by the available 11-speaker JBL premium audio system, which plays road trip playlists in high fidelity.', 'For an immersive listening experience, the available 11-speaker JBL Premium Audio System offers stunning clarity.']"
13,196,13_ioniq_hyundai_charging_new,"['ioniq', 'hyundai', 'charging', 'new', 'electric', 'fast', 'ultra fast', 'blue link', 'platform', 'egmp']","['IONIQ 5 Limited has a range of 256 miles with all-wheel drive.', ""We are thrilled to introduce you to Hyundai's first ever IONIQ 5."", ""Now, IONIQ 6 is the newest member of the IONIQ family of electric vehicles, and it's built on the same electric global modular platform as our immensely popular IONIQ 5.""]"
14,189,14_class_mercedes_benz_mercedes benz,"['class', 'mercedes', 'benz', 'mercedes benz', 'benz class', 'new mercedes', 'new', 'new class', 'coupe', 'luxury']","[""It's designed just like a love child between a Mercedes-Benz G-Class and a Mercedes-Benz GLS."", 'Absolutely. First of all, the Mercedes-Benz S-Class. We have the all-new Mercedes-Benz S-Class here and the Mercedes-Benz S-Class is the first model that comes to mind as a consumer when we speak of the brand of Mercedes-Benz.', 'Why is that so? Why is the Mercedes-Benz S-Class so special to you?']"
15,178,15_elantra_sonata_accord_camry,"['elantra', 'sonata', 'accord', 'camry', 'hyundai', 'hybrid', 'sonata hybrid', 'new elantra', 'new', 'elantra hybrid']","['And the Hybrid Limited, which is the other Elantra we have here.', ""Now, if you like the sporty design on our Sonata Hybrid Limited, then you're going to love the even sportier design on our Sonata N-Line."", 'Now, speaking of trims, both Elantra and Elantra Hybrid come in a range of them.']"
16,160,16_corolla_safety_assist_toyota,"['corolla', 'safety', 'assist', 'toyota', 'safety sense', 'toyota safety', 'lane', 'sense', 'pre collision', 'detection']","['Every grade comes standard with Toyota Safety Sense 2.5+, which includes Pre-Collision System with Pedestrian Detection, Lane Departure Alert with Steering Assist, Automatic High Beams, Full-Speed Range Dynamic Radar Cruise Control, Lane Tracing Assist, and Road Sign Assist.', ""But Corolla's ingenuity reaches beyond the audio multimedia experience. Every Corolla grade comes standard with Toyota Safety Sense 3.0. which includes pre-collision system with pedestrian detection, lane departure alert with steering assist, automatic high beams, full speed range dynamic radar cruise control, lane tracing assist, road sign assist, and proactive driving assist."", ""Beyond comfort, Corolla's onboard technology puts a big emphasis on safety. Every Toyota Corolla comes with Toyota Safety Sense 3.0, which includes Pre-Collision System with Pedestrian Detection, Lane Departure Alert with Steering Assist, Automatic High Beams, Full-Speed Range Dynamic Radar Cruise Control, Lane Tracing Assist, Road Sign Assist, and Proactive Driving Assist.""]"
17,152,17_prius_prius prime_prime_hybrid,"['prius', 'prius prime', 'prime', 'hybrid', 'toyota', 'connect', 'efficiency', 'plug', 'plug hybrid', 'prius plug']","[""Add all of that together, and it's clear that Prius Prime goes above and beyond, cementing Toyota's electrification leadership. Learn more today at toyota.com slash Prius Prime."", ""Stay tuned to learn more about Prius Prime later in the video, but for now, let's find out more about Prius."", ""And it's easy to see how Prius Prime is ready to take the lead. Learn more today at toyota.com slash Prius Prime.""]"
18,151,18_rav4_rav4 prime_prime_hybrid,"['rav4', 'rav4 prime', 'prime', 'hybrid', 'trd', 'available', 'plug hybrid', 'road', 'plug', 'toyota']","['And it quickly becomes clear that RAV4 Prime lives up to its name. Visit toyota.com slash RAV4 Prime to learn more.', 'Want to learn more? Discover RAV4 Prime Plug-in Hybrid EV today on toyota.com slash RAV4 Prime.', ""RAV4 features a standard 7-inch touchscreen display to control Toyota's Audio Multimedia system, while RAV4 Prime XSE, TRD Off-Road, Hybrid XSE, and Limited all come standard with a 9-inch Audio Multimedia touchscreen, which is the largest ever for RAV4.""]"
19,147,19_pedal_mode_braking_regenerative braking,"['pedal', 'mode', 'braking', 'regenerative braking', 'regenerative', 'brakes', 'brake', 'drive', 'accelerator', 'modes']","[""Yes, that's a great question. So a lot of times when I'm in traffic and I'm in one pedal driving mode and maybe a car in front of me starts to slow down a little bit more than I anticipated, I can reach up and grab the regen on demand paddle and get the maximum amount of regenerative braking available."", 'So in any one of these drive experiences, you can drive in one pedal or in two pedal drive.', 'i-Pedal 3.0 allows you to speed up, slow down, or even come to a complete stop, all just using the accelerator pedal.']"
20,143,20_highlander_grand highlander_toyota_standard,"['highlander', 'grand highlander', 'toyota', 'standard', 'grand', 'multimedia', 'audio multimedia', 'drivers', 'touchscreen', 'audio']","[""Toyota's latest Audio Multimedia platform includes standard wireless compatibility for Apple CarPlay, which connects drivers to the apps on their iPhone, including maps, messages, podcasts, and music subscriptions."", 'Intuitive and cutting-edge, Highlander makes staying connected effortless. Featuring a standard 8-inch or available 12.3-inch touchscreen, the latest Toyota Audio Multimedia platform includes standard wireless compatibility for Apple CarPlay, which connects drivers to the apps on their iPhone, including maps, messages, podcasts, and music subscriptions.', 'Every Grand Highlander comes standard with the Toyota Audio Multimedia Platform with a 12.3-inch touchscreen and includes standard wireless compatibility for Apple CarPlay, which connects drivers to the apps on their iPhone, including maps, messages, podcasts, and music subscriptions.']"
21,134,21_k27_america_evolution_affordable,"['k27', 'america', 'evolution', 'affordable', 'electric', 'pre', 'auto', 'vehicles', 'order', 'ev']","[""Kandy. Auto evolution for all. Now let's head to the garage and take a look at the K27's interior."", 'Talk about an auto evolution for all. Both the Kandy K27 and K23 models are under $20,000 for the first 2,000 pre-orders.', ""The K27 really is that affordable. Introducing the all-electric Kandy K27. That's not a typo.""]"
