topic,rank,representative_text
6,2,"Regardless of grade, though, all Camry models offer standard LED daytime running lights and LED tail lights, as well as available LED headlights with black accents that help drivers not just see, but be seen."
6,3,"Regardless of grade, all models also feature standard LED exterior lighting, including headlights, tail lights, and daytime running lights."
6,4,One new addition is going to be the dynamic matrix design LED headlights.
6,5,There's also going to be a laser headlight option available. Now this vehicle is equipped with the black optic package so the surround of the hexagonal single frame grille is going to be blacked out along with the roof rails as well.
6,6,"If you think about Audi Light we've been introducing innovation constantly, actually thinking out of the box and we thought with digitalization it's time to design out of the box."
7,1,"One day driving a BMW, one day working at BMW, one day developing a BMW of the future."
7,2,This is what the BMW 5 Series is all about. This is the new BMW 5 Series.
7,3,"So now, please enjoy the Grand Tour! Thank you for joining us for the world premiere of the new BMW 5 Series and the new BMW 6 Series."
7,4,"I'll just show you here by entering a navigation command. So I'm saying, take me to Munich into a Leopold Strazer 25."
7,5,"And if you are on a longer trip, like in this case to Munich, you sometimes have human needs cropping up."
7,6,and welcome for the next big product news from BMW and BMW i.
8,1,"Plus, driver assistance features like the standard Blind Spot Monitor with Rear Cross-Traffic Alert and Safe Exit Alert brings added convenience behind the wheel, while available technologies like the front and rear parking assist with automatic braking and the panoramic view monitor help enhance driver confidence when maneuvering in tight spaces."
8,2,"Additionally, the available Blind Spot Monitor with Rear Cross-Traffic Alert is designed to help warn drivers of vehicles in the lanes next to them, while the available Front and Rear Parking Assist with Automatic Braking and Panoramic View Monitor are designed to help drivers maneuver around tight spaces."
8,3,"Additionally, the standard Blind Spot Monitor with Rear Cross Traffic Alert and Safe Exit Alert are designed to help warn drivers if a vehicle has entered a blind spot, while the available Front and Rear Parking Assist with Automatic Braking and Panoramic View Monitor are designed to help drivers maneuver in tight spaces."
8,4,"In this particular case, if you're somebody, you've got a closed lane in a construction site."
8,5,You can see from that symbol to the top left there. Parking information will now also indicate the probability of finding a parking space along the road.
8,6,"It will show the driver the remaining time until the next green phase if he's waiting, for example, at a red traffic light."
9,1,"We really appreciate it. There really are a lot of benefits to owning the Bolt EV or the Bolt EUV, both expected and unexpected."
9,2,"So to start us off, you literally brake every time you're in any car, but here on the Bolt EUV and on the Bolt EV, there's something a little different going on."
9,3,"And the best part about it is between the Bolt EUV or Bolt EV and the My Chevrolet app, it does all the hard work for me."
9,4,The decision to name it just e-tron was to demonstrate how important EV was to our future.
9,5,"While the benefits of EV ownership can be found all around, sometimes it's the simple things that make the biggest daily impact, like preconditioning."
9,6,"That only begins to tell the story of why EV ownership is simply better, and the reasons extend everywhere."
10,1,EV6 is more than just a new electric vehicle from Kia. It's a messenger for this brand's future.
10,2,"When you drive an EV6, you will not just be driving one of Kia's most inventive designs."
10,3,We truly believe that the Kia EV6 is an embodiment of the new Kia.
10,4,"And I can tell you, all model variants will meet the Euro 6D emission standard."
10,5,The E6 offers generous storage space with 580 liters of storage capacity.
10,6,"The E6 also features a Dragonheart center console control panel, which allows the driver to operate the vehicle without taking their eyes off the road, improving safety."
11,1,The Mercedes-AMG EQS is a new vision for the future of high performance and embodies the motorsports heritage of AMG while delivering a rush of all-electric excitement.
11,2,"Yeah, the AMG EQS, it's an absolute blast. We've got 749 horsepower from the first production electric AMG ever made."
11,3,I'm about to spend the day with the new EQS by Mercedes EQ.
11,4,"The e-tron GT interior is defined by two aspects, sportiness and also comfort."
11,5,I did many cars with my team but the e-tron GT is by far the most attractive car I designed in my career.
11,6,This highly emotional coupe is set to delight customers who desire progressive design combined with advanced driving performance.
12,1,"For an immersive listening experience, the available 9-speaker JBL premium audio system pumps out tunes in high fidelity."
12,2,"This audio multimedia experience is elevated even further by the available 11-speaker JBL premium audio system, which plays road trip playlists in high fidelity."
12,3,"For an immersive listening experience, the available 11-speaker JBL Premium Audio System offers stunning clarity."
12,4,The rhythm is completely different. It's a bit like an acceleration. It's telling you you're going to feel something special.
12,5,"And with the available 19 speaker Bang & Olufsen sound system, the A4 can be your own personal concert hall."
12,6,"Thanks to a bigger distance to the engine, the temperature window for exhaust gas processing is extended and that means emissions can, with continuously high exhaust temperatures, for example if you drive swiftly over the motorway, can be best reduced."
13,1,IONIQ 5 Limited has a range of 256 miles with all-wheel drive.
13,2,We are thrilled to introduce you to Hyundai's first ever IONIQ 5.
13,3,"Now, IONIQ 6 is the newest member of the IONIQ family of electric vehicles, and it's built on the same electric global modular platform as our immensely popular IONIQ 5."
13,4,"In 2025, the all-new Charger will also be available as a six-pack with the twin-turbo Hurricane."
13,5,"And as you see, we are working on it, 30,000 fast chargers starting this year."
13,6,"And wireless device charging is right here, which, Gian, is going to come in your Sonata SEL when you have the convenience package."
14,1,It's designed just like a love child between a Mercedes-Benz G-Class and a Mercedes-Benz GLS.
14,2,"Absolutely. First of all, the Mercedes-Benz S-Class. We have the all-new Mercedes-Benz S-Class here and the Mercedes-Benz S-Class is the first model that comes to mind as a consumer when we speak of the brand of Mercedes-Benz."
14,3,Why is that so? Why is the Mercedes-Benz S-Class so special to you?
14,4,"Yeah, we changed the Hofmeister kink for this car, so the coupes should look different."
14,5,so Coupe doesn't have this one. Okay. So this line this lies on the Swiss spots for technique and the design for both.
14,6,"A very precise, compact coupe with amazing dimensions. When we look at the already very sporty 3 Series."
15,1,"And the Hybrid Limited, which is the other Elantra we have here."
15,2,"Now, if you like the sporty design on our Sonata Hybrid Limited, then you're going to love the even sportier design on our Sonata N-Line."
15,3,"Now, speaking of trims, both Elantra and Elantra Hybrid come in a range of them."
15,4,That is a very important pillar. So I will switch to Seungmo.
15,5,"Wow, you can really choose how bold you want to be when it comes to the side of the vehicle."
15,6,So the C2 becomes the Nevada. Everybody at Rimac hopes that the Navera will live up to its name.
16,1,"Every grade comes standard with Toyota Safety Sense 2.5+, which includes Pre-Collision System with Pedestrian Detection, Lane Departure Alert with Steering Assist, Automatic High Beams, Full-Speed Range Dynamic Radar Cruise Control, Lane Tracing Assist, and Road Sign Assist."
16,2,"But Corolla's ingenuity reaches beyond the audio multimedia experience. Every Corolla grade comes standard with Toyota Safety Sense 3.0. which includes pre-collision system with pedestrian detection, lane departure alert with steering assist, automatic high beams, full speed range dynamic radar cruise control, lane tracing assist, road sign assist, and proactive driving assist."
16,3,"Beyond comfort, Corolla's onboard technology puts a big emphasis on safety. Every Toyota Corolla comes with Toyota Safety Sense 3.0, which includes Pre-Collision System with Pedestrian Detection, Lane Departure Alert with Steering Assist, Automatic High Beams, Full-Speed Range Dynamic Radar Cruise Control, Lane Tracing Assist, Road Sign Assist, and Proactive Driving Assist."
16,4,"and that goes beyond its array of 10 airbags. All 8th generation Camry models come standard with Toyota Safety Sense P, an advanced suite of active safety technologies like Pre-Collision System with Pedestrian Detection, Lane Departure Alert with Steering Assist, and more."
16,5,"Camry also offers available safety features like Blind Spot Monitor with Rear Cross-Traffic Alert, as well as Intelligent Clearance Sonar with Rear Cross-Traffic Braking on XLE and XSE models."
16,6,"This is the all-new 12th generation Toyota Corolla. Building on over 50 years of sales in the US, the 2020 Corolla sedan joins Corolla hatchback as one of the latest vehicles to be enhanced by the Toyota New Global Architecture, or TNGA."
17,1,"Add all of that together, and it's clear that Prius Prime goes above and beyond, cementing Toyota's electrification leadership. Learn more today at toyota.com slash Prius Prime."
17,2,"Stay tuned to learn more about Prius Prime later in the video, but for now, let's find out more about Prius."
17,3,And it's easy to see how Prius Prime is ready to take the lead. Learn more today at toyota.com slash Prius Prime.
17,4,"More than 20 years ago, the Toyota Prius changed the automotive landscape when it introduced the world to modern hybrid technology."
17,5,"In the years since it first hit the stage, Prius has grown through four generations, as well as the release of multiple related models."
17,6,"Most recently, the addition of the Prius Primeline rounds out the Prius family by offering a plug-in hybrid variant that allows for all-electric driving for up to 25 miles."
18,1,And it quickly becomes clear that RAV4 Prime lives up to its name. Visit toyota.com slash RAV4 Prime to learn more.
18,2,Want to learn more? Discover RAV4 Prime Plug-in Hybrid EV today on toyota.com slash RAV4 Prime.
18,3,"RAV4 features a standard 7-inch touchscreen display to control Toyota's Audio Multimedia system, while RAV4 Prime XSE, TRD Off-Road, Hybrid XSE, and Limited all come standard with a 9-inch Audio Multimedia touchscreen, which is the largest ever for RAV4."
18,4,"Some standard features on the A4 include LED headlights with high beam assist and tail lights with dynamic turn signals, kick to release trunk, 10.1 inch center touch screen display with Apple CarPlay and Android Auto, full leather seating surfaces with heated front seats and much, much more."
18,5,cooling in the rear and everything developed bespokely for the Nevada. Here we can see one of the final pre-series cars and all of them have a planned life.
18,6,"We have the Trofeo version that is more linked to the performance side, so more audacious."
19,1,"Yes, that's a great question. So a lot of times when I'm in traffic and I'm in one pedal driving mode and maybe a car in front of me starts to slow down a little bit more than I anticipated, I can reach up and grab the regen on demand paddle and get the maximum amount of regenerative braking available."
19,2,"So in any one of these drive experiences, you can drive in one pedal or in two pedal drive."
19,3,"i-Pedal 3.0 allows you to speed up, slow down, or even come to a complete stop, all just using the accelerator pedal."
19,4,"Energy recuperation is an EV feature we now know well, but Audi takes a different approach to one-pedal driving."
19,5,"Drive it like a normal car, no adjustments needed. Audi uses intelligence through map data and front-facing cameras to maximize the amount of coasting possible before engaging recuperation when the brake pedal is pressed or slowing traffic is detected."
19,6,This is more efficient than always engaging maximum recuperation. Paddles on the steering wheel allow you to manually choose three different levels of recuperation to suit your drive style.
20,1,"Toyota's latest Audio Multimedia platform includes standard wireless compatibility for Apple CarPlay, which connects drivers to the apps on their iPhone, including maps, messages, podcasts, and music subscriptions."
20,2,"Intuitive and cutting-edge, Highlander makes staying connected effortless. Featuring a standard 8-inch or available 12.3-inch touchscreen, the latest Toyota Audio Multimedia platform includes standard wireless compatibility for Apple CarPlay, which connects drivers to the apps on their iPhone, including maps, messages, podcasts, and music subscriptions."
20,3,"Every Grand Highlander comes standard with the Toyota Audio Multimedia Platform with a 12.3-inch touchscreen and includes standard wireless compatibility for Apple CarPlay, which connects drivers to the apps on their iPhone, including maps, messages, podcasts, and music subscriptions."
20,4,"Every model in the Corolla lineup features Toyota's latest Audio Multimedia systems, complete with 7-inch touchscreen on Corolla L and 8-inch touchscreens on all other models."
20,5,"For the past four years, the Toyota Highlander has been the best-selling retail vehicle in the extremely competitive midsize SUV segment, and this fourth generation raises the bar even further, thanks to its injection of serious style, performance, and premium features."
20,6,"Highlander's lineup includes gasoline and hybrid, front-wheel drive, and all-wheel drive variations across six grades, with some new configurations, including the all-new XSE."
21,1,Kandy. Auto evolution for all. Now let's head to the garage and take a look at the K27's interior.
21,2,"Talk about an auto evolution for all. Both the Kandy K27 and K23 models are under $20,000 for the first 2,000 pre-orders."
21,3,The K27 really is that affordable. Introducing the all-electric Kandy K27. That's not a typo.
21,4,"And now, here is Peter Nota, board member for customer, brands, and sales."
21,5,"And on that note, I'd like to hand back to Peter Nota."
21,6,It can be ordered from our distributors today. Thank you very much and we'll see you on the next one.
